,Demand_MW_Region1Beijing,Demand_MW_Region2Tianjin,Demand_MW_Region3Hebei,Demand_MW_Region4Shanxi,Demand_MW_Region5Innermongolia,Demand_MW_Region6Liaoning,Demand_MW_Region7Jilin,Demand_MW_Region8Heilongjiang,Demand_MW_Region9Shanghai,Demand_MW_Region10Jiangsu,Demand_MW_Region11Zhejiang,Demand_MW_Region12Anhui,Demand_MW_Region13Fujian,Demand_MW_Region14Jiangxi,Demand_MW_Region15Shandong,Demand_MW_Region16Henan,Demand_MW_Region17Hubei,Demand_MW_Region18Hunan,Demand_MW_Region19Guangdong,Demand_MW_Region20Guangxi,Demand_MW_Region21Hainan,Demand_MW_Region22Chongqing,Demand_MW_Region23Sichuan,Demand_MW_Region24Guizhou,Demand_MW_Region25Yunnan,Demand_MW_Region26Tibet,Demand_MW_Region27Shaanxi,Demand_MW_Region28Gansu,Demand_MW_Region29Qinghai,Demand_MW_Region30Ningxia,Demand_MW_Region31Xinjiang
0,25363.00118484503,20009.40703556169,89068.39242251945,57086.63463695012,78724.88863891186,50701.14342174167,17469.69025864904,20380.87064408459,32188.63698536044,168727.368342188,134735.7939303648,65784.09328815926,45366.69196166362,32465.44033208149,148297.8425365261,58800.42751905373,49796.47631788997,41514.64032227554,144612.1727774337,40308.57081609491,7477.447183489307,25824.63739278531,70628.39409470858,31009.56386426365,36117.6147294972,2601.259818105062,45010.0733632112,29636.14890066575,17851.40780008743,24770.28685092211,66747.46811098828
1,24065.47399762049,19149.9836562344,87002.11510779176,55916.80214252968,77966.35999480478,48889.02087199967,16927.96972873404,19373.39532598143,31344.0898092685,167321.4142268208,126436.4421945549,65121.80504840941,41879.25546449044,30372.92028352126,144288.3759112771,58149.79319354166,45329.32564348831,36134.06557170364,134975.1854595434,37383.08324820874,6547.789995772298,23887.35410080742,67011.63127248373,29002.50400818271,34077.88165388373,2404.614473550085,43409.56358223251,28086.52478613751,17627.88047477377,25285.75738081492,65999.5152349687
2,23550.07955408559,18900.65971894464,82995.97474188653,54176.01043673504,77818.10352186175,48487.97488448402,16261.77496089865,18997.57684552608,29358.89327418391,159549.7064180202,120236.4816664091,63826.7588855569,40375.99189393773,30064.13595213366,141599.3617961626,58760.75537662717,43182.18215996688,35367.20329180956,124669.3995950212,33680.18345674525,5835.191120599563,22568.49557245468,64610.3068228434,28365.07585778242,33073.11070539748,2305.373364856744,41981.24659734403,27981.97398515344,17276.55318075834,25105.17991261976,64944.85094510543
3,23365.15486951414,18690.14880831745,80394.45426072287,54208.96805954604,77781.13871426544,48620.61131735041,16415.69090505465,18634.10980601357,28050.29362568732,154655.3069056662,115295.8865538663,62759.57791067522,38486.78085477041,29770.02073011366,139317.5810975299,57731.36085429505,41112.95645709203,33537.17809759079,113885.3591565593,31519.76619967312,5252.679494801876,21628.68404822351,62158.09430209851,27403.05884032497,32261.18023591744,2208.943922693092,41995.83083466624,27887.00173054949,17344.92175331737,25285.71089251691,64642.10082450862
4,22839.89317562161,18445.02183492496,79068.29740692447,53885.18193261911,78588.56111363969,48613.68290641044,16559.20297789023,18978.09838480761,28025.84468301113,152630.2616277127,111163.8085011323,62754.62280196717,37970.11662487662,31264.25055984974,136127.5721426423,57402.95678395632,40903.0485056639,32883.70438800591,108527.2770460791,30443.71697045447,4838.918423760177,20961.94543795759,60954.78141607893,27412.39161362429,31692.16778618308,2116.285106727938,41284.23561213684,27523.00915997065,17302.71697923218,25457.61426622297,64638.71808665003
5,23339.21522015191,18565.03119747649,78974.93091835981,53885.33578352722,79630.34712539679,49318.34589073574,17017.79192828145,20355.53695097854,29740.54070950722,152454.5357754724,108376.9245681051,62756.29272235215,37802.83550871135,34461.68950874328,139842.5628837923,57047.06702330262,41929.32234120458,30808.79195246008,101925.8669869537,29544.94255232771,4607.794068614202,20275.54260407898,60923.52856110633,28366.34086783362,32877.6093732175,2099.998784388091,42014.96570737418,28450.0450302204,17901.92032895895,25715.55400953879,64427.5884884831
6,24402.83160617238,18929.80516167083,82025.84797899328,53998.39006545008,81208.0869832729,51002.98363442133,18909.85735302246,24636.81647933483,32471.81465322013,155159.6533583659,111161.2197559406,65735.09152076508,39520.01172876464,37261.72529972041,147024.8353146822,59489.43935411803,41842.32060797721,32851.48689542979,97839.79276264524,31674.29983305621,4901.192108480919,22164.92552263586,65090.79867229048,34377.20654608315,36080.61774608705,2117.064749139957,44950.73953666795,29923.9620068357,18284.00357846653,25801.35432994534,64601.92256394518
7,25671.16809483249,20043.13174946011,97676.68642029763,55253.16647962006,82481.84763452332,50275.64111655987,19900.11853405539,25901.50801478552,33609.6822558503,147795.5175807041,103115.9808990343,71227.68479557292,43924.6705296505,39212.07897822753,150685.7603962152,61978.44684737095,47520.84194631526,45870.50823989105,93066.41402102301,36209.06853895763,5331.718824294931,24432.38500836374,65801.87294739144,39640.31312952648,41258.32578561952,2325.754220755092,49721.46269506434,31059.89104552602,18615.91071545468,25320.23457170754,64523.24316945937
8,27192.33802205255,20538.99785908236,94972.21671614143,57087.75421163934,82180.7742858214,48698.12576017644,20309.95615292351,25094.72401063238,35612.73465932955,119907.3976675883,97303.18195635137,67149.80860719304,48630.93734221612,42357.67052928291,150956.3183984834,74681.18605967444,51331.69586368037,44121.17942602123,88523.49624631269,38259.67999825651,5752.552182813898,26366.97959067093,71421.16076678444,45756.13013203601,46436.9885298484,2600.538051013689,51075.09900926553,30804.75769546376,17621.67371553797,24607.96489324315,65034.04642693632
9,28329.81284922759,21338.24360349699,95749.54256212348,60288.06632013126,82900.32645500622,49917.82770620502,20353.89333889595,25177.29474773191,39284.19448787966,118493.0475978391,101518.7035316957,62718.55597072826,52250.88111887222,45075.82673517914,150956.3183792186,77715.72995870297,53288.32071194477,44840.21068014417,93279.11463560245,41940.86533084014,6833.420508158463,28438.12355494345,78965.53101570305,47638.35384099643,49532.36690617181,2893.984771702336,51995.42750844093,31451.49755059455,16821.58236315263,23854.70478177492,65159.69462244747
