Time_Index,Demand_MW_Region1Beijing,Demand_MW_Region2Tianjin,Demand_MW_Region3Hebei,Demand_MW_Region4Shanxi,Demand_MW_Region5Innermongolia,Demand_MW_Region6Liaoning,Demand_MW_Region7Jilin,Demand_MW_Region8Heilongjiang,Demand_MW_Region9Shanghai,Demand_MW_Region10Jiangsu,Demand_MW_Region11Zhejiang,Demand_MW_Region12Anhui,Demand_MW_Region13Fujian,Demand_MW_Region14Jiangxi,Demand_MW_Region15Shandong,Demand_MW_Region16Henan,Demand_MW_Region17Hubei,Demand_MW_Region18Hunan,Demand_MW_Region19Guangdong,Demand_MW_Region20Guangxi,Demand_MW_Region21Hainan,Demand_MW_Region22Chongqing,Demand_MW_Region23Sichuan,Demand_MW_Region24Guizhou,Demand_MW_Region25Yunnan,Demand_MW_Region26Tibet,Demand_MW_Region27Shaanxi,Demand_MW_Region28Gansu,Demand_MW_Region29Qinghai,Demand_MW_Region30Ningxia,Demand_MW_Region31Xinjiang
1,18012.98243604372,12715.745867056861,56366.21877875482,39279.21908187623,55228.09394685082,38463.50512179147,12262.902797955541,15307.840855590524,25106.755117676803,115086.87557204544,79337.73220822896,40322.55628531339,36421.345216709014,24991.576767548937,109727.10244750977,46011.98130541128,32307.077128557317,31234.07133738959,101726.74029039488,37701.071433114535,5819.647488351521,20203.724135161265,54234.35814587149,28711.568839832576,30936.095006111496,1969.5917688797692,39830.33589674027,27245.842950715243,16057.001626731588,23589.88739509746,61060.22195164119
2,16146.799347535702,12721.901697431636,50080.01588998148,38194.219090752245,54517.53215749335,38026.44435827444,12090.32043804476,15380.58043044237,23505.9246569162,114228.77015980477,75397.00657631145,37902.14349915433,34413.95051590388,24575.992174609586,109015.48983684427,46436.847794702204,30915.154223044665,30657.37250240846,97601.21649643825,37000.27309315197,5552.010823314132,19692.204553540996,53187.86061784682,27980.133590340167,30297.920692228643,1935.8655678813955,39419.65243739982,27097.353993759345,16015.207218096673,23557.939163482668,60851.44180544839
3,16048.935870469306,12431.342817428824,50365.48116065344,39133.29430570623,54256.712295688754,38030.44250870073,12043.851708623628,15232.914695357611,20941.70161794023,111162.84390901863,72834.33983127866,37069.77079923384,33151.093883362126,24219.463347391196,108250.05198171939,45165.27465465144,29531.32725970404,30414.696092288446,93511.65218377898,36492.19584712893,5365.111893339326,19617.728594806686,52284.977305971486,27462.015456829715,29331.678657505207,1911.4125424748104,39120.09656413755,27066.633583937142,15940.612779443234,23527.858719938224,60432.13375409544
4,16586.01924330874,12408.29288377028,54868.8762893766,39120.25902166533,54443.92466967066,38218.838958609245,12023.05207124001,15213.730347154797,20185.004917043632,109010.30784577297,71405.10431361597,36576.18031801859,32632.895021528522,23733.73330237194,107102.95963111194,44322.633595241685,27608.106526540327,30244.413924567492,91480.63725892495,36270.707947646486,5346.252466351396,19568.882501634394,51848.40289385951,27104.316891836534,28681.26753774152,1895.5212262252055,38924.601795641014,27034.666887351337,15995.180307524459,23480.994930028563,59828.4018646961
5,17047.62523082176,12335.54151807472,55862.92909158944,39128.16975690809,55490.178906518544,38796.91132875536,12193.056298628957,15472.361299239434,20126.9452245224,108055.88541163308,71319.15244595763,36808.20766019138,32568.798288135844,23674.488612108566,109575.23228794594,44322.633595241685,29807.431870655328,30347.6512679826,89458.9579484468,36170.74641470296,5436.49268745892,20444.453181930912,52393.057894612415,27211.659006966765,29007.11384792184,1897.284385074542,38946.32439471667,27198.252530916816,15993.238732515461,23503.645647849797,60432.13375409544
6,17868.718092194493,13163.542531043582,58615.79818156986,39708.238511909105,58509.33263300791,40574.74533450989,12483.483844267916,16152.863003320283,20260.52296934265,108434.00390825624,73293.52814425332,38499.11065101628,33803.304029190775,24798.45209693583,112353.01984546463,44743.44361316982,32307.077128557317,30768.736433459257,91480.63725892495,36812.52151844047,5673.7398158816995,22234.62028507985,55008.153239101346,27068.529953726822,29654.98602273136,1953.2061841604398,39631.16313568154,27508.467187673014,16093.117054732547,23612.525434119085,60642.08082724444
7,19422.013108816944,14318.343543170311,62448.32686904608,40776.913684494146,62055.52360465767,40673.44552476854,13177.06252824228,17385.930761238324,21801.05840664927,114648.76800434319,80442.18282665375,42502.168491675795,37235.97858673316,28129.174671708864,117469.60665686557,47717.44627071295,34550.35154533294,31088.047819432133,97601.21649643825,38583.06911717699,5979.475840948351,23822.29136056218,56726.476114316385,27605.008563954634,30297.920692228643,2086.7292132457296,41235.35873451279,28017.802820862435,16425.339844891303,23817.94975965758,61476.060404281525
8,21540.60922444448,16010.861536997514,65506.74330902553,41024.76994602348,61611.05668113447,41057.15422374498,13635.476172935818,17860.962756860925,25403.309622066146,123899.25800239762,93968.6327164021,46771.31422323374,41140.772380032715,31964.038390580587,118288.78899024734,52049.79936566722,38521.493048528064,33242.415679001555,127189.98441313107,40279.05512146678,6530.36252673338,26937.060072160908,53824.4602735823,29833.099624513496,31884.791286295367,2163.211008859811,42135.73979774797,28165.735584443108,16382.850452111546,23337.026377682123,61889.63673002281
9,23454.0417459016,18321.967704555835,69754.80810031523,41113.772342090226,62366.2127141579,42025.81556749485,13667.011861287096,17812.868717810263,30060.160439921627,129424.36708258765,104591.42244457839,48514.71521085311,44186.39287503362,36501.90472044617,119519.04472615723,54695.01208905509,42546.61676706811,35601.13280576234,158293.95833387607,41499.064174876556,7086.281642437268,28242.009337649317,57303.5523061382,30951.852677137114,35888.12052896701,2357.7695213949696,44370.55994469555,28730.901725114352,16456.703678056292,23680.79409259222,62278.833325418054
10,24812.205139098543,19230.651739907247,71432.6716990855,42406.41955595945,64050.135091617674,42925.65281054469,13845.882733057078,17959.87056902001,35339.1908759037,135332.22256147847,110895.52221745934,49044.37460718775,46126.43711028774,38176.44822427031,119326.73589715446,59630.62600625843,43996.49467279554,36303.01630228568,169733.25975232277,41861.97517869895,7472.31802237374,29676.36220563643,59046.111718324195,34556.72432975193,36789.44030655417,2406.3356693623023,44916.76703768564,28878.95840106748,16390.02517189243,23736.158863084405,62913.93618373696
