Type,id,edges--edge--capital_recovery_period,edges--edge--unidirectional,edges--edge--commodity,edges--edge--lifetime,edges--edge--has_capacity,transforms--timedata,edges--edge--can_retire,edges--edge--can_expand,edges--edge--max_capacity,edges--edge--fixed_om_cost,edges--edge--existing_capacity,edges--edge--availability--timeseries--path,edges--edge--availability--timeseries--header,edges--edge--capacity_size,edges--edge--end_vertex,edges--edge--variable_om_cost,edges--edge--investment_cost,edges--edge--constraints--CapacityConstraint,edges--edge--min_capacity,edges--edge--wacc
VRE,Region11Zhejiang_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,4423,system/vre_availability_1.csv,Region11Zhejiang_Wind_Offshore,200,elec_Region11Zhejiang,0,137135.3238,true,0,0.017
VRE,Region12Anhui_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,0,system/vre_availability_1.csv,Region12Anhui_Wind_Offshore,200,elec_Region12Anhui,0,137135.3238,true,0,0.017
VRE,Region13Fujian_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,3470,system/vre_availability_1.csv,Region13Fujian_Wind_Offshore,200,elec_Region13Fujian,0,137135.3238,true,0,0.017
VRE,Region14Jiangxi_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,0,system/vre_availability_1.csv,Region14Jiangxi_Wind_Offshore,200,elec_Region14Jiangxi,0,137135.3238,true,0,0.017
VRE,Region15Shandong_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,4853,system/vre_availability_1.csv,Region15Shandong_Wind_Offshore,200,elec_Region15Shandong,0,137135.3238,true,0,0.017
VRE,Region16Henan_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,0,system/vre_availability_1.csv,Region16Henan_Wind_Offshore,200,elec_Region16Henan,0,137135.3238,true,0,0.017
VRE,Region17Hubei_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,0,system/vre_availability_1.csv,Region17Hubei_Wind_Offshore,200,elec_Region17Hubei,0,137135.3238,true,0,0.017
VRE,Region18Hunan_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,0,system/vre_availability_1.csv,Region18Hunan_Wind_Offshore,200,elec_Region18Hunan,0,137135.3238,true,0,0.017
VRE,Region19Guangdong_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,10936,system/vre_availability_1.csv,Region19Guangdong_Wind_Offshore,200,elec_Region19Guangdong,0,137135.3238,true,0,0.017
VRE,Region20Guangxi_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,60,system/vre_availability_1.csv,Region20Guangxi_Wind_Offshore,200,elec_Region20Guangxi,0,137135.3238,true,0,0.017
VRE,Region21Hainan_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,7,system/vre_availability_1.csv,Region21Hainan_Wind_Offshore,200,elec_Region21Hainan,0,137135.3238,true,0,0.017
VRE,Region22Chongqing_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,0,system/vre_availability_1.csv,Region22Chongqing_Wind_Offshore,200,elec_Region22Chongqing,0,137135.3238,true,0,0.017
VRE,Region23Sichuan_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,0,system/vre_availability_1.csv,Region23Sichuan_Wind_Offshore,200,elec_Region23Sichuan,0,137135.3238,true,0,0.017
VRE,Region24Guizhou_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,0,system/vre_availability_1.csv,Region24Guizhou_Wind_Offshore,200,elec_Region24Guizhou,0,137135.3238,true,0,0.017
VRE,Region25Yunnan_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,0,system/vre_availability_1.csv,Region25Yunnan_Wind_Offshore,200,elec_Region25Yunnan,0,137135.3238,true,0,0.017
VRE,Region26Tibet_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,0,system/vre_availability_1.csv,Region26Tibet_Wind_Offshore,200,elec_Region26Tibet,0,137135.3238,true,0,0.017
VRE,Region27Shaanxi_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,0,system/vre_availability_1.csv,Region27Shaanxi_Wind_Offshore,200,elec_Region27Shaanxi,0,137135.3238,true,0,0.017
VRE,Region28Gansu_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,0,system/vre_availability_1.csv,Region28Gansu_Wind_Offshore,200,elec_Region28Gansu,0,137135.3238,true,0,0.017
VRE,Region29Qinghai_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,0,system/vre_availability_1.csv,Region29Qinghai_Wind_Offshore,200,elec_Region29Qinghai,0,137135.3238,true,0,0.017
VRE,Region30Ningxia_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,0,system/vre_availability_1.csv,Region30Ningxia_Wind_Offshore,200,elec_Region30Ningxia,0,137135.3238,true,0,0.017
VRE,Region31Xinjiang_Wind_Offshore,20,true,Electricity,20,true,Electricity,true,true,-1,60346.66667,0,system/vre_availability_1.csv,Region31Xinjiang_Wind_Offshore,200,elec_Region31Xinjiang,0,137135.3238,true,0,0.017
