Type,id,edges--elec_edge--unidirectional,edges--elec_edge--has_capacity,edges--fuel_edge--unidirectional,edges--fuel_edge--has_capacity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,transforms--constraints--BalanceConstraint,edges--elec_edge--can_retire,edges--elec_edge--capital_recovery_period,edges--elec_edge--can_expand,edges--elec_edge--min_down_time,edges--elec_edge--max_capacity,edges--elec_edge--fixed_om_cost,edges--elec_edge--existing_capacity,edges--elec_edge--min_up_time,edges--elec_edge--commodity,edges--elec_edge--capacity_size,edges--elec_edge--lifetime,edges--elec_edge--ramp_down_fraction,edges--elec_edge--end_vertex,edges--elec_edge--variable_om_cost,edges--elec_edge--investment_cost,edges--elec_edge--constraints--MinFlowConstraint,edges--elec_edge--constraints--MinDownTimeConstraint,edges--elec_edge--constraints--CapacityConstraint,edges--elec_edge--constraints--MinUpTimeConstraint,edges--elec_edge--constraints--RampingLimitConstraint,edges--elec_edge--min_capacity,edges--elec_edge--startup_fuel_consumption,edges--elec_edge--ramp_up_fraction,edges--elec_edge--min_flow_fraction,edges--elec_edge--wacc,edges--elec_edge--uc,edges--elec_edge--startup_cost,edges--fuel_edge--start_vertex,edges--fuel_edge--commodity,edges--co2_edge--commodity,edges--co2_edge--end_vertex,transforms--fuel_consumption,transforms--emission_rate,transforms--timedata
ThermalPower,Region7Jilin_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region7Jilin,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region7Jilin,Coal,CO2,co2_sink_7,2.938163253,0.345397497,Coal
ThermalPower,Region8Heilongjiang_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region8Heilongjiang,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region8Heilongjiang,Coal,CO2,co2_sink_8,2.938163253,0.345397497,Coal
ThermalPower,Region9Shanghai_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region9Shanghai,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region9Shanghai,Coal,CO2,co2_sink_9,2.938163253,0.345397497,Coal
ThermalPower,Region10Jiangsu_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,1260,12,Electricity,200,40,0.6,elec_Region10Jiangsu,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region10Jiangsu,Coal,CO2,co2_sink_10,3.060365341,0.340559997,Coal
ThermalPower,Region11Zhejiang_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region11Zhejiang,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region11Zhejiang,Coal,CO2,co2_sink_11,2.938163253,0.345397497,Coal
ThermalPower,Region12Anhui_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,1260,12,Electricity,200,40,0.6,elec_Region12Anhui,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region12Anhui,Coal,CO2,co2_sink_12,3.187880564,0.340559997,Coal
ThermalPower,Region13Fujian_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region13Fujian,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region13Fujian,Coal,CO2,co2_sink_13,2.938163253,0.345397497,Coal
ThermalPower,Region14Jiangxi_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region14Jiangxi,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region14Jiangxi,Coal,CO2,co2_sink_14,2.938163253,0.345397497,Coal
ThermalPower,Region15Shandong_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,2670,12,Electricity,200,40,0.6,elec_Region15Shandong,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region15Shandong,Coal,CO2,co2_sink_15,3.060365341,0.347219997,Coal
ThermalPower,Region16Henan_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region16Henan,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region16Henan,Coal,CO2,co2_sink_16,2.938163253,0.345397497,Coal
ThermalPower,Region17Hubei_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region17Hubei,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region17Hubei,Coal,CO2,co2_sink_17,2.938163253,0.345397497,Coal
ThermalPower,Region18Hunan_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,2600,12,Electricity,200,40,0.6,elec_Region18Hunan,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region18Hunan,Coal,CO2,co2_sink_18,2.805334896,0.353879997,Coal
ThermalPower,Region19Guangdong_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,4010,12,Electricity,200,40,0.6,elec_Region19Guangdong,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region19Guangdong,Coal,CO2,co2_sink_19,3.060365341,0.340559997,Coal
ThermalPower,Region20Guangxi_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region20Guangxi,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region20Guangxi,Coal,CO2,co2_sink_20,2.938163253,0.345397497,Coal
ThermalPower,Region21Hainan_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region21Hainan,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region21Hainan,Coal,CO2,co2_sink_21,2.938163253,0.345397497,Coal
ThermalPower,Region22Chongqing_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region22Chongqing,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region22Chongqing,Coal,CO2,co2_sink_22,2.938163253,0.345397497,Coal
ThermalPower,Region23Sichuan_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region23Sichuan,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region23Sichuan,Coal,CO2,co2_sink_23,2.938163253,0.345397497,Coal
ThermalPower,Region24Guizhou_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,1320,12,Electricity,200,40,0.6,elec_Region24Guizhou,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region24Guizhou,Coal,CO2,co2_sink_24,2.550304451,0.345959997,Coal
ThermalPower,Region25Yunnan_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region25Yunnan,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region25Yunnan,Coal,CO2,co2_sink_25,2.938163253,0.345397497,Coal
ThermalPower,Region26Tibet_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region26Tibet,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region26Tibet,Coal,CO2,co2_sink_26,2.938163253,0.345397497,Coal
ThermalPower,Region27Shaanxi_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region27Shaanxi,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region27Shaanxi,Coal,CO2,co2_sink_27,2.938163253,0.345397497,Coal
ThermalPower,Region28Gansu_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region28Gansu,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region28Gansu,Coal,CO2,co2_sink_28,2.938163253,0.345397497,Coal
ThermalPower,Region29Qinghai_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region29Qinghai,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region29Qinghai,Coal,CO2,co2_sink_29,2.938163253,0.345397497,Coal
ThermalPower,Region30Ningxia_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region30Ningxia,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region30Ningxia,Coal,CO2,co2_sink_30,2.938163253,0.345397497,Coal
ThermalPower,Region31Xinjiang_1000MW_sub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region31Xinjiang,4.310193955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.4,coal_Region31Xinjiang,Coal,CO2,co2_sink_31,2.938163253,0.345397497,Coal
ThermalPower,Region1Beijing_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region1Beijing,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region1Beijing,Coal,CO2,co2_sink_1,2.674916193,0.344836906,Coal
ThermalPower,Region2Tianjin_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region2Tianjin,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region2Tianjin,Coal,CO2,co2_sink_2,2.674916193,0.344836906,Coal
ThermalPower,Region3Hebei_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,3880,12,Electricity,200,40,0.6,elec_Region3Hebei,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region3Hebei,Coal,CO2,co2_sink_3,2.71087809,0.340559997,Coal
ThermalPower,Region4Shanxi_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,7920,12,Electricity,200,40,0.6,elec_Region4Shanxi,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region4Shanxi,Coal,CO2,co2_sink_4,2.587656359,0.340559997,Coal
ThermalPower,Region5Innermongolia_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,6600,12,Electricity,200,40,0.6,elec_Region5Innermongolia,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region5Innermongolia,Coal,CO2,co2_sink_5,2.51372332,0.354239997,Coal
ThermalPower,Region6Liaoning_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,1760,12,Electricity,200,40,0.6,elec_Region6Liaoning,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region6Liaoning,Coal,CO2,co2_sink_6,2.957321553,0.340559997,Coal
ThermalPower,Region7Jilin_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,3980,12,Electricity,200,40,0.6,elec_Region7Jilin,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region7Jilin,Coal,CO2,co2_sink_7,2.71087809,0.363599997,Coal
ThermalPower,Region8Heilongjiang_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region8Heilongjiang,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region8Heilongjiang,Coal,CO2,co2_sink_8,2.674916193,0.344836906,Coal
ThermalPower,Region9Shanghai_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,1800,12,Electricity,200,40,0.6,elec_Region9Shanghai,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region9Shanghai,Coal,CO2,co2_sink_9,2.957321553,0.340559997,Coal
ThermalPower,Region10Jiangsu_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,12110,12,Electricity,200,40,0.6,elec_Region10Jiangsu,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region10Jiangsu,Coal,CO2,co2_sink_10,2.71087809,0.34226526,Coal
ThermalPower,Region11Zhejiang_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region11Zhejiang,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region11Zhejiang,Coal,CO2,co2_sink_11,2.674916193,0.344836906,Coal
ThermalPower,Region12Anhui_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,10870,12,Electricity,200,40,0.6,elec_Region12Anhui,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region12Anhui,Coal,CO2,co2_sink_12,2.71087809,0.341195291,Coal
ThermalPower,Region13Fujian_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,2660,12,Electricity,200,40,0.6,elec_Region13Fujian,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region13Fujian,Coal,CO2,co2_sink_13,2.71087809,0.340559997,Coal
ThermalPower,Region14Jiangxi_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,3980,12,Electricity,200,40,0.6,elec_Region14Jiangxi,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region14Jiangxi,Coal,CO2,co2_sink_14,2.71087809,0.344159997,Coal
ThermalPower,Region15Shandong_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,7980,12,Electricity,200,40,0.6,elec_Region15Shandong,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region15Shandong,Coal,CO2,co2_sink_15,2.66980418,0.344579997,Coal
ThermalPower,Region16Henan_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,8880,12,Electricity,200,40,0.6,elec_Region16Henan,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region16Henan,Coal,CO2,co2_sink_16,2.71087809,0.342462854,Coal
ThermalPower,Region17Hubei_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,9060,12,Electricity,200,40,0.6,elec_Region17Hubei,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region17Hubei,Coal,CO2,co2_sink_17,2.640465672,0.34513714,Coal
ThermalPower,Region18Hunan_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,4490,12,Electricity,200,40,0.6,elec_Region18Hunan,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region18Hunan,Coal,CO2,co2_sink_18,2.640465672,0.347811426,Coal
ThermalPower,Region19Guangdong_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,1260,12,Electricity,200,40,0.6,elec_Region19Guangdong,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region19Guangdong,Coal,CO2,co2_sink_19,2.71087809,0.340559997,Coal
ThermalPower,Region20Guangxi_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,5830,12,Electricity,200,40,0.6,elec_Region20Guangxi,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region20Guangxi,Coal,CO2,co2_sink_20,2.656112876,0.347959997,Coal
ThermalPower,Region21Hainan_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region21Hainan,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region21Hainan,Coal,CO2,co2_sink_21,2.674916193,0.344836906,Coal
ThermalPower,Region22Chongqing_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,2640,12,Electricity,200,40,0.6,elec_Region22Chongqing,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region22Chongqing,Coal,CO2,co2_sink_22,2.464434628,0.345959997,Coal
ThermalPower,Region23Sichuan_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region23Sichuan,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region23Sichuan,Coal,CO2,co2_sink_23,2.674916193,0.344836906,Coal
ThermalPower,Region24Guizhou_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,9980,12,Electricity,200,40,0.6,elec_Region24Guizhou,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region24Guizhou,Coal,CO2,co2_sink_24,2.497293756,0.345239997,Coal
ThermalPower,Region25Yunnan_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region25Yunnan,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region25Yunnan,Coal,CO2,co2_sink_25,2.674916193,0.344836906,Coal
ThermalPower,Region26Tibet_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region26Tibet,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region26Tibet,Coal,CO2,co2_sink_26,2.674916193,0.344836906,Coal
ThermalPower,Region27Shaanxi_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,3900,12,Electricity,200,40,0.6,elec_Region27Shaanxi,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region27Shaanxi,Coal,CO2,co2_sink_27,2.628730269,0.345959997,Coal
ThermalPower,Region28Gansu_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,2640,12,Electricity,200,40,0.6,elec_Region28Gansu,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region28Gansu,Coal,CO2,co2_sink_28,2.71087809,0.345959997,Coal
ThermalPower,Region29Qinghai_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region29Qinghai,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region29Qinghai,Coal,CO2,co2_sink_29,2.674916193,0.344836906,Coal
ThermalPower,Region30Ningxia_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,1320,12,Electricity,200,40,0.6,elec_Region30Ningxia,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region30Ningxia,Coal,CO2,co2_sink_30,2.71087809,0.340559997,Coal
ThermalPower,Region31Xinjiang_1000MW_super,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,5280,12,Electricity,200,40,0.6,elec_Region31Xinjiang,4.147693955,55677.52873,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.3,coal_Region31Xinjiang,Coal,CO2,co2_sink_31,2.526045493,0.345959997,Coal
ThermalPower,Region1Beijing_1000MW_ultra,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,0,12,Electricity,200,40,0.6,elec_Region1Beijing,3.839263796,43648.8138,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.25,coal_Region1Beijing,Coal,CO2,co2_sink_1,2.471399584,0.344980729,Coal
ThermalPower,Region2Tianjin_1000MW_ultra,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,5320,12,Electricity,200,40,0.6,elec_Region2Tianjin,3.839263796,43648.8138,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.25,coal_Region2Tianjin,Coal,CO2,co2_sink_2,2.505093354,0.345959997,Coal
ThermalPower,Region3Hebei_1000MW_ultra,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,7940,12,Electricity,200,40,0.6,elec_Region3Hebei,3.839263796,43648.8138,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.25,coal_Region3Hebei,Coal,CO2,co2_sink_3,2.424283891,0.343014543,Coal
ThermalPower,Region4Shanxi_1000MW_ultra,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,40,TRUE,12,-1,18154.51148,11222,12,Electricity,200,40,0.6,elec_Region4Shanxi,3.839263796,43648.8138,TRUE,TRUE,TRUE,TRUE,TRUE,0,150.3075,0.6,0.5,0.039,TRUE,0.25,coal_Region4Shanxi,Coal,CO2,co2_sink_4,2.458916518,0.342102854,Coal
