Type,id,edges--transmission_edge--capital_recovery_period,edges--transmission_edge--unidirectional,edges--transmission_edge--commodity,edges--transmission_edge--wacc,edges--transmission_edge--lifetime,edges--transmission_edge--has_capacity,edges--transmission_edge--max_capacity,edges--transmission_edge--constraints--MaxCapacityConstraint,edges--transmission_edge--constraints--CapacityConstraint,edges--transmission_edge--constraints--MaxNewCapacityConstraint,edges--transmission_edge--can_retire,edges--transmission_edge--loss_fraction,edges--transmission_edge--max_new_capacity,edges--transmission_edge--existing_capacity,edges--transmission_edge--investment_cost,edges--transmission_edge--start_vertex,edges--transmission_edge--can_expand,edges--transmission_edge--end_vertex
TransmissionLink,Line179CandidateDC_Region31Xinjiang_to_Region12Anhui,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,29844.49874,elec_Region31Xinjiang,true,elec_Region12Anhui
TransmissionLink,Line180CandidateDC_Region31Xinjiang_to_Region22Chongqing,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,25702.55714,elec_Region31Xinjiang,true,elec_Region22Chongqing
TransmissionLink,Line181CandidateDC_Region31Xinjiang_to_Region17Hubei,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,29058.14532,elec_Region31Xinjiang,true,elec_Region17Hubei
TransmissionLink,Line182CandidateDC_Region31Xinjiang_to_Region14Jiangxi,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,30541.36302,elec_Region31Xinjiang,true,elec_Region14Jiangxi
TransmissionLink,Line183CandidateDC_Region31Xinjiang_to_Region18Hunan,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,29518.90429,elec_Region31Xinjiang,true,elec_Region18Hunan
TransmissionLink,Line184CandidateDC_Region30Ningxia_to_Region15Shandong,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,18358.11145,elec_Region30Ningxia,true,elec_Region15Shandong
TransmissionLink,Line185CandidateDC_Region30Ningxia_to_Region11Zhejiang,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,21935.30332,elec_Region30Ningxia,true,elec_Region11Zhejiang
TransmissionLink,Line186CandidateDC_Region30Ningxia_to_Region13Fujian,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,23556.28211,elec_Region30Ningxia,true,elec_Region13Fujian
TransmissionLink,Line187CandidateDC_Region28Gansu_to_Region18Hunan,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,19932.0754,elec_Region28Gansu,true,elec_Region18Hunan
TransmissionLink,Line188CandidateDC_Region28Gansu_to_Region17Hubei,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,19495.93548,elec_Region28Gansu,true,elec_Region17Hubei
TransmissionLink,Line189CandidateDC_Region29Qinghai_to_Region16Henan,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,19114.9532,elec_Region29Qinghai,true,elec_Region16Henan
TransmissionLink,Line190CandidateDC_Region29Qinghai_to_Region13Fujian,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,24686.03967,elec_Region29Qinghai,true,elec_Region13Fujian
TransmissionLink,Line191CandidateDC_Region29Qinghai_to_Region14Jiangxi,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,22046.02306,elec_Region29Qinghai,true,elec_Region14Jiangxi
TransmissionLink,Line192CandidateDC_Region25Yunnan_to_Region19Guangdong,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,19067.67701,elec_Region25Yunnan,true,elec_Region19Guangdong
TransmissionLink,Line193CandidateDC_Region24Guizhou_to_Region19Guangdong,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,17122.22096,elec_Region24Guizhou,true,elec_Region19Guangdong
TransmissionLink,Line194CandidateDC_Region23Sichuan_to_Region13Fujian,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,21976.7077,elec_Region23Sichuan,true,elec_Region13Fujian
TransmissionLink,Line195CandidateDC_Region23Sichuan_to_Region11Zhejiang,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,21804.03761,elec_Region23Sichuan,true,elec_Region11Zhejiang
TransmissionLink,Line196CandidateDC_Region5Innermongolia_to_Region22Chongqing,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,20531.36811,elec_Region5Innermongolia,true,elec_Region22Chongqing
TransmissionLink,Line197CandidateDC_Region5Innermongolia_to_Region10Jiangsu,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,19540.86656,elec_Region5Innermongolia,true,elec_Region10Jiangsu
TransmissionLink,Line198CandidateDC_Region5Innermongolia_to_Region12Anhui,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,19245.40213,elec_Region5Innermongolia,true,elec_Region12Anhui
TransmissionLink,Line199CandidateDC_Region5Innermongolia_to_Region14Jiangxi,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,20962.01333,elec_Region5Innermongolia,true,elec_Region14Jiangxi
TransmissionLink,Line200CandidateDC_Region5Innermongolia_to_Region18Hunan,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,20983.85486,elec_Region5Innermongolia,true,elec_Region18Hunan
TransmissionLink,Line201CandidateDC_Region28Gansu_to_Region15Shandong,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,17520.86278,elec_Region28Gansu,true,elec_Region15Shandong
TransmissionLink,Line202CandidateDC_Region8Heilongjiang_to_Region3Hebei,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,20460.38218,elec_Region8Heilongjiang,true,elec_Region3Hebei
TransmissionLink,Line203CandidateDC_Region6Liaoning_to_Region3Hebei,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,17761.82695,elec_Region6Liaoning,true,elec_Region3Hebei
TransmissionLink,Line204CandidateDC_Region26Tibet_to_Region16Henan,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,23320.69561,elec_Region26Tibet,true,elec_Region16Henan
TransmissionLink,Line205CandidateDC_Region26Tibet_to_Region3Hebei,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,24391.34236,elec_Region26Tibet,true,elec_Region3Hebei
TransmissionLink,Line206CandidateDC_Region26Tibet_to_Region19Guangdong,100,false,Electricity,0.062,100,true,16000,true,true,true,false,0.065,16000,0,23692.26601,elec_Region26Tibet,true,elec_Region19Guangdong
