Type,id,edges--transmission_edge--unidirectional,edges--transmission_edge--has_capacity,edges--transmission_edge--commodity,edges--transmission_edge--wacc,edges--transmission_edge--lifetime,edges--transmission_edge--capital_recovery_period,edges--transmission_edge--can_retire,edges--transmission_edge--constraints--CapacityConstraint,edges--transmission_edge--constraints--MaxCapacityConstraint,edges--transmission_edge--start_vertex,edges--transmission_edge--loss_fraction,edges--transmission_edge--end_vertex,edges--transmission_edge--max_capacity,edges--transmission_edge--can_expand,edges--transmission_edge--existing_capacity,edges--transmission_edge--investment_cost,edges--transmission_edge--variable_om_cost,edges--transmission_edge--fixed_om_cost
TransmissionLink,Line108CandidateAC_Region5Innermongolia_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.025,elec_Region3Hebei,9600,TRUE,0,6320.830307,1,100
TransmissionLink,Line109CandidateAC_Region3Hebei_to_Region1Beijing,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region3Hebei,0.025,elec_Region1Beijing,9600,TRUE,0,5198.188129,1,100
TransmissionLink,Line110CandidateAC_Region3Hebei_to_Region2Tianjin,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region3Hebei,0.025,elec_Region2Tianjin,9600,TRUE,0,5154.036721,1,100
TransmissionLink,Line111CandidateAC_Region2Tianjin_to_Region1Beijing,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region2Tianjin,0.025,elec_Region1Beijing,9600,TRUE,0,3714.217847,1,100
TransmissionLink,Line112CandidateAC_Region4Shanxi_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region4Shanxi,0.025,elec_Region3Hebei,19200,TRUE,0,4293.822839,1,100
TransmissionLink,Line113CandidateAC_Region3Hebei_to_Region15Shandong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region3Hebei,0.025,elec_Region15Shandong,9600,TRUE,0,5193.38774,1,100
TransmissionLink,Line114CandidateAC_Region7Jilin_to_Region6Liaoning,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region7Jilin,0.025,elec_Region6Liaoning,9600,TRUE,0,5294.403035,1,100
TransmissionLink,Line115CandidateAC_Region5Innermongolia_to_Region6Liaoning,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.025,elec_Region6Liaoning,9600,TRUE,0,11712.23907,1,100
TransmissionLink,Line116CandidateAC_Region8Heilongjiang_to_Region7Jilin,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region8Heilongjiang,0.025,elec_Region7Jilin,9600,TRUE,0,4834.332795,1,100
TransmissionLink,Line117CandidateAC_Region5Innermongolia_to_Region8Heilongjiang,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.025,elec_Region8Heilongjiang,9600,TRUE,0,14841.49125,1,100
TransmissionLink,Line118CandidateAC_Region5Innermongolia_to_Region7Jilin,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.025,elec_Region7Jilin,9600,TRUE,0,13441.35128,1,100
TransmissionLink,Line119CandidateAC_Region4Shanxi_to_Region16Henan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region4Shanxi,0.015,elec_Region16Henan,10000,TRUE,0,11472.81552,1,100
TransmissionLink,Line120CandidateAC_Region16Henan_to_Region17Hubei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region16Henan,0.015,elec_Region17Hubei,10000,TRUE,0,10412.82308,1,100
TransmissionLink,Line121CandidateAC_Region12Anhui_to_Region11Zhejiang,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region12Anhui,0.015,elec_Region11Zhejiang,20000,TRUE,0,13478.75058,1,100
TransmissionLink,Line122CandidateAC_Region11Zhejiang_to_Region9Shanghai,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region11Zhejiang,0.015,elec_Region9Shanghai,20000,TRUE,0,8460.558516,1,100
TransmissionLink,Line123CandidateAC_Region12Anhui_to_Region10Jiangsu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region12Anhui,0.015,elec_Region10Jiangsu,22000,TRUE,0,11810.69568,1,100
TransmissionLink,Line124CandidateAC_Region10Jiangsu_to_Region9Shanghai,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region10Jiangsu,0.015,elec_Region9Shanghai,22000,TRUE,0,10921.47308,1,100
TransmissionLink,Line125CandidateAC_Region11Zhejiang_to_Region13Fujian,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region11Zhejiang,0.015,elec_Region13Fujian,21000,TRUE,0,14321.18577,1,100
TransmissionLink,Line126CandidateAC_Region5Innermongolia_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.015,elec_Region3Hebei,20000,TRUE,0,13606.21803,1,100
TransmissionLink,Line127CandidateAC_Region3Hebei_to_Region2Tianjin,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region3Hebei,0.015,elec_Region2Tianjin,20000,TRUE,0,8869.796104,1,100
TransmissionLink,Line128CandidateAC_Region2Tianjin_to_Region15Shandong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region2Tianjin,0.015,elec_Region15Shandong,20000,TRUE,0,10345.73495,1,100
TransmissionLink,Line129CandidateAC_Region5Innermongolia_to_Region4Shanxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.015,elec_Region4Shanxi,20000,TRUE,0,9084.478117,1,100
TransmissionLink,Line130CandidateAC_Region4Shanxi_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region4Shanxi,0.015,elec_Region3Hebei,20000,TRUE,0,9983.459049,1,100
TransmissionLink,Line131CandidateAC_Region3Hebei_to_Region2Tianjin,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region3Hebei,0.015,elec_Region2Tianjin,20000,TRUE,0,8923.466607,1,100
TransmissionLink,Line132CandidateAC_Region27Shaanxi_to_Region4Shanxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region27Shaanxi,0.015,elec_Region4Shanxi,20000,TRUE,0,10305.48207,1,100
TransmissionLink,Line133CandidateAC_Region4Shanxi_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region4Shanxi,0.015,elec_Region3Hebei,20000,TRUE,0,10077.38243,1,100
TransmissionLink,Line134CandidateAC_Region3Hebei_to_Region15Shandong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region3Hebei,0.015,elec_Region15Shandong,20000,TRUE,0,13541.81342,1,100
TransmissionLink,Line135CandidateAC_Region1Beijing_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region1Beijing,0.015,elec_Region3Hebei,20000,TRUE,0,9674.853654,1,100
TransmissionLink,Line136CandidateAC_Region3Hebei_to_Region1Beijing,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region3Hebei,0.015,elec_Region1Beijing,20000,TRUE,0,10842.1871,1,100
TransmissionLink,Line137CandidateAC_Region15Shandong_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region15Shandong,0.015,elec_Region3Hebei,20000,TRUE,0,17666.3916,1,100
TransmissionLink,Line138CandidateAC_Region5Innermongolia_to_Region4Shanxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.015,elec_Region4Shanxi,20000,TRUE,0,10748.26372,1,100
TransmissionLink,Line139ExistingDC_Region17Hubei_to_Region10Jiangsu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region17Hubei,0.075,elec_Region10Jiangsu,3000,FALSE,3000,14781.90643,1,100
TransmissionLink,Line140ExistingDC_Region17Hubei_to_Region9Shanghai,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region17Hubei,0.075,elec_Region9Shanghai,1200,FALSE,1200,32545.11925,1,100
TransmissionLink,Line141ExistingDC_Region17Hubei_to_Region9Shanghai,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region17Hubei,0.075,elec_Region9Shanghai,3016,FALSE,3016,19517.24461,1,100
TransmissionLink,Line142ExistingDC_Region17Hubei_to_Region9Shanghai,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region17Hubei,0.075,elec_Region9Shanghai,3007,FALSE,3007,20439.88792,1,100
TransmissionLink,Line143ExistingDC_Region17Hubei_to_Region19Guangdong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region17Hubei,0.0765,elec_Region19Guangdong,3000,FALSE,3000,21589.1774,1,100
TransmissionLink,Line144ExistingDC_Region5Innermongolia_to_Region6Liaoning,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.0412,elec_Region6Liaoning,3000,FALSE,3000,19001.15963,1,100
TransmissionLink,Line145ExistingDC_Region29Qinghai_to_Region26Tibet,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region29Qinghai,0.137,elec_Region26Tibet,600,FALSE,600,52582.65071,1,100
TransmissionLink,Line146ExistingDC_Region23Sichuan_to_Region10Jiangsu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region23Sichuan,0.07,elec_Region10Jiangsu,7200,FALSE,7200,26496.51099,1,100
TransmissionLink,Line147ExistingDC_Region23Sichuan_to_Region9Shanghai,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region23Sichuan,0.07,elec_Region9Shanghai,6400,FALSE,6400,26796.72478,1,100
TransmissionLink,Line148ExistingDC_Region23Sichuan_to_Region11Zhejiang,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region23Sichuan,0.065,elec_Region11Zhejiang,7500,FALSE,7500,23270.51773,1,100
TransmissionLink,Line149ExistingDC_Region27Shaanxi_to_Region16Henan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region27Shaanxi,0.01,elec_Region16Henan,390,FALSE,390,4961.726222,1,100
TransmissionLink,Line150ExistingDC_Region23Sichuan_to_Region27Shaanxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region23Sichuan,0.03,elec_Region27Shaanxi,3000,FALSE,3000,16068.07283,1,100
TransmissionLink,Line151ExistingDC_Region3Hebei_to_Region6Liaoning,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region3Hebei,0.017,elec_Region6Liaoning,300,FALSE,300,4961.726222,1,100
TransmissionLink,Line152ExistingDC_Region31Xinjiang_to_Region16Henan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region31Xinjiang,0.072,elec_Region16Henan,8000,FALSE,8000,25654.91991,1,100
TransmissionLink,Line153ExistingDC_Region30Ningxia_to_Region15Shandong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region30Ningxia,0.07,elec_Region15Shandong,4000,FALSE,4000,28477.42582,1,100
TransmissionLink,Line154ExistingDC_Region30Ningxia_to_Region11Zhejiang,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region30Ningxia,0.065,elec_Region11Zhejiang,8000,FALSE,8000,22844.3233,1,100
TransmissionLink,Line155ExistingDC_Region28Gansu_to_Region18Hunan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region28Gansu,0.065,elec_Region18Hunan,8000,FALSE,8000,26792.25879,1,100
TransmissionLink,Line156ExistingDC_Region25Yunnan_to_Region19Guangdong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region25Yunnan,0.065,elec_Region19Guangdong,6400,FALSE,6400,16479.0677,1,100
TransmissionLink,Line157ExistingDC_Region5Innermongolia_to_Region15Shandong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.065,elec_Region15Shandong,10000,FALSE,10000,18461.69808,1,100
TransmissionLink,Line158ExistingDC_Region5Innermongolia_to_Region15Shandong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.07,elec_Region15Shandong,10000,FALSE,10000,18480.75297,1,100
TransmissionLink,Line159ExistingDC_Region5Innermongolia_to_Region10Jiangsu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.07,elec_Region10Jiangsu,10000,FALSE,10000,20357.65986,1,100
TransmissionLink,Line160ExistingDC_Region4Shanxi_to_Region10Jiangsu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region4Shanxi,0.07,elec_Region10Jiangsu,8000,FALSE,8000,19265.57635,1,100
TransmissionLink,Line161ExistingDC_Region31Xinjiang_to_Region12Anhui,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region31Xinjiang,0.07,elec_Region12Anhui,12000,FALSE,12000,36586.89911,1,100
TransmissionLink,Line162ExistingDC_Region22Chongqing_to_Region17Hubei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region22Chongqing,0.007,elec_Region17Hubei,2600,FALSE,2600,11880.18955,1,100
TransmissionLink,Line163ExistingDC_Region25Yunnan_to_Region19Guangdong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region25Yunnan,0.0657,elec_Region19Guangdong,5000,FALSE,5000,27284.11319,1,100
TransmissionLink,Line164ExistingDC_Region25Yunnan_to_Region19Guangdong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region25Yunnan,0.0657,elec_Region19Guangdong,5000,FALSE,5000,31266.58568,1,100
TransmissionLink,Line165ExistingDC_Region24Guizhou_to_Region19Guangdong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region24Guizhou,0.0563,elec_Region19Guangdong,1800,FALSE,1800,24428.15445,1,100
TransmissionLink,Line166ExistingDC_Region24Guizhou_to_Region19Guangdong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region24Guizhou,0.0705,elec_Region19Guangdong,6000,FALSE,6000,15864.1684,1,100
TransmissionLink,Line167ExistingDC_Region25Yunnan_to_Region19Guangdong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region25Yunnan,0.0657,elec_Region19Guangdong,5000,FALSE,5000,25683.50225,1,100
TransmissionLink,Line168ExistingDC_Region25Yunnan_to_Region20Guangxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region25Yunnan,0.065,elec_Region20Guangxi,3200,FALSE,3200,20004.50667,1,100
TransmissionLink,Line169ExistingDC_Region29Qinghai_to_Region16Henan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region29Qinghai,0.065,elec_Region16Henan,8000,FALSE,8000,22052.35434,1,100
TransmissionLink,Line170ExistingDC_Region25Yunnan_to_Region24Guizhou,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region25Yunnan,0.01,elec_Region24Guizhou,3000,FALSE,3000,4961.726222,1,100
TransmissionLink,Line171ExistingDC_Region3Hebei_to_Region1Beijing,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region3Hebei,0.06,elec_Region1Beijing,3000,FALSE,3000,13934.9188,1,100
TransmissionLink,Line172CandidateDC_Region25Yunnan_to_Region19Guangdong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region25Yunnan,0.065,elec_Region19Guangdong,16000,TRUE,0,21248.47607,1,100
TransmissionLink,Line173CandidateDC_Region31Xinjiang_to_Region23Sichuan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region31Xinjiang,0.065,elec_Region23Sichuan,24000,TRUE,0,30686.60725,1,100
TransmissionLink,Line174CandidateDC_Region23Sichuan_to_Region11Zhejiang,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region23Sichuan,0.065,elec_Region11Zhejiang,16000,TRUE,0,25660.87456,1,100
TransmissionLink,Line175CandidateDC_Region23Sichuan_to_Region10Jiangsu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region23Sichuan,0.065,elec_Region10Jiangsu,16000,TRUE,0,25535.82683,1,100
TransmissionLink,Line176CandidateDC_Region27Shaanxi_to_Region17Hubei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region27Shaanxi,0.065,elec_Region17Hubei,16000,TRUE,0,19372.76012,1,100
TransmissionLink,Line177CandidateDC_Region23Sichuan_to_Region14Jiangxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region23Sichuan,0.065,elec_Region14Jiangxi,16000,TRUE,0,22790.73142,1,100
TransmissionLink,Line178CandidateDC_Region31Xinjiang_to_Region16Henan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region31Xinjiang,0.065,elec_Region16Henan,16000,TRUE,0,27111.08768,1,100
TransmissionLink,Line179CandidateDC_Region31Xinjiang_to_Region12Anhui,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region31Xinjiang,0.065,elec_Region12Anhui,16000,TRUE,0,29844.49874,1,100
TransmissionLink,Line180CandidateDC_Region31Xinjiang_to_Region22Chongqing,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region31Xinjiang,0.065,elec_Region22Chongqing,16000,TRUE,0,25702.55714,1,100
TransmissionLink,Line181CandidateDC_Region31Xinjiang_to_Region17Hubei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region31Xinjiang,0.065,elec_Region17Hubei,16000,TRUE,0,29058.14532,1,100
TransmissionLink,Line182CandidateDC_Region31Xinjiang_to_Region14Jiangxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region31Xinjiang,0.065,elec_Region14Jiangxi,16000,TRUE,0,30541.36302,1,100
TransmissionLink,Line183CandidateDC_Region31Xinjiang_to_Region18Hunan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region31Xinjiang,0.065,elec_Region18Hunan,16000,TRUE,0,29518.90429,1,100
TransmissionLink,Line184CandidateDC_Region30Ningxia_to_Region15Shandong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region30Ningxia,0.065,elec_Region15Shandong,16000,TRUE,0,18358.11145,1,100
TransmissionLink,Line185CandidateDC_Region30Ningxia_to_Region11Zhejiang,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region30Ningxia,0.065,elec_Region11Zhejiang,16000,TRUE,0,21935.30332,1,100
TransmissionLink,Line186CandidateDC_Region30Ningxia_to_Region13Fujian,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region30Ningxia,0.065,elec_Region13Fujian,16000,TRUE,0,23556.28211,1,100
TransmissionLink,Line187CandidateDC_Region28Gansu_to_Region18Hunan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region28Gansu,0.065,elec_Region18Hunan,16000,TRUE,0,19932.0754,1,100
TransmissionLink,Line188CandidateDC_Region28Gansu_to_Region17Hubei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region28Gansu,0.065,elec_Region17Hubei,16000,TRUE,0,19495.93548,1,100
TransmissionLink,Line189CandidateDC_Region29Qinghai_to_Region16Henan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region29Qinghai,0.065,elec_Region16Henan,16000,TRUE,0,19114.9532,1,100
TransmissionLink,Line190CandidateDC_Region29Qinghai_to_Region13Fujian,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region29Qinghai,0.065,elec_Region13Fujian,16000,TRUE,0,24686.03967,1,100
TransmissionLink,Line191CandidateDC_Region29Qinghai_to_Region14Jiangxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region29Qinghai,0.065,elec_Region14Jiangxi,16000,TRUE,0,22046.02306,1,100
TransmissionLink,Line192CandidateDC_Region25Yunnan_to_Region19Guangdong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region25Yunnan,0.065,elec_Region19Guangdong,16000,TRUE,0,19067.67701,1,100
TransmissionLink,Line193CandidateDC_Region24Guizhou_to_Region19Guangdong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region24Guizhou,0.065,elec_Region19Guangdong,16000,TRUE,0,17122.22096,1,100
TransmissionLink,Line194CandidateDC_Region23Sichuan_to_Region13Fujian,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region23Sichuan,0.065,elec_Region13Fujian,16000,TRUE,0,21976.7077,1,100
TransmissionLink,Line195CandidateDC_Region23Sichuan_to_Region11Zhejiang,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region23Sichuan,0.065,elec_Region11Zhejiang,16000,TRUE,0,21804.03761,1,100
TransmissionLink,Line196CandidateDC_Region5Innermongolia_to_Region22Chongqing,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.065,elec_Region22Chongqing,16000,TRUE,0,20531.36811,1,100
TransmissionLink,Line197CandidateDC_Region5Innermongolia_to_Region10Jiangsu,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.065,elec_Region10Jiangsu,16000,TRUE,0,19540.86656,1,100
TransmissionLink,Line198CandidateDC_Region5Innermongolia_to_Region12Anhui,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.065,elec_Region12Anhui,16000,TRUE,0,19245.40213,1,100
TransmissionLink,Line199CandidateDC_Region5Innermongolia_to_Region14Jiangxi,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.065,elec_Region14Jiangxi,16000,TRUE,0,20962.01333,1,100
TransmissionLink,Line200CandidateDC_Region5Innermongolia_to_Region18Hunan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region5Innermongolia,0.065,elec_Region18Hunan,16000,TRUE,0,20983.85486,1,100
TransmissionLink,Line201CandidateDC_Region28Gansu_to_Region15Shandong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region28Gansu,0.065,elec_Region15Shandong,16000,TRUE,0,17520.86278,1,100
TransmissionLink,Line202CandidateDC_Region8Heilongjiang_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region8Heilongjiang,0.065,elec_Region3Hebei,16000,TRUE,0,20460.38218,1,100
TransmissionLink,Line203CandidateDC_Region6Liaoning_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region6Liaoning,0.065,elec_Region3Hebei,16000,TRUE,0,17761.82695,1,100
TransmissionLink,Line204CandidateDC_Region26Tibet_to_Region16Henan,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region26Tibet,0.065,elec_Region16Henan,16000,TRUE,0,23320.69561,1,100
TransmissionLink,Line205CandidateDC_Region26Tibet_to_Region3Hebei,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region26Tibet,0.065,elec_Region3Hebei,16000,TRUE,0,24391.34236,1,100
TransmissionLink,Line206CandidateDC_Region26Tibet_to_Region19Guangdong,FALSE,TRUE,Electricity,0.062,100,100,FALSE,TRUE,TRUE,elec_Region26Tibet,0.065,elec_Region19Guangdong,16000,TRUE,0,23692.26601,1,100
