Time_Index,Demand_MW_Region1Beijing,Demand_MW_Region2Tianjin,Demand_MW_Region3Hebei,Demand_MW_Region4Shanxi,Demand_MW_Region5Innermongolia,Demand_MW_Region6Liaoning,Demand_MW_Region7Jilin,Demand_MW_Region8Heilongjiang,Demand_MW_Region9Shanghai,Demand_MW_Region10Jiangsu,Demand_MW_Region11Zhejiang,Demand_MW_Region12Anhui,Demand_MW_Region13Fujian,Demand_MW_Region14Jiangxi,Demand_MW_Region15Shandong,Demand_MW_Region16Henan,Demand_MW_Region17Hubei,Demand_MW_Region18Hunan,Demand_MW_Region19Guangdong,Demand_MW_Region20Guangxi,Demand_MW_Region21Hainan,Demand_MW_Region22Chongqing,Demand_MW_Region23Sichuan,Demand_MW_Region24Guizhou,Demand_MW_Region25Yunnan,Demand_MW_Region26Tibet,Demand_MW_Region27Shaanxi,Demand_MW_Region28Gansu,Demand_MW_Region29Qinghai,Demand_MW_Region30Ningxia,Demand_MW_Region31Xinjiang
1,22486.21106,17739.84658,78965.8391,50611.60174,69795.54385,44950.38279,15488.19635,18069.17705,28537.65135,149589.5217,119453.4305,58322.55399,40220.98974,28783.05836,131477.2082,52131.00823,44148.32725,36805.8558,128209.5843,35736.58433,6629.320178,22895.48633,62617.39156,27492.31421,32020.98607,2306.212773,39904.82049,26274.67839,15826.6177,21960.72515,59176.65834
2,21335.85547,16977.90301,77133.92861,49574.45712,69123.05107,43343.79964,15007.92029,17175.97429,27788.89666,148343.0375,112095.43,57735.38558,37129.11459,26927.88172,127922.514,51554.17189,40187.86168,32035.57098,119665.6691,33142.91924,5805.109054,21177.93876,59410.85888,25712.90446,30212.60906,2131.871862,38485.84801,24900.81988,15628.44389,22417.72861,58513.54177
3,20878.91947,16756.85856,73582.18341,48031.11414,68991.61054,42988.24217,14417.28845,16842.7829,26028.87039,141452.8331,106598.698,56587.2296,35796.3582,26654.12115,125538.5004,52095.83589,38284.25725,31355.68981,110528.8137,29860.01965,5173.336473,20008.67133,57281.90387,25147.77639,29321.80392,2043.887144,37219.53741,24808.12772,15316.96578,22257.63308,57578.50243
4,20714.96981,16570.22478,71275.73954,48060.33356,68958.83845,43105.83436,14553.74652,16520.54199,24868.69823,137113.5792,102218.4883,55641.09328,34121.4303,26393.36585,123515.53,51183.2001,36449.7328,29733.23462,100967.9495,27944.64701,4656.896038,19175.45762,55107.83275,24294.87584,28601.9664,1958.39518,37232.46744,24723.92767,15377.57967,22417.68739,57310.09165
5,20249.28575,16352.90126,70100.00159,47773.27277,69674.67923,43099.6918,14680.98079,16825.51377,24847.0224,135318.224,98555.08982,55636.7002,33663.36855,27718.11315,120687.3467,50892.04516,36263.63359,29153.88096,96217.60609,26990.64831,4290.065682,18584.34362,54041.00524,24303.15005,28097.494,1876.24616,36601.58467,24401.22083,15340.16196,22570.09268,57307.0926
6,20691.97236,16459.2986,70017.22517,47773.40917,70598.30101,43724.42861,15087.55444,18046.71682,26367.22959,135162.4298,96084.30729,55638.18071,33515.06124,30552.88363,123980.9659,50576.52207,37173.50265,27314.31479,90364.95881,26193.81709,4085.156531,17975.79581,54013.29723,25148.89792,29148.47727,1861.807108,37249.43194,25223.10796,15871.40086,22798.77569,57119.9103
7,21634.9484,16782.69819,72722.09296,47873.64031,71997.08624,45217.98687,16765.01296,21842.39362,28788.70968,137560.7203,98552.7947,58279.11023,35037.4673,33035.32628,130348.5914,52741.86912,37096.36906,29125.31772,86742.34622,28081.65272,4345.275994,19650.87608,57707.89609,30477.98312,31988.18546,1876.937371,39852.21658,26529.84639,16210.14644,22874.84414,57274.47059
8,22759.42424,17769.74608,86597.74016,48986.09411,73126.371,44573.14294,17642.95409,22963.63793,29797.51502,131031.8593,91420.08444,63148.70791,38942.52912,34764.46172,133594.2772,54948.56175,42130.80597,40667.66082,82510.3864,32102.06676,4726.970358,21661.14972,58338.317,35144.12356,36578.61366,2061.956308,44081.82203,27536.93305,16504.40712,22448.29523,57204.71538
9,24108.05596,18209.36873,84200.02405,50612.59433,72859.4468,43174.55675,18006.30601,22248.36313,31573.37186,106306.9402,86266.60032,59533.36349,43114.98915,37553.26558,133834.1473,66210.49692,45509.41502,39116.74906,78482.74759,33920.08829,5100.07083,23376.31354,63320.23893,40566.25601,41169.88827,2305.572872,45281.92258,27310.73811,15622.94113,21816.81451,57657.58095
10,25116.51308,18917.96029,84889.18196,53449.91208,73497.384,44255.9144,18045.25963,22321.56831,34828.39756,105053.0124,90003.97773,55604.72424,46324.34199,39963.11581,133834.1473,68900.84867,47244.11034,39754.22443,82698.96152,37183.73638,6058.342018,25212.53868,70008.89145,42234.98911,43914.17436,2565.735494,46097.86312,27884.12171,14913.59988,21148.99268,57768.97754
