Time_Index,Demand_MW_Region1Beijing,Demand_MW_Region2Tianjin,Demand_MW_Region3Hebei,Demand_MW_Region4Shanxi,Demand_MW_Region5Innermongolia,Demand_MW_Region6Liaoning,Demand_MW_Region7Jilin,Demand_MW_Region8Heilongjiang,Demand_MW_Region9Shanghai,Demand_MW_Region10Jiangsu,Demand_MW_Region11Zhejiang,Demand_MW_Region12Anhui,Demand_MW_Region13Fujian,Demand_MW_Region14Jiangxi,Demand_MW_Region15Shandong,Demand_MW_Region16Henan,Demand_MW_Region17Hubei,Demand_MW_Region18Hunan,Demand_MW_Region19Guangdong,Demand_MW_Region20Guangxi,Demand_MW_Region21Hainan,Demand_MW_Region22Chongqing,Demand_MW_Region23Sichuan,Demand_MW_Region24Guizhou,Demand_MW_Region25Yunnan,Demand_MW_Region26Tibet,Demand_MW_Region27Shaanxi,Demand_MW_Region28Gansu,Demand_MW_Region29Qinghai,Demand_MW_Region30Ningxia,Demand_MW_Region31Xinjiang
1,19130.192002417858,13506.888646542448,59866.57645888917,41713.71174428053,58667.28882994529,40125.2785353149,12784.625414409471,15918.283855209049,26267.827276039636,120404.76336912227,83011.80763890003,42186.769683173196,38112.50411644016,26948.000114072234,116527.45579713961,49668.94565036796,34888.739818658294,33625.34475480133,109619.77466765334,40552.661048366484,6279.978044752377,22101.949183572076,59315.07542610025,30832.58451004707,33312.28553486834,2154.6543576081294,45665.276105365345,31232.66027172895,18365.910960355955,26983.58698469219,69921.64528764812
2,17151.37261940799,13513.416603075002,53201.32853873205,40567.53161087439,57914.743009561884,39650.311949272786,12595.411210228338,15997.878484639114,24594.91284196789,119508.66913542447,78894.79205857262,39658.11143621669,36015.493512144065,26512.4419941673,115774.35389943297,50118.46569338359,33419.04928667383,33020.03244380969,105234.22329575167,39833.27067674852,5997.736895114999,21543.209963880156,58172.48754036238,30061.1148766644,32642.34873423351,2117.868208986477,45214.2804405629,31073.101813569076,18320.36268301331,26949.332517752802,69697.54345090472
3,17047.59234462976,13205.287374009797,53504.038093052535,41559.56861791437,57638.505016672156,39654.65582075263,12544.488186515542,15836.317194350153,21914.93546873673,116306.90969345008,76217.30622047848,38788.45861596487,34696.14972174849,26138.61216028228,114964.26953359324,48772.86181530409,31956.413812110968,32765.229732400938,100884.37323855655,39311.32229039788,5800.452279309511,21461.857118591477,57186.669663457105,29514.418300353384,31627.33192726088,2091.195390713545,44885.19504562767,31040.084426334546,18239.054390975685,26917.078005893807,69247.31781039978
4,17617.134873520587,13180.84308172968,58279.074729107684,41545.799049416375,57836.784686432555,39859.36465566389,12521.69809302537,15815.33354893236,21124.00658784746,114058.90959730785,74723.97163749741,38272.74761957516,34154.746585272056,25629.060692848136,113750.23225679337,47880.75064916362,29921.05824432497,32586.408098373333,98723.12328732098,39083.68297291458,5780.536072058336,21408.500468921906,56709.9831487803,29136.881297334334,30943.612672512038,2073.860950934083,44670.37132467153,31005.725069177206,18298.535016086727,26866.82197534948,68598.7251280331
5,18106.614000614205,13103.690274999788,59332.99084791412,41554.155403489014,58944.85185899126,40487.75319366518,12708.030978025665,16098.336882981663,21063.31887949487,113062.1326432567,74634.16349648045,38515.174670839755,34087.77863624849,25566.89044809352,116366.73254822628,47880.75064916362,32248.364727721117,32694.825708563432,96571.15018254191,38980.924242743655,5875.81816852742,22364.89304908123,57304.67955111868,29250.186140103728,31286.194476609155,2075.784247196234,44694.243933307,31181.52805704297,18296.41879216479,26891.113052376575,69247.31781039978
6,18977.23296109794,13981.741520035572,62251.46724909778,42166.875489853526,62142.02827190027,42422.77201882085,13026.665450463717,16844.13553812279,21202.942577986443,113457.03289920921,76697.07879809853,40281.79786462949,35377.54384896859,26745.619289160917,119306.3267985698,48326.30729638191,34888.739818658294,33136.9440452641,98723.12328732098,39640.43195255865,6126.146784403717,24320.1152612963,60159.8967024488,29099.104638339915,31967.05253779328,2136.7823600204424,45446.577512493284,31514.729085998722,18405.26567326834,27007.857426588555,69472.76970343638
7,20624.039478492174,15206.194642049635,66314.14470789838,43295.580400790466,65896.68382768532,42530.3044271706,13789.151484984151,18199.65776531382,22813.127086419925,119947.26208399895,84165.60899312109,44463.664351770916,38963.446389146295,30230.02259707153,124720.30041386028,51472.88379340261,37254.34308960939,33472.10303220466,105234.22329575167,41457.18422643658,6448.383084233524,26053.97010010376,62035.87082875269,29665.31709760506,32642.34873423351,2282.405200051594,47206.73725675314,32061.29547776264,18767.091873757407,27228.028159408892,70367.85769328747
8,22869.830329580553,17000.50381521521,69555.89970840079,43557.336553717156,65426.12499232608,42948.45324863651,14294.26304347982,18723.2241670029,26577.7210428885,129606.5725079964,98294.57952079686,48922.858299199776,43041.83714564595,34227.46231237252,125587.01843716021,56049.75395580617,41433.60819667133,35731.16569843291,136637.07203273842,43193.8280421157,7028.0461348681765,29455.02865104639,58867.54490841703,32014.81536897746,34307.5536191654,2365.8051269362436,48193.37782458983,32219.924274026773,18720.835804530754,26712.392846285253,70811.4549270338
9,24897.824029416133,19450.100115972895,74058.1674428078,43651.328181279176,66225.6055311664,44004.784227215176,14329.044053750784,18670.1829499102,31443.500631394105,135375.21466404793,109388.32030982827,50743.69206224831,46222.38116314623,38940.31209271273,126888.62464963779,58840.51517724467,45659.68215738426,38200.27696586452,169538.9549121942,44440.9942170862,7611.8513158369315,30879.738615156828,62665.87008686919,33193.318959699114,38499.39116151158,2577.923447688906,50638.48372528468,32825.47477752134,18801.23247706134,27081.040031536766,71228.73286955302
10,26337.135622311256,20413.091304339974,75836.29611927355,45016.31637694219,68008.26237420899,44986.978690871045,14526.401164800747,18832.329489425352,36958.281101268694,141542.9677762632,115971.0717292579,51296.85669967155,48248.16799048982,40675.13145726961,126685.16566636074,64040.66198477686,47179.66960988573,38934.20030391853,181616.0214016551,44811.65544418459,8016.6201891929395,32445.612784969057,64568.17216017471,36985.625115441995,39441.46731274311,2630.8646083330655,51235.282836700266,32983.98677621992,18728.646959203266,27140.380217460945,71909.3089163474
