Province,Region,Period,Year,WeightSource,ScrapMid_Mton_per_year,Weight_ScrapShareInput,WeightShare,MaxSupply_ton_per_h,ImpliedTotal_288h_tons
Ningxia,Region30Ningxia,6,2050,aluminum_scrap_share_weights.csv,36.49604329006597,0.197772756,0.008305663823216946,34.603181101011465,9965.716157091301
Qinghai,Region29Qinghai,6,2050,aluminum_scrap_share_weights.csv,36.49604329006597,0.122457143,0.005142709658703468,21.425634056196593,6170.582608184619
Shaanxi,Region27Shaanxi,6,2050,aluminum_scrap_share_weights.csv,36.49604329006597,0.680239034,0.028567315590393258,119.01757836392338,34277.06256880993
Shandong,Region15Shandong,6,2050,aluminum_scrap_share_weights.csv,36.49604329006597,1.595272753,0.06699506777746377,279.11585545972844,80385.3663724018
Shanxi,Region4Shanxi,6,2050,aluminum_scrap_share_weights.csv,36.49604329006597,0.561042515,0.023561539083381895,98.16243725658526,28270.781929896555
Sichuan,Region23Sichuan,6,2050,aluminum_scrap_share_weights.csv,36.49604329006597,1.450296251,0.06090663521358757,253.75013646202606,73080.0393010635
Tibet,Region26Tibet,6,2050,aluminum_scrap_share_weights.csv,36.49604329006597,0.0,0.0,0.0,0.0
Xinjiang,Region31Xinjiang,6,2050,aluminum_scrap_share_weights.csv,36.49604329006597,0.402716599,0.0169124845857094,70.46104675600726,20292.78146573009
Yunnan,Region25Yunnan,6,2050,aluminum_scrap_share_weights.csv,36.49604329006597,1.311815695,0.05509100637041077,229.52097641413374,66102.04120727052
Zhejiang,Region11Zhejiang,6,2050,aluminum_scrap_share_weights.csv,36.49604329006597,1.32423125,0.05561240996559888,231.69325588691697,66727.65769543209
TOTAL,,6,2050,aluminum_scrap_share_weights.csv,36.49604329006597,23.811794001,1.0,4166.214987450453,1199869.9163857303
Beijing,Region1Beijing,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.02864176,0.0012028392316344228,5.200434341565074,1497.725090370741
Tianjin,Region2Tianjin,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.055062619,0.0023124095142805115,9.99762356727078,2879.3155873739847
Anhui,Region12Anhui,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,1.417408174,0.059525467671208414,257.3563267091353,74118.62209223097
Shanghai,Region9Shanghai,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.039821138,0.001672328342766936,7.230254480709354,2082.3132904442937
Chongqing,Region22Chongqing,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.651578201,0.02736367536913163,118.30591600151632,34072.1038084367
Fujian,Region13Fujian,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.970585629,0.04076070996411439,176.22753757035665,50753.53082026271
Gansu,Region28Gansu,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.471244322,0.01979037455053616,85.56300853705743,24642.146458672538
Guangdong,Region19Guangdong,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,1.714234545,0.07199098669037743,311.2505724967732,89640.16487907068
Guangxi,Region20Guangxi,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,1.2117178,0.05088729559600225,220.00948473158354,63362.73160269606
Guizhou,Region24Guizhou,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,1.08119526,0.04540587155905155,196.31073509593614,56537.49170762961
Hainan,Region21Hainan,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.183679462,0.007713801908091687,33.35035912684825,9604.903428532296
Hebei,Region3Hebei,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,1.184679495,0.04975179505375564,215.10018691400143,61948.85383123241
Heilongjiang,Region8Heilongjiang,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.24072257,0.01010938403002691,43.70757662300789,12587.782067426271
Henan,Region16Henan,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,1.175605239,0.0493707126372179,213.4525900998897,61474.345948768234
Hubei,Region17Hubei,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.98158572,0.04122266973915436,178.22480488202817,51328.74380602411
Hunan,Region18Hunan,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,1.103137521,0.04632735865906083,200.29475310446577,57684.88889408614
InnerMongolia,Region5Innermongolia,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.360645336,0.015145660002973918,65.48174380553691,18858.74221599463
Jiangsu,Region10Jiangsu,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,1.525384735,0.06406005086957917,276.9614423133613,79764.89538624806
Jiangxi,Region14Jiangxi,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,1.001981322,0.042079203354351245,181.927998717103,52395.26363052567
Jilin,Region7Jilin,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.223045524,0.009367018881090311,40.49798625300878,11663.42004086653
Liaoning,Region6Liaoning,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.543993633,0.022845554307128414,98.77197388170097,28446.32847792988
Ningxia,Region30Ningxia,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.197772756,0.008305663823216946,35.909253905080206,10341.8651246631
Qinghai,Region29Qinghai,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.122457143,0.005142709658703468,22.234329588235678,6403.486921411875
Shaanxi,Region27Shaanxi,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.680239034,0.028567315590393258,123.5098133943812,35570.826257581786
Shandong,Region15Shandong,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,1.595272753,0.06699506777746377,289.65088768512334,83419.45565331553
Shanxi,Region4Shanxi,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.561042515,0.023561539083381895,101.8675096112822,29337.842768049275
Sichuan,Region23Sichuan,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,1.450296251,0.06090663521358757,263.3277574123755,75838.39413476414
Tibet,Region26Tibet,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.0,0.0,0.0,0.0
Xinjiang,Region31Xinjiang,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,0.402716599,0.0169124845857094,73.12054955274715,21058.71827119118
Yunnan,Region25Yunnan,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,1.311815695,0.05509100637041077,238.1840847099499,68597.01639646557
Zhejiang,Region11Zhejiang,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,1.32423125,0.05561240996559888,240.4383553480528,69246.2463402392
TOTAL,,7,2055,aluminum_scrap_share_weights.csv,37.87356085003033,23.811794001,1.0,4323.465850460084,1245158.164932504
