PROVINCE,YEAR,VALUE
全国,2025,56.000000000000000
全国,2030,48.732272920908954
全国,2035,50.284442422537836
全国,2040,52.10399075408873
全国,2045,48.8058199296163
全国,2050,46.42497281247315
全国,2055,45.929696008672416
全国,2060,42.24370891163905
