Time_Index,Demand_Tonnes_Region1Beijing,Demand_Tonnes_Region2Tianjin,Demand_Tonnes_Region3Hebei,Demand_Tonnes_Region4Shanxi,Demand_Tonnes_Region5Innermongolia,Demand_Tonnes_Region6Liaoning,Demand_Tonnes_Region7Jilin,Demand_Tonnes_Region8Heilongjiang,Demand_Tonnes_Region9Shanghai,Demand_Tonnes_Region10Jiangsu,Demand_Tonnes_Region11Zhejiang,Demand_Tonnes_Region12Anhui,Demand_Tonnes_Region13Fujian,Demand_Tonnes_Region14Jiangxi,Demand_Tonnes_Region15Shandong,Demand_Tonnes_Region16Henan,Demand_Tonnes_Region17Hubei,Demand_Tonnes_Region18Hunan,Demand_Tonnes_Region19Guangdong,Demand_Tonnes_Region20Guangxi,Demand_Tonnes_Region21Hainan,Demand_Tonnes_Region22Chongqing,Demand_Tonnes_Region23Sichuan,Demand_Tonnes_Region24Guizhou,Demand_Tonnes_Region25Yunnan,Demand_Tonnes_Region26Tibet,Demand_Tonnes_Region27Shaanxi,Demand_Tonnes_Region28Gansu,Demand_Tonnes_Region29Qinghai,Demand_Tonnes_Region30Ningxia,Demand_Tonnes_Region31Xinjiang
70,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
71,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
72,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
73,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
74,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
75,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
76,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
77,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
78,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
79,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
80,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
81,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
82,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
83,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
84,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
85,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
86,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
87,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
88,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
89,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
90,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
91,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
92,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
93,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
94,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
95,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
96,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
97,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
98,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
99,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
100,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
101,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
102,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
103,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
104,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
105,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
106,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
107,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
108,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
109,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
110,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
111,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
112,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
113,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
114,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
115,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
116,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
117,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
118,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
119,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
120,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
121,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
122,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
123,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
124,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
125,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
126,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
127,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
128,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
129,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
130,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
131,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
132,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
133,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
134,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
135,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
136,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
137,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
138,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
139,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
140,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
141,15247.34018,228.2648402,6253.207763,8167.16895,4769.531963,16268.92694,11415.5137,6782.442922,1764.189498,11564.60046,2225.502283,10982.81963,11191.03881,9399.760274,4330,16402.7968,9615.125571,2332.237443,4373.789954,1907.865297,1360.924658,6625.490868,14805.53653,504.1666667,5327.648402,14131.74658,552.4771689,5487.93379,1366.015982,10611.66667,14529.52055
