time_index,BR_AC_Wind_Onshore_Class1,BR_AC_Wind_Onshore_Class3,BR_AL_Wind_Onshore_Class1,BR_AM_Wind_Onshore_Class3,BR_AP_Wind_Onshore_Class1,BR_AP_Wind_Onshore_Class3,BR_BA_Wind_Onshore_Class0,BR_BA_Wind_Onshore_Class1,BR_BA_Wind_Onshore_Class3,BR_CE_Wind_Onshore_Class0,BR_CE_Wind_Onshore_Class1,BR_CE_Wind_Onshore_Class3,BR_ES_Wind_Onshore_Class1,BR_GO_Wind_Onshore_Class0,BR_GO_Wind_Onshore_Class1,BR_GO_Wind_Onshore_Class2,BR_GO_Wind_Onshore_Class3,BR_MA_Wind_Onshore_Class0,BR_MA_Wind_Onshore_Class1,BR_MA_Wind_Onshore_Class3,BR_MG_Wind_Onshore_Class0,BR_MG_Wind_Onshore_Class1,BR_MG_Wind_Onshore_Class3,BR_MS_Wind_Onshore_Class0,BR_MS_Wind_Onshore_Class1,BR_MS_Wind_Onshore_Class2,BR_MS_Wind_Onshore_Class3,BR_MT_Wind_Onshore_Class0,BR_MT_Wind_Onshore_Class1,BR_MT_Wind_Onshore_Class2,BR_MT_Wind_Onshore_Class3,BR_PA_Wind_Onshore_Class0,BR_PA_Wind_Onshore_Class1,BR_PA_Wind_Onshore_Class2,BR_PA_Wind_Onshore_Class3,BR_PB_Wind_Onshore_Class0,BR_PB_Wind_Onshore_Class1,BR_PB_Wind_Onshore_Class3,BR_PE_Wind_Onshore_Class0,BR_PE_Wind_Onshore_Class1,BR_PI_Wind_Onshore_Class0,BR_PI_Wind_Onshore_Class1,BR_PI_Wind_Onshore_Class3,BR_PR_Wind_Onshore_Class0,BR_PR_Wind_Onshore_Class1,BR_PR_Wind_Onshore_Class3,BR_RJ_Wind_Onshore_Class0,BR_RJ_Wind_Onshore_Class1,BR_RN_Wind_Onshore_Class0,BR_RN_Wind_Onshore_Class1,BR_RO_Wind_Onshore_Class0,BR_RO_Wind_Onshore_Class2,BR_RO_Wind_Onshore_Class3,BR_RR_Wind_Onshore_Class2,BR_RS_Wind_Onshore_Class0,BR_RS_Wind_Onshore_Class1,BR_SC_Wind_Onshore_Class1,BR_SE_Wind_Onshore_Class1,BR_SP_Wind_Onshore_Class0,BR_SP_Wind_Onshore_Class1,BR_TO_Wind_Onshore_Class0,BR_TO_Wind_Onshore_Class1,BR_TO_Wind_Onshore_Class2,BR_TO_Wind_Onshore_Class3
771,0.07086087,0.115007246,0.347389855,0,0.124718841,0.191884058,0.199258809,0.336961792,0.057602415,0.392403865,0.308250242,0.30235942,0.045321739,0.02151723,0.012305827,0.002299517,0.015126812,0.008298913,0.088949504,0.040161807,0.056028394,0.02734628,0.027164912,0.257469772,0.211279017,0.260458696,0.169513043,0.109499443,0.198751866,0.02605589,0.057413488,0.040343478,0.104401656,0.00706027,0.021829308,0.520597101,0.548097585,0.57395942,0.540386335,0.290878261,0.014648681,0.129423857,0.081105507,0.200934124,0.069736232,0.008115942,0,0.020092754,0.179710145,0.621307729,0.202402319,0.152477295,0.113575412,0.307410352,0.067708213,0.156118261,0.098594203,0.321258937,0.053114353,0.03471509,0.000922266,0.007494106,0.000391304,0.019605217
772,0.080881159,0.115098551,0.255849275,0.019710145,0.089744928,0.127257971,0.20494821,0.274315679,0.043368116,0.357123994,0.255240097,0.320262802,0.041113043,0.024484702,0.007335581,0,0.010689493,0.005036957,0.084735011,0.037671441,0.06067483,0.020856039,0.025112433,0.24854058,0.220663768,0.291689855,0.156489855,0.110810925,0.209386561,0.022766109,0.05917658,0.036475362,0.087593375,0.005082259,0.017289694,0.355231884,0.510757971,0.259344928,0.496468323,0.234905072,0.024245262,0.124547603,0.056662609,0.210609486,0.099879089,0.02697971,0,0,0.153495652,0.564225121,0.16715942,0.148417391,0.117071064,0.311444306,0.091152218,0.15574029,0.095324638,0.243285024,0.068701449,0.0172815,0.00415336,0.022069565,0.001959834,0.006793623
773,0.096057971,0.080434783,0.191262319,0,0.063950725,0.098162319,0.206733857,0.239415283,0.036304831,0.296472142,0.219632367,0.22417971,0.047043478,0.032454106,0.006201124,0.011683092,0.007974638,0.001719565,0.081711365,0.030272293,0.061659272,0.012118261,0.024655378,0.23762029,0.213579836,0.274634058,0.157031884,0.109519509,0.198511023,0.025620959,0.052903498,0.014502899,0.076575569,0.006194903,0.015585668,0.228868116,0.494565217,0.128950725,0.481625673,0.235386957,0.039353698,0.134841026,0.034396522,0.186130435,0.102464182,0.025449275,0,0,0.144185507,0.516106763,0.124577391,0.153942029,0.097861069,0.298837267,0.120269302,0.160136812,0.060194203,0.191730435,0.07621468,0.012072975,0.003748617,0.022944928,0.003893168,0
774,0.093602899,0.054524638,0.155156522,0.005681159,0.046356522,0.079733333,0.197936581,0.204074308,0.028900966,0.209227697,0.193792512,0.158687923,0.025924638,0.044599356,0.008411003,0,0.010266667,0,0.075070023,0.025405115,0.062034901,0.014597295,0.024641037,0.21812795,0.207641714,0.233623188,0.154834783,0.114899889,0.192212736,0.026100186,0.047277372,0.007750725,0.076926708,0.00325917,0.016231884,0.153746377,0.484811594,0.066533333,0.464634783,0.218839855,0.060564846,0.12657748,0.030475942,0.165397892,0.107917184,0.020092754,0,0,0.130643478,0.47014058,0.114064928,0.138027053,0.092715442,0.279575983,0.131668511,0.161756522,0.021147826,0.161304348,0.081346424,0.017615686,0.002880105,0.009103768,0.00363147,0.001115942
775,0.085121739,0.051401449,0.138573913,0.007304348,0.026614493,0.04755942,0.191876934,0.169227141,0.027298551,0.136420612,0.172495652,0.113619324,0.012837681,0.050732045,0.010680864,0.00142029,0.005944565,0.000405797,0.057570404,0.02677954,0.063635847,0.021723671,0.024118383,0.192268944,0.183954631,0.189010145,0.119817391,0.100295429,0.174039701,0.024393311,0.04100344,0.002231884,0.076172257,0.002014593,0.012977617,0.117650725,0.443411594,0.063663768,0.425243064,0.192334783,0.093835897,0.101406912,0.043217971,0.152662714,0.096495652,0,0,0,0.128950725,0.410627536,0.117150145,0.102604831,0.084058971,0.248313043,0.131792534,0.13621256,0.010588406,0.158824155,0.060356054,0.013560102,0.001494071,0.009266473,0.004308696,0.000791304
776,0.087576812,0.075062319,0.138089855,0,0.025373913,0.033605797,0.180671765,0.152008959,0.027474879,0.10594847,0.155127778,0.082519807,0.009205797,0.049408696,0.018548832,0.032720773,0.008061594,6.34E-05,0.060333791,0.025696505,0.067048211,0.026465314,0.022384744,0.174766046,0.161072464,0.16634058,0.100466667,0.085296098,0.161931664,0.0256657,0.038769005,0.005501449,0.094318841,0.00388066,0.010508374,0.09675942,0.400486473,0.06595942,0.383949068,0.17643913,0.11726243,0.080910145,0.038218551,0.147511726,0.094975983,0,0,0,0.128950725,0.348152174,0.116925217,0.111489855,0.07211954,0.210433954,0.117884761,0.107787826,0.020475362,0.154789372,0.040561571,0.013120546,0.003356522,0.008289469,0.011909524,0.002449855
777,0.085695652,0.084242029,0.13174058,0,0.02257971,0.027744928,0.172245294,0.138449012,0.031587923,0.098700805,0.136740097,0.069969082,0.021623188,0.037331079,0.020850636,0.013447343,0.005622101,0.000825362,0.067685736,0.017859165,0.069787518,0.02351285,0.020959878,0.16965735,0.14063201,0.151534058,0.096246377,0.072799777,0.137533948,0.029468748,0.032656928,0.016955072,0.10192795,0.006369015,0.011135749,0.07436087,0.331097101,0.051408696,0.341239337,0.139557246,0.13244385,0.058807581,0.02006029,0.160858235,0.110816563,0,0,0,0.112191304,0.303378744,0.12868058,0.099799034,0.065705747,0.176239337,0.114280369,0.097211594,0.019910145,0.12332657,0.025963908,0.010407843,0.002792622,0.005366957,0.015494203,0.002935652
778,0.067107246,0.065307246,0.12865942,0,0.020252174,0.034568116,0.158204924,0.121998946,0.033294203,0.112383897,0.134330918,0.07683285,0.038176812,0.035787762,0.023715469,0.002096618,0.006805797,0.004292754,0.063485584,0.015419437,0.072147767,0.023041546,0.018830206,0.164940787,0.127851796,0.172144203,0.083417391,0.067627202,0.126899078,0.029612189,0.032773643,0.016972464,0.082145756,0.007544428,0.011497101,0.051827536,0.327889855,0.036973913,0.278424017,0.172681884,0.154816797,0.060989075,0.006396522,0.165149934,0.09140911,0.015118841,0,0,0.086237681,0.267683092,0.127293913,0.08211401,0.056928936,0.154572257,0.142653316,0.09548599,0.013107246,0.107718841,0.015160168,0.007208184,0.003691173,0.000771014,0.019600621,0.001542029
779,0.098863768,0.079828986,0.309650725,0.000202899,0.023356522,0.064811594,0.177541959,0.156247958,0.029155556,0.138722061,0.184056763,0.14933913,0.007942029,0.037455717,0.013357468,0.001555556,0.005714855,0.006058696,0.053927994,0.017538448,0.067668146,0.020522512,0.01769611,0.171851553,0.115438563,0.193386232,0.063278261,0.079760312,0.160646113,0.039513489,0.046508831,0.008882609,0.076537474,0.00361959,0.016635588,0.126108696,0.421250725,0.111489855,0.267405797,0.252868841,0.15902356,0.057562542,0.002633623,0.127854282,0.062607039,0,0,0,0.114997101,0.276902899,0.170984348,0.11887343,0.079057071,0.152911801,0.15505437,0.13650087,0.012724638,0.161422222,0.004140252,0.002841944,0.003793412,0.000175845,0.007570186,0.000405797
780,0.087362319,0.084521739,0.340037681,0,0.010237681,0.030718841,0.155945032,0.192834519,0.039761836,0.182772303,0.308783333,0.263368116,0.023727536,0.027568116,0.002758947,0.000676329,0.003315217,0.001392029,0.082533944,0.023863086,0.051704703,0.008047729,0.009578032,0.191606418,0.115468557,0.186783333,0.0396,0.07406845,0.163255336,0.033187663,0.044452174,0.015663768,0.045334161,0.005764318,0.016127536,0.151457971,0.419707729,0.121333333,0.280542029,0.257521739,0.170919807,0.083711929,0.021751884,0.086563373,0.061788406,0,0,0,0.15942029,0.38204058,0.164046377,0.101250242,0.07621949,0.134428157,0.136184629,0.16126686,0.009472464,0.263678261,0.002375316,0.00144416,0.003407642,0,0.004260455,0
781,0.040356522,0.03982029,0.292326087,0.000202899,0.006988406,0.068828986,0.132989768,0.166076943,0.046909179,0.164732367,0.305971981,0.224662802,0.042747826,0.028415137,0.0019147,0,0.003547101,0.003528261,0.090371014,0.02932191,0.0467916,0.011583575,0.016280092,0.238545342,0.217027095,0.269842754,0.166771014,0.080186176,0.142603953,0.022553549,0.048300058,0.030456522,0.035493168,0.005416292,0.011541385,0.112328986,0.342900966,0.093252174,0.197890683,0.221847826,0.171364697,0.102673802,0.048964638,0.111757576,0.094837681,0.034568116,0,0.005275362,0.146724638,0.37681401,0.239761159,0.113062802,0.092168716,0.286110973,0.115182784,0.261388213,0.058936232,0.245936232,0.005264516,0.011813811,0.000184453,0,0.001224638,0
782,0.042826087,0.011995652,0.273491304,0.014353623,0.025023188,0.064237681,0.110570141,0.137420026,0.046638647,0.159130435,0.295918599,0.217505314,0.061081159,0.027514332,0.003832949,0,0.007980072,0.000608696,0.073946911,0.029205115,0.038500917,0.013964444,0.019129519,0.236215942,0.267022558,0.371210145,0.159362319,0.085725084,0.126224857,0.018474916,0.058048773,0.028208696,0.044973085,0.006427786,0.013476167,0.096105797,0.316621739,0.08693913,0.143304348,0.225546377,0.156536009,0.100200223,0.07472058,0.165450856,0.106853002,0.117101449,0,0.0312,0.128104348,0.360818841,0.293107246,0.186282126,0.126110545,0.284982195,0.081148002,0.241700097,0.037286957,0.239663768,0.019173072,0.027612276,3.69E-05,0,0,0
783,0.069101449,0.025453623,0.252324638,0.005478261,0.008913043,0.084133333,0.093013096,0.109997628,0.044523671,0.152852818,0.292577778,0.216658937,0.063376812,0.026072464,0.005598935,0.006086957,0.009951449,0,0.066938215,0.022236658,0.030437385,0.013927343,0.015982609,0.238787785,0.280368872,0.37646087,0.167434783,0.079764548,0.144329029,0.019902936,0.057747633,0.024737681,0.04460207,0.005521039,0.011949436,0.098505797,0.281052657,0.098863768,0.114128364,0.213684783,0.134243627,0.075433222,0.06976058,0.164442424,0.100393375,0.123872464,0,0.009130435,0.121333333,0.338940097,0.286842899,0.123074396,0.13624088,0.245047619,0.063234431,0.242759034,0.028321739,0.236131401,0.038713978,0.038262234,0,0,0,0
784,0.056669565,0.031514493,0.237043478,0.002028986,0.021098551,0.037455072,0.076308364,0.098511462,0.040637198,0.148042512,0.302241546,0.221163285,0.069115942,0.034927858,0.006412422,0.006314976,0.010322464,0.000431159,0.059859344,0.013305541,0.025598699,0.013291014,0.010360336,0.228016149,0.261669943,0.363704348,0.179576812,0.069569677,0.145631796,0.018800892,0.051970628,0.019886957,0.03595942,0.006333033,0.011918035,0.096108696,0.235763285,0.103773913,0.104294824,0.17676087,0.101880342,0.047536678,0.057942029,0.125484848,0.079383851,0.096057971,0,0,0.121333333,0.332878744,0.30195942,0.099845411,0.130607696,0.208902692,0.048318138,0.218466473,0.028142029,0.244617391,0.050508275,0.034395226,0,0,0,0
785,0.071124638,0.01727971,0.260536232,0,0.026084058,0.036011594,0.063457866,0.100241897,0.037540097,0.138524316,0.293813768,0.219582609,0.066246377,0.040330757,0.006347944,0,0.009917754,0.000681884,0.054923265,0.009661381,0.021327063,0.00943942,0.006140656,0.202856522,0.21287385,0.356275362,0.143730435,0.074759643,0.150495037,0.017312969,0.056510531,0.026473913,0.038457143,0.007212594,0.011268277,0.079047826,0.20292657,0.090446377,0.103894824,0.159097101,0.08372932,0.031171906,0.049815652,0.078376285,0.060653002,0.059072464,0,0,0.103072464,0.329671498,0.339458551,0.099447343,0.135056872,0.169542029,0.055543434,0.201478261,0.053550725,0.275205797,0.049332211,0.024899574,0,0,7.25E-05,0
786,0.040582609,0.017986957,0.301284058,0,0.038176812,0.057924638,0.057068762,0.113490646,0.036203865,0.130135266,0.289146618,0.209429952,0.061081159,0.037656683,0.009661875,0.00047343,0.014754348,0.002494928,0.056242868,0.010546803,0.01810423,0.008241353,0.004058581,0.147033126,0.157396219,0.287107246,0.097565217,0.085997993,0.149880545,0.016650167,0.057250628,0.028272464,0.041819462,0.005101449,0.009236232,0.071571014,0.215052657,0.089744928,0.112122567,0.175376087,0.069399182,0.023995095,0.042692754,0.039558366,0.053420704,0.028127536,0,0,0.090446377,0.362796618,0.386852174,0.140162319,0.131042479,0.159489027,0.036590075,0.169133527,0.042834783,0.323154589,0.032868443,0.015851662,0,0,0,0
787,0.070837681,0.046465217,0.366617391,0,0.042266667,0.010144928,0.059886712,0.13514809,0.036642029,0.1276438,0.290970048,0.190425121,0.054426087,0.017215459,0.008178645,0.007207729,0.009338406,0.006063043,0.055135011,0.009618244,0.017952203,0.005785507,0.003696415,0.096403106,0.115314178,0.163792029,0.11302029,0.073936009,0.123136232,0.010885916,0.057132908,0.035105797,0.038685714,0.004867966,0.010313849,0.075444928,0.241614976,0.095356522,0.130012422,0.211902899,0.067123597,0.022912375,0.038958261,0.018862714,0.047698965,0.018562319,0.028127536,0,0.092550725,0.408200483,0.381082899,0.179928502,0.134853173,0.152120083,0.027237945,0.112472271,0.03357971,0.379225121,0.017321365,0.017646036,0,0,1.45E-05,0
788,0.01575942,0.048030435,0.419446377,0.001826087,0.056321739,0,0.068456784,0.18591726,0.040325604,0.132467633,0.314982367,0.180195169,0.100266667,0.012192593,0.008797989,0.01312657,0.004492391,0.0101,0.047244241,0.008090196,0.022165868,0.006744734,0.005448055,0.068378675,0.087080655,0.091814493,0.092794203,0.059610256,0.087434695,0.011660647,0.056702609,0.031101449,0.039691925,0.004966317,0.015572303,0.087801449,0.284176329,0.101669565,0.155093996,0.332576087,0.068380082,0.026023188,0.040091014,0.008898814,0.028924224,0.006695652,0.064237681,0.007101449,0.114295652,0.466323671,0.329503768,0.204722705,0.131593203,0.154375155,0.037305051,0.085244444,0.160173913,0.432398068,0.008427302,0.019255925,0.000479578,0,0.001856522,0
789,0.040582609,0.074813043,0.453252174,0.030718841,0.011385507,0.074568116,0.089821617,0.274690909,0.053263285,0.149498873,0.34998744,0.18825314,0.157727536,0.008772625,0.004141142,0,0.007185507,0.01171413,0.047830664,0.007943564,0.033934576,0.014276135,0.005222883,0.055750725,0.061379962,0.055046377,0.066353623,0.038536455,0.080395784,0.010987142,0.046005952,0.030756522,0.02869234,0.003946027,0.018026892,0.107805797,0.397635749,0.121333333,0.221625259,0.388734783,0.071915273,0.039258863,0.038288116,0.012470883,0.040750311,0.017797101,0.082028986,0.031681159,0.13826087,0.561124155,0.303211594,0.111325604,0.116401199,0.169192547,0.04203285,0.075361159,0.143252174,0.442670531,0.007624497,0.010327707,0.002708827,0,0.00095528,0.000547826
790,0.030269565,0.03477971,0.412904348,0.091147826,0.002536232,0.009130435,0.111471556,0.333739657,0.064086473,0.164128824,0.353002174,0.193362319,0.241344928,0.005144928,0.004703579,0,0.008393841,0.000862319,0.050153471,0.015703325,0.046254836,0.014626087,0.005363539,0.049269565,0.034623314,0.039048551,0.018486957,0.027494314,0.078997277,0.009466815,0.039040618,0.03266087,0.024864596,0.003798301,0.010323188,0.122553623,0.434248309,0.113594203,0.294711387,0.397024638,0.065299889,0.044510591,0.031697971,0.008104348,0.031873706,0.005884058,0.112191304,0.013205797,0.123872464,0.594387923,0.313938551,0.079350725,0.09918041,0.144997101,0.060550198,0.052170048,0,0.3752,0.006496681,0.004254049,0.010376285,0.00129314,0.001169979,0.008681739
791,0.014834783,0.020946377,0.432336232,0.090446377,0.008521739,0.031681159,0.143229963,0.42532332,0.072943961,0.141457649,0.353282609,0.15123285,0.268405797,0.012407729,0.005823484,0,0.00207029,0.00194529,0.048956522,0.015989429,0.068424253,0.020114976,0.019633562,0.019788199,0.01101903,0.011541304,0.007750725,0.034508584,0.053535002,0.001229877,0.025417739,0.024318841,0.026930849,0.007147426,0.014526731,0.188443478,0.452119324,0.129797101,0.363801242,0.384573913,0.054022445,0.051493423,0.042428406,0.003930698,0.008799586,0,0.036973913,0,0.098162319,0.581058937,0.168147246,0.112011594,0.051003498,0.092889441,0.034916469,0.043341063,0,0.390712077,0.001954932,2.39E-05,0.013007642,0.003963285,0.02843354,0.016314203
792,0.038817391,0.050957971,0.438250725,0.035049275,0.027582609,0.03937971,0.187656295,0.473036627,0.076507246,0.168923027,0.421169324,0.204469565,0.27884058,0.025829308,0.015240935,0.013607729,0.002352899,0.002953623,0.048385355,0.024948849,0.096010529,0.03777256,0.03442868,0.026633126,0.011205797,0.00952029,0.020652174,0.044313266,0.077685551,0.003576514,0.025632386,0.017926087,0.032217805,0.004806397,0.010704187,0.353291304,0.553290821,0.300753623,0.529996687,0.410187681,0.045330955,0.074663991,0.051037681,0.009622661,0.01196853,0,0.042747826,0,0.2,0.695915459,0.143676522,0.090148792,0.061984808,0.090346998,0.037586298,0.026597101,0,0.3982657,0.019153997,0.004081841,0.003271146,0.004790338,0.038356522,0.014914203
793,0.074452174,0.081933333,0.396234783,0.010910145,0.042547826,0.06022029,0.226667156,0.427554941,0.096888406,0.174154589,0.433207729,0.259783575,0.304063768,0.028715298,0.016094173,0.026195169,0.005571014,0.002010145,0.048465599,0.035534186,0.11358249,0.058553816,0.049314111,0.051553002,0.017932829,0.020478261,0.026426087,0.040406466,0.082899253,0.008136752,0.021217546,0.021547826,0.036522567,0.00394003,0.014176651,0.516136232,0.608374396,0.524104348,0.592052588,0.377531884,0.040214641,0.101758305,0.059755942,0.022802635,0.007132505,0.017414493,0.0312,0,0.240144928,0.761347343,0.129437681,0.100521739,0.079737731,0.117458385,0.063377602,0.022090821,0,0.351901449,0.0469036,0.022876044,0.000479578,0.005434976,0.024802692,0.008078261
794,0.100782609,0.112830435,0.374111594,0.006289855,0.037478261,0.105176812,0.237447599,0.368123847,0.094344928,0.198015459,0.430529227,0.248193237,0.308034783,0.026293398,0.024142088,0.02007343,0.008700362,0,0.061483143,0.040195908,0.124545282,0.072488696,0.045732113,0.079503934,0.032866919,0.030452899,0.048828986,0.043074916,0.089331752,0.008170494,0.022707246,0.028091304,0.038863768,0.002324838,0.016513688,0.645066667,0.648399034,0.636150725,0.625207039,0.348293478,0.046226682,0.12197592,0.065607536,0.042204743,0.000898551,0.003855072,0.00973913,0,0.277101449,0.807588889,0.137065507,0.150786473,0.093498851,0.168228571,0.088027229,0.042333913,0,0.319342995,0.075693689,0.037500426,0.002555995,0.004218744,0.0045,0.001237681
795,0.102295652,0.106757971,0.32197971,0.003449275,0.016002899,0.07915942,0.239745137,0.306366535,0.07329372,0.279763607,0.399540338,0.188398068,0.274353623,0.020768438,0.025984383,0.016975845,0.012848551,0.000875,0.080684058,0.04274237,0.126607986,0.062088889,0.043324485,0.105450932,0.056112161,0.037132609,0.07782029,0.049538907,0.088799649,0.00562408,0.023580367,0.027249275,0.035002899,0.003165817,0.014531079,0.657147826,0.616035749,0.497402899,0.658035611,0.305523913,0.057581865,0.114849052,0.061416812,0.045907773,0.002594617,0,0.005478261,0,0.347652174,0.795769565,0.12763942,0.176328502,0.089267166,0.216414907,0.107532016,0.074446377,0,0.274234783,0.113862179,0.046835806,0.001875099,0.004871111,0.003671222,0.001298551
796,0.087098551,0.082284058,0.249994203,0,0.0172,0.08764058,0.235629754,0.248576021,0.054117391,0.326063768,0.3615343,0.179516908,0.213582609,0.030005475,0.021400769,0.014730435,0.009769203,0.003637681,0.093801068,0.044382268,0.12344336,0.045425314,0.041408391,0.111659213,0.065531443,0.029463768,0.104915942,0.053504348,0.091910935,0.004800595,0.02468143,0.019769565,0.027632298,0.008591904,0.019587279,0.621269565,0.568837681,0.373066667,0.681477847,0.260612319,0.085364251,0.105776589,0.05335942,0.048746772,0.007284472,0.008521739,0.005884058,0,0.524104348,0.751178261,0.130725797,0.18410628,0.08504028,0.240910973,0.121474923,0.103714783,0,0.221871498,0.130238429,0.062523103,0.001180501,0.005011401,0.003599793,0.011954783
797,0.101669565,0.097972464,0.186597101,0,0.029805797,0.080307246,0.227411629,0.197115415,0.041336232,0.308133333,0.310774155,0.194765217,0.162718841,0.033842512,0.022108252,0.005804831,0.010573188,0.010317029,0.092471701,0.03983393,0.112133333,0.041522512,0.034635545,0.120013458,0.065633018,0.034722464,0.100266667,0.053558974,0.095836978,0.00396492,0.02379942,0.019894203,0.02456646,0.011508446,0.025289533,0.521747826,0.508465217,0.302144928,0.635806625,0.267697826,0.115649052,0.094512375,0.049714203,0.060542029,0.025117598,0.045634783,0.005681159,0.002434783,0.581936232,0.671685507,0.128502029,0.167194203,0.08462029,0.202711387,0.145690821,0.156558454,0,0.168171981,0.125612342,0.071586701,0.004924901,0.012290242,0.002031056,0.015310725
798,0.127681159,0.107733333,0.143957971,0.001014493,0.025066667,0.051408696,0.216784285,0.15134809,0.032918357,0.252483092,0.254224396,0.136019324,0.121866667,0.042204187,0.023099201,0.002028986,0.015352536,0.018059058,0.083363844,0.033907417,0.098165158,0.041286377,0.025254005,0.108687371,0.066560176,0.064349275,0.111672464,0.050054404,0.087230391,0.007438424,0.022410357,0.018249275,0.021150311,0.012709645,0.026322705,0.435831884,0.47868599,0.258144928,0.599101863,0.214252174,0.153643107,0.08555942,0.038532174,0.111894862,0.04814617,0.046115942,0.013588406,0.004869565,0.504684058,0.626604348,0.124482319,0.144025121,0.086532334,0.172347826,0.192833377,0.20043401,0.009663768,0.125097585,0.114351753,0.085946803,0.008826877,0.027572947,0.002982195,0.015546667
799,0.114936232,0.094495652,0.108247826,0,0.017223188,0.042747826,0.20252565,0.113408696,0.033178261,0.186345894,0.194850725,0.090948792,0.081982609,0.049361675,0.024793611,0.000879227,0.014567754,0.0194,0.063637223,0.029707587,0.086117362,0.036834203,0.016883905,0.100074741,0.0722,0.105360145,0.096350725,0.051470903,0.077363373,0.010234857,0.019966686,0.023142029,0.024587992,0.016697251,0.023317874,0.34035942,0.466194686,0.2,0.54824058,0.256475362,0.178968859,0.072746934,0.028005217,0.097959947,0.047009938,0.000608696,0.023153623,0.008521739,0.385773913,0.58461256,0.121554783,0.130925604,0.079748326,0.163701035,0.264395433,0.250557681,0.019449275,0.083478261,0.113277045,0.100045354,0.008007905,0.0292143,0.004035404,0.013688696
800,0.109385507,0.070543478,0.115968116,0.003652174,0.004971014,0.037936232,0.192870473,0.098620817,0.035964251,0.153705636,0.164947343,0.07946087,0.058147826,0.0487343,0.026464478,0.000608696,0.014831884,0.024056884,0.058207475,0.031659676,0.075113043,0.031543188,0.012062548,0.092977433,0.080842596,0.127608696,0.079733333,0.051171683,0.07342152,0.011511706,0.020696966,0.030721739,0.028626915,0.017267966,0.02137971,0.28426087,0.482855072,0.172608696,0.514246377,0.193817391,0.207249796,0.076297882,0.028473043,0.063142029,0.071056729,0,0.022388406,0.016649275,0.327188406,0.557275362,0.1156,0.121130435,0.076557721,0.16936646,0.332967589,0.29814029,0.002942029,0.096691787,0.113156428,0.139889855,0.006583399,0.025758068,0.005501242,0.01034087
801,0.092550725,0.064207246,0.131104348,0.000405797,0.007750725,0.01817971,0.186053641,0.094623452,0.036334783,0.137831884,0.142638164,0.072890821,0.056437681,0.055383897,0.022793375,0.029257971,0.011525,0.024831884,0.053112128,0.028957204,0.07063567,0.027615652,0.008776812,0.096050311,0.090912539,0.122594928,0.096408696,0.055079153,0.081528678,0.013620959,0.018422338,0.036182609,0.03190559,0.013590805,0.019428663,0.254836232,0.496767633,0.158573913,0.470106832,0.189939855,0.238630546,0.088392419,0.02985913,0.047187352,0.087179296,0,0.019710145,0.016266667,0.271536232,0.527701449,0.123169855,0.123538164,0.068966117,0.162896894,0.374345367,0.355865894,0.002333333,0.082611594,0.116356241,0.153832225,0.007079842,0.022585507,0.006413665,0.006936232
802,0.075617391,0.073627536,0.094650725,0.011675362,0.003652174,0.009942029,0.182590955,0.094168906,0.035729952,0.12500161,0.129080918,0.067348792,0.064811594,0.058051208,0.02158462,0.049138164,0.00976413,0.023197826,0.056079329,0.024865473,0.06948181,0.027502222,0.006852479,0.093758178,0.105686704,0.130957246,0.117689855,0.061437681,0.088112604,0.018494389,0.018854879,0.035582609,0.044240166,0.009845277,0.017867794,0.21872029,0.476145894,0.1408,0.421767702,0.185915217,0.261389223,0.106965886,0.022170435,0.030030303,0.064474534,0,0.018944928,0.012823188,0.228144928,0.474384058,0.118236522,0.124038647,0.068018591,0.14774824,0.405098287,0.393969082,0.026028986,0.063754589,0.114347826,0.136065814,0.012177602,0.018378357,0.011410559,0.006402899
803,0.070895652,0.077991304,0.149886957,0.050446377,0.01377971,0.009333333,0.183040196,0.152362582,0.028201932,0.078674396,0.063655072,0.042027053,0.054898551,0.059873108,0.018672464,0.0348657,0.011916667,0.007748188,0.046168421,0.020715431,0.059789648,0.024111498,0.005417849,0.123244306,0.127172023,0.186514493,0.114826087,0.085708807,0.119390075,0.02453586,0.019498126,0.050542029,0.126869565,0.005708346,0.01613752,0.151995652,0.50222029,0.095356522,0.405803727,0.273028261,0.195046302,0.070043701,0.016201739,0.023968379,0.027242236,0,0.004057971,0.005478261,0.173623188,0.505213043,0.044648116,0.063949758,0.041371714,0.100331263,0.392307598,0.237613913,0.00426087,0.131074396,0.05992389,0.07833214,0.008114888,0.007735652,0.00312029,0.002597101
804,0.055927536,0.060734783,0.2346,0.032643478,0.033846377,0.012057971,0.170950445,0.139842424,0.015690338,0.107880193,0.151111836,0.09026087,0.077947826,0.033530113,0.005722212,0,0.004015942,0.008646377,0.035864836,0.010394544,0.039329902,0.015114976,0.002306636,0.070259006,0.067868809,0.108912319,0.047327536,0.073720401,0.078586737,0.013076329,0.011633082,0.040107246,0.107219048,0.002133133,0.01512351,0.170675362,0.565585507,0.103773913,0.361078675,0.332018841,0.211275065,0.070182832,0.017426087,0.020042424,0.037248447,0.012823188,0.004869565,0,0.241344928,0.639501449,0.048950725,0.051089855,0.041463068,0.083995859,0.372137901,0.216700676,0.002942029,0.23116715,0.050014212,0.079291731,0.001457181,0.001378164,0.000927536,0
