time_index,BR_AC_Wind_Onshore_Class1,BR_AC_Wind_Onshore_Class3,BR_AL_Wind_Onshore_Class1,BR_AM_Wind_Onshore_Class3,BR_AP_Wind_Onshore_Class1,BR_AP_Wind_Onshore_Class3,BR_BA_Wind_Onshore_Class0,BR_BA_Wind_Onshore_Class1,BR_BA_Wind_Onshore_Class3,BR_CE_Wind_Onshore_Class0,BR_CE_Wind_Onshore_Class1,BR_CE_Wind_Onshore_Class3,BR_ES_Wind_Onshore_Class1,BR_GO_Wind_Onshore_Class0,BR_GO_Wind_Onshore_Class1,BR_GO_Wind_Onshore_Class2,BR_GO_Wind_Onshore_Class3,BR_MA_Wind_Onshore_Class0,BR_MA_Wind_Onshore_Class1,BR_MA_Wind_Onshore_Class3,BR_MG_Wind_Onshore_Class0,BR_MG_Wind_Onshore_Class1,BR_MG_Wind_Onshore_Class3,BR_MS_Wind_Onshore_Class0,BR_MS_Wind_Onshore_Class1,BR_MS_Wind_Onshore_Class2,BR_MS_Wind_Onshore_Class3,BR_MT_Wind_Onshore_Class0,BR_MT_Wind_Onshore_Class1,BR_MT_Wind_Onshore_Class2,BR_MT_Wind_Onshore_Class3,BR_PA_Wind_Onshore_Class0,BR_PA_Wind_Onshore_Class1,BR_PA_Wind_Onshore_Class2,BR_PA_Wind_Onshore_Class3,BR_PB_Wind_Onshore_Class0,BR_PB_Wind_Onshore_Class1,BR_PB_Wind_Onshore_Class3,BR_PE_Wind_Onshore_Class0,BR_PE_Wind_Onshore_Class1,BR_PI_Wind_Onshore_Class0,BR_PI_Wind_Onshore_Class1,BR_PI_Wind_Onshore_Class3,BR_PR_Wind_Onshore_Class0,BR_PR_Wind_Onshore_Class1,BR_PR_Wind_Onshore_Class3,BR_RJ_Wind_Onshore_Class0,BR_RJ_Wind_Onshore_Class1,BR_RN_Wind_Onshore_Class0,BR_RN_Wind_Onshore_Class1,BR_RO_Wind_Onshore_Class0,BR_RO_Wind_Onshore_Class2,BR_RO_Wind_Onshore_Class3,BR_RR_Wind_Onshore_Class2,BR_RS_Wind_Onshore_Class0,BR_RS_Wind_Onshore_Class1,BR_SC_Wind_Onshore_Class1,BR_SE_Wind_Onshore_Class1,BR_SP_Wind_Onshore_Class0,BR_SP_Wind_Onshore_Class1,BR_TO_Wind_Onshore_Class0,BR_TO_Wind_Onshore_Class1,BR_TO_Wind_Onshore_Class2,BR_TO_Wind_Onshore_Class3
105,0.055055072,0.043081159,0.059057971,0.086237681,0.032402899,0.03986087,0.103708608,0.05869776,0.031371981,0.029686957,0.087577778,0.029889855,0.001115942,0.035910789,0.004979592,0,0.006088406,0.021125,0.034353013,0.025314237,0.175688495,0.112604251,0.132603509,0.101052795,0.094238941,0.04261087,0.016321739,0.025141583,0.041205446,0.005646228,0.011403749,0.040727536,0.072222774,0.014503948,0.024982287,0.089744928,0.121590338,0.060794203,0.092621946,0.067924638,0.023668673,0.021125975,0.004071884,0.311229249,0.152315942,0.15942029,0,0,0.103773913,0.148264734,0.049169855,0.055323671,0.029764518,0.210146584,0.436164427,0.324496618,0.040730435,0.064545894,0.117334455,0.11922387,0.01223083,0.020754396,0.008580331,0.016583188
106,0.03986087,0.024875362,0.056350725,0.105878261,0.076002899,0.033124638,0.098562598,0.055175231,0.036134783,0.027145894,0.081330193,0.022747826,0.000202899,0.06278132,0.009366341,0,0.019875,0.015936232,0.035538978,0.024201705,0.158773972,0.10004058,0.125361709,0.090880538,0.082905986,0.050163043,0.012304348,0.039962988,0.046105226,0.005522111,0.01375714,0.046713043,0.082452174,0.015513043,0.021603382,0.068672464,0.128526087,0.037455072,0.095453002,0.082739855,0.019568339,0.018845485,0.010362319,0.287504348,0.129252588,0.114997101,0,0,0.075142029,0.149428502,0.044438261,0.052718841,0.03358041,0.215772257,0.450276153,0.300001546,0.055344928,0.049147826,0.117788125,0.100979028,0.010952306,0.032108599,0.004725466,0.008635362
107,0.037104348,0.030834783,0.060894203,0.04755942,0.078681159,0.07342029,0.111739619,0.070027141,0.042003382,0.028273108,0.069681401,0.008100483,0,0.046963285,0.012900089,0.002502415,0.014918841,0.053186957,0.039258886,0.038955328,0.110251168,0.053698164,0.070793593,0.092411387,0.077416761,0.052813768,0.002434783,0.055900111,0.036235924,0.007951245,0.023920155,0.054418841,0.114095238,0.024177711,0.038585668,0.074942029,0.180682126,0.040342029,0.100043478,0.11395,0.023239093,0.015683389,0.014822609,0.243134387,0.135257971,0.123026087,0,0,0.071124638,0.177557488,0.102371014,0.070322705,0.061857471,0.24614824,0.296831972,0.213082899,0.127510145,0.046909179,0.070041702,0.056378176,0.033694862,0.025549372,0.019684679,0.020445217
108,0.034872464,0.03617971,0.117131884,0.022388406,0.04226087,0.086237681,0.135979186,0.073176021,0.054320773,0.063442834,0.128641546,0.076374879,0,0.006409984,0.002788761,0,0.001052536,0.044555072,0.05204241,0.041676044,0.101348595,0.050594396,0.064725858,0.053312422,0.03684184,0.031628986,0,0.033744705,0.018191304,0.001393088,0.014225469,0.031355072,0.179918012,0.011306547,0.03170306,0.111710145,0.23038744,0.063663768,0.152122567,0.150936957,0.036790784,0.025021182,0.016574493,0.227012648,0.118109317,0.105878261,0,0,0.134028986,0.219718841,0.098045217,0.04258744,0.050145927,0.216751967,0.226007202,0.154313816,0.138684058,0.095629952,0.048763908,0.032361807,0.017123057,0.009197681,0.00835176,0.007303768
109,0.005455072,0.012285507,0.133356522,0.007507246,0.037214493,0.073994203,0.118753064,0.08143083,0.052774396,0.119656039,0.163888889,0.152560386,0,0.001025765,0.008333156,0,0,0.065228261,0.070796339,0.064470247,0.080374682,0.066707053,0.083107551,0.066740994,0.045133585,0.035318841,0.005263768,0.023039911,0.013664822,0.001044667,0.007084522,0.06094058,0.243736646,0.019914243,0.067507407,0.1114,0.225157971,0.071124638,0.170332091,0.15352971,0.042795689,0.054084281,0.02752058,0.241716469,0.071346998,0.042747826,0,0,0.129797101,0.231028502,0.104367536,0.020886957,0.035107046,0.198089441,0.220793852,0.153109952,0.051695652,0.116225121,0.051251987,0.033411083,0.027824506,0.01095343,0.023069979,0.010971014
110,0.014878261,0.037266667,0.165092754,0.001217391,0.052852174,0.101669565,0.083817496,0.082940184,0.046592271,0.132706602,0.166705556,0.180096618,0,0.001397746,0.010999231,0,0.000202899,0.068397464,0.058265751,0.063870588,0.060453712,0.050794203,0.065015713,0.082544513,0.061021802,0.04780942,0.015307246,0.026121962,0.014516645,0.002261315,0.003050821,0.058492754,0.212568116,0.030956122,0.070039775,0.116362319,0.205968116,0.098863768,0.146568116,0.154041304,0.038571237,0.100771014,0.029753623,0.249627141,0.055767702,0.007507246,0,0,0.126411594,0.250406763,0.064244638,0.023391304,0.021391304,0.248895238,0.242293368,0.153372367,0.032884058,0.144732367,0.053304161,0.046893436,0.026176021,0.012548406,0.0209147,0.022022609
111,0.016266667,0.019136232,0.181526087,0,0.058011594,0.095356522,0.055212013,0.079697497,0.03306087,0.122390338,0.16851401,0.158993237,0,0.006063768,0.0106126,0,0.004357246,0.04463913,0.047874905,0.05407468,0.040914404,0.032613527,0.03904775,0.084706004,0.080546062,0.074637681,0.03833913,0.033125084,0.018217479,0.004110294,0.003126029,0.063388406,0.177946998,0.022032384,0.057153301,0.101995652,0.174099517,0.099565217,0.127607867,0.126881884,0.034723151,0.072691193,0.021755362,0.213374177,0.051780124,0.021623188,0,0,0.123026087,0.231708213,0.022666667,0.016714976,0.011405897,0.32849441,0.270568467,0.157807536,0.037214493,0.164613527,0.050687237,0.046422847,0.017238472,0.01755401,0.012391511,0.024115362
112,0.036617391,0.00557971,0.187671014,0,0.129562319,0.043710145,0.036282871,0.076971805,0.021264251,0.097184541,0.14904372,0.10858744,0,0.018095008,0.008076782,0,0.008778986,0.03065942,0.04317376,0.043335209,0.0214979,0.019919227,0.015439817,0.09639234,0.093513548,0.101644203,0.074591304,0.022265998,0.019748441,0.003725307,0.002931324,0.075146377,0.118650104,0.020644678,0.038107246,0.073213043,0.141289855,0.080307246,0.107858385,0.110946377,0.027816276,0.039226756,0.015237681,0.18197365,0.05623354,0.011675362,0,0,0.105878261,0.212152657,0.013677681,0.019895652,0.005827486,0.337156108,0.28963408,0.140757488,0.045875362,0.172206763,0.040523048,0.044467519,0.013182082,0.01923942,0.009877847,0.021266667
113,0.023084058,0.005528986,0.190001449,0,0.05042029,0.154342029,0.027871346,0.076187088,0.018102899,0.077265056,0.134618841,0.073872464,0.001014493,0.034236393,0.007542266,0,0.015926449,0.022655072,0.046451869,0.037445524,0.012733747,0.012191691,0.004598932,0.108686335,0.095834783,0.149842754,0.062124638,0.021188852,0.025331225,0.005534597,0.005068599,0.051023188,0.12046294,0.017284158,0.028017391,0.048871014,0.121924638,0.053907246,0.093607867,0.100472464,0.020461687,0.029871126,0.010937971,0.165065349,0.057045135,0.02124058,0,0,0.076863768,0.204810628,0.020293333,0.024488889,0.006444178,0.321233126,0.268142819,0.114061449,0.03962029,0.180048309,0.025933427,0.035949872,0.017414493,0.011625507,0.012150311,0.015947246
114,0.035907246,0.025452174,0.191684058,0,0.105913043,0.191884058,0.023189663,0.080329644,0.024159903,0.06100934,0.126578019,0.059878261,0.014878261,0.038380998,0.009531973,0.001826087,0.021152899,0.01716087,0.044217544,0.030733674,0.00933286,0.008001932,0.002208391,0.10363706,0.091980466,0.158415942,0.045544928,0.020604236,0.026170048,0.010649573,0.008519807,0.055097101,0.18023354,0.025458671,0.021450725,0.034289855,0.112405797,0.0312,0.082781781,0.105603623,0.013399331,0.027803344,0.005921159,0.137049012,0.061184265,0.028892754,0,0.025449275,0.056202899,0.210617391,0.040267826,0.023690821,0.00618031,0.278674948,0.214860782,0.099191498,0.035973913,0.205799034,0.014115194,0.023339812,0.014590777,0.005341449,0.010570807,0.010132174
115,0.098985507,0.037110145,0.216475362,0,0.108350725,0.053907246,0.023338991,0.088403426,0.029257005,0.052365217,0.123489614,0.064556522,0.070834783,0.025411272,0.005452233,0,0.01785471,0.010484783,0.0445373,0.029218244,0.008483171,0.004627633,0.003672311,0.097562733,0.089767486,0.136488406,0.045223188,0.029284281,0.022094159,0.008722259,0.009334647,0.045049275,0.246247619,0.025948626,0.029183253,0.027778261,0.110289372,0.02697971,0.075530435,0.113363043,0.008790784,0.027859978,0.005531594,0.107882477,0.065937474,0.014736232,0,0.017031884,0.043710145,0.237789855,0.022388406,0.021804831,0.007587406,0.221025259,0.163238296,0.099941643,0.023344928,0.238777778,0.00815353,0.011159761,0.012950198,0.01449314,0.008033747,0.022388406
116,0.030298551,0.080878261,0.227536232,0.013971014,0.057556522,0.102371014,0.029785158,0.113716469,0.031692754,0.055563285,0.139478019,0.080689855,0.209675362,0.01129694,0.004089914,0,0.008585507,0.022119565,0.041057208,0.032351407,0.010317776,0.006168309,0.007925248,0.082826915,0.075046881,0.104412319,0.043469565,0.027689855,0.022131401,0.005654552,0.00944085,0.046417391,0.25773499,0.016632684,0.028038647,0.026152174,0.120952657,0.031681159,0.079930435,0.124268841,0.011874247,0.027411817,0.00334029,0.090057708,0.062777226,0.006492754,0,0.033124638,0.043710145,0.28412657,0.00364058,0.0256657,0.006258271,0.192510973,0.119156961,0.10642087,0.016681159,0.262530435,0.006188873,0.009346974,0.011131489,0.009691594,0.00500766,0.002856232
117,0.059785507,0.065717391,0.267918841,0.010910145,0.088597101,0.175652174,0.042324358,0.183373386,0.030508696,0.065661836,0.144191304,0.095880193,0.357263768,0.005117874,0.005124638,0.007590338,0.003909783,0.029110507,0.052350877,0.031624893,0.020707246,0.016038454,0.015214035,0.074682195,0.057468935,0.085045652,0.02377971,0.029223411,0.02351603,0.004103605,0.008590068,0.038627536,0.223599172,0.010764018,0.030890338,0.026952174,0.157644444,0.049002899,0.097848861,0.157314493,0.019463842,0.030368785,0.006482899,0.079058235,0.014517184,0.006492754,0.006492754,0.038898551,0.048521739,0.325508696,0.002028986,0.00516715,0.002246877,0.171125466,0.09554765,0.114697198,0.011576812,0.284,0.008396073,0.00592532,0.02212859,0.004963865,0.008859834,0
118,0.06595942,0.018331884,0.269907246,0.000202899,0.116762319,0.075715942,0.059654479,0.263508037,0.035419807,0.057031884,0.161621014,0.08822029,0.370684058,0.002208696,0.009561195,0.029111111,0.005061594,0.029472826,0.057116095,0.029458824,0.045450222,0.035976618,0.022043326,0.049749689,0.047288469,0.064773913,0.00415942,0.02772709,0.026518401,0.009228688,0.00749372,0.045637681,0.178358592,0.008914543,0.024813366,0.038515942,0.227223671,0.090446377,0.120804555,0.187901449,0.020430175,0.047669565,0.006008696,0.018774704,0.004072464,0,0.048521739,0.038898551,0.036973913,0.346151691,0.000608696,0.003381643,0.006014793,0.153518012,0.071435749,0.115669952,0.006985507,0.298405797,0.01145208,0,0.017226877,0.011182609,0.00532381,0.003646957
119,0.049533333,0.033834783,0.273450725,0.012057971,0.092327536,0.157727536,0.084114405,0.326512253,0.067153623,0.078333655,0.171251691,0.106423188,0.310492754,0.002816747,0.014263591,0.042655072,0.012495652,0.014476449,0.076491838,0.038664621,0.083572671,0.072659324,0.053002593,0.066059834,0.051093384,0.050997826,0.095962319,0.026899666,0.015060167,0.020791825,0.008494841,0.042949275,0.216221118,0.021823488,0.048796457,0.051847826,0.253628986,0.091849275,0.175506418,0.19519058,0.017946488,0.075243701,0.025786667,0.043810277,0.003674948,0,0.042747826,0.063663768,0.045634783,0.280792754,0.002335072,0.00094686,0.00329915,0.147176812,0.074430742,0.087408309,0.002434783,0.246341063,0.019378401,0.009350043,0.019151515,0.026835169,0.012456729,0.023490435
120,0.032118841,0.025778261,0.312744928,0.003855072,0.084866667,0.125565217,0.107908504,0.364941238,0.085817391,0.076338164,0.199599758,0.114197101,0.263518841,0.006414493,0.023686957,0.027234783,0.014655435,0.016643841,0.084043326,0.053209889,0.106458089,0.094377585,0.055741571,0.102108075,0.076856333,0.085439855,0.181773913,0.030881382,0.024765042,0.034215087,0.008892367,0.041021739,0.186676605,0.017426087,0.050568438,0.122778261,0.344228019,0.148417391,0.281624845,0.232817391,0.015883612,0.080774136,0.030361739,0.05748274,0.002502277,0,0.050927536,0.048521739,0.15942029,0.343380676,0.000892754,0.011362319,0.002787006,0.144349482,0.146455336,0.118054106,0.031544928,0.270096618,0.046680318,0.034929923,0.012304611,0.017331787,0.019168323,0.026751884
121,0.025463768,0.031062319,0.293630435,0.010527536,0.081646377,0.107982609,0.127736826,0.330786034,0.096791304,0.093312721,0.202614976,0.12025314,0.206234783,0.012330435,0.031044543,0.012645411,0.012282971,0.026461232,0.086036308,0.061148338,0.116887548,0.10023401,0.054057666,0.132146377,0.098509137,0.133631159,0.121391304,0.031402676,0.030412121,0.034343813,0.014552734,0.059049275,0.19027412,0.022658871,0.058830757,0.193062319,0.367297585,0.2,0.353349896,0.244944203,0.014409513,0.082540468,0.039092754,0.09030224,0.005983437,0,0.045153623,0.022005797,0.266544928,0.384505314,0.013126957,0.032527536,0.006043578,0.195298551,0.192738516,0.17214686,0.021426087,0.259694686,0.056578962,0.057615686,0.016782609,0.012323478,0.020369565,0.023648116
122,0.037857971,0.035389855,0.267115942,0.026597101,0.084834783,0.076289855,0.138474105,0.287683004,0.078393237,0.161619968,0.19150628,0.129841546,0.159742029,0.025458293,0.033617865,0.014287923,0.009580072,0.030957971,0.086343249,0.061231884,0.121875067,0.099851208,0.061251564,0.148057764,0.106062382,0.160884783,0.073750725,0.047652843,0.046018621,0.036303382,0.026215884,0.064369565,0.195619876,0.02542089,0.057242995,0.27883913,0.372281159,0.282666667,0.406929193,0.241068841,0.011611743,0.069148272,0.043285797,0.119735968,0.022052588,0,0.032643478,0.006695652,0.237744928,0.399201449,0.028944928,0.049723671,0.013937031,0.262025673,0.264012121,0.19545314,0.02382029,0.243735266,0.045478635,0.057535209,0.01241054,0.01739285,0.013762319,0.018863768
123,0.052718841,0.058231884,0.235027536,0.029275362,0.082730435,0.059646377,0.145522472,0.243772332,0.058676329,0.19190789,0.171170531,0.159549758,0.118997101,0.029444767,0.033762792,0.025327536,0.011902899,0.024351087,0.083658276,0.061157033,0.126961254,0.092751111,0.059823036,0.158322774,0.11292426,0.183955797,0.063878261,0.063679599,0.064117172,0.034545076,0.031448966,0.056555072,0.177942857,0.018548526,0.053430435,0.307098551,0.360236232,0.347652174,0.407247205,0.207341304,0.00957919,0.050694314,0.03336,0.130539657,0.066013665,0.010527536,0.027744928,0,0.139953623,0.376128019,0.039016812,0.082825121,0.023769715,0.303805383,0.241974352,0.195740676,0.056084058,0.210813527,0.044468443,0.039486104,0.007070883,0.018234589,0.005031677,0.013193623
124,0.069115942,0.078172464,0.194210145,0.023153623,0.047301449,0.063663768,0.143073162,0.203892754,0.043885507,0.2144438,0.15610314,0.19764058,0.082443478,0.020135266,0.037252765,0.014048309,0.013042391,0.01468913,0.074285278,0.056156181,0.139122981,0.089062802,0.062213272,0.148174534,0.116778576,0.168299275,0.064484058,0.062255072,0.060871849,0.029099071,0.02637658,0.056275362,0.175489855,0.015493653,0.05531723,0.256866667,0.303817874,0.232944928,0.374693996,0.175660145,0.010209588,0.049898328,0.027256232,0.11833834,0.098286128,0.001826087,0.033124638,0,0.10657971,0.329715942,0.033875942,0.068892754,0.023214993,0.300962319,0.184445498,0.176082705,0.056028986,0.171700483,0.047074334,0.031306053,0.010146509,0.012216812,0.002597723,0.006717681
125,0.079988406,0.083814493,0.152088406,0.002028986,0.042026087,0.079733333,0.134437995,0.173490909,0.037178261,0.218246699,0.140850483,0.211816425,0.049255072,0.018320773,0.041501213,0.007310145,0.010437319,0.005453986,0.071916095,0.046726684,0.151923691,0.086471498,0.069309535,0.153256522,0.130342407,0.159816667,0.073028986,0.06036767,0.05735213,0.022228911,0.026184193,0.048395652,0.173966046,0.012402999,0.051306763,0.181081159,0.250025121,0.134028986,0.343455901,0.14187029,0.011553623,0.056091416,0.025906667,0.158679051,0.142131677,0.005681159,0.033124638,0,0.07915942,0.280032367,0.030335072,0.066463768,0.033457671,0.286553209,0.140595345,0.171449275,0.070289855,0.141366184,0.035665825,0.037553282,0.008693017,0.006563092,0.003739545,0.005709565
126,0.066176812,0.069128986,0.130008696,0,0.055252174,0.063663768,0.120616309,0.146854282,0.026252657,0.186233816,0.114913527,0.157433816,0.01684058,0.028899839,0.037279266,0.003516908,0.018748188,0.002094203,0.065404119,0.037555158,0.156165986,0.080574686,0.072679481,0.158967909,0.141661878,0.154443478,0.066942029,0.050635452,0.053597014,0.016041472,0.023707594,0.042456522,0.160800828,0.009836882,0.04283124,0.128121739,0.206161353,0.09746087,0.306313872,0.126938406,0.016054404,0.060032553,0.020163478,0.211426877,0.184816563,0.028510145,0.026214493,0,0.069976812,0.2650657,0.037070145,0.086989372,0.039428886,0.295277019,0.11122354,0.148649275,0.092878261,0.118210628,0.027961664,0.042945269,0.001660079,0.001257971,0.004814907,0.003304928
127,0.055556522,0.046666667,0.130855072,0,0.065997101,0.053907246,0.113771608,0.137113834,0.017207246,0.143180676,0.103690097,0.100641546,0.007608696,0.04514525,0.029768471,0.001014493,0.028349275,0.00173587,0.064969641,0.035432566,0.158119965,0.073891594,0.067590847,0.167853623,0.159168494,0.144031159,0.068284058,0.045063768,0.049249012,0.014331029,0.01658257,0.050678261,0.147227329,0.010655072,0.040345411,0.098692754,0.205004831,0.072272464,0.266917184,0.115989855,0.020409067,0.057615608,0.017953043,0.237740711,0.194727536,0.047078261,0.008927536,0,0.048521739,0.257557005,0.044515942,0.084428986,0.037068066,0.315382195,0.107231445,0.129137391,0.099855072,0.111169082,0.030237307,0.047790622,0.000166008,0,0.002282195,0.002391884
128,0.043773913,0.031342029,0.132971014,0,0.054391304,0.056202899,0.101373424,0.114481423,0.016739614,0.099852496,0.105105797,0.054162319,0.005782609,0.047603543,0.022412067,0,0.021198913,0.001973551,0.06103524,0.030837681,0.149781485,0.073548019,0.061444088,0.166224638,0.179789414,0.136722464,0.069886957,0.049,0.049401318,0.01255236,0.012410048,0.048491304,0.149565217,0.010762219,0.037463607,0.096585507,0.209347826,0.077437681,0.228801656,0.118501449,0.025004385,0.054189967,0.016569275,0.223917523,0.192961905,0.055055072,0,0,0.07915942,0.238242512,0.044934493,0.056941063,0.031457071,0.323435197,0.10769451,0.123327923,0.0836,0.103540097,0.044490323,0.068497869,0.001364954,0,0.001055487,0.000872464
129,0.037269565,0.022114493,0.139953623,0,0.070933333,0.059646377,0.091293662,0.104068248,0.017025604,0.083046699,0.108230435,0.047495652,0.003855072,0.041085346,0.019252292,0,0.010734783,0.003908333,0.053663768,0.025136914,0.133569831,0.07436058,0.054603814,0.164722774,0.202880151,0.136247826,0.107101449,0.044948049,0.044863768,0.009607581,0.008774879,0.038289855,0.134739545,0.008370015,0.037724316,0.118730435,0.220818357,0.081455072,0.214487785,0.12507029,0.036366407,0.050200669,0.013322319,0.204431357,0.182988406,0.068828986,0,0,0.108684058,0.233098551,0.042,0.047455072,0.025107046,0.327792133,0.103405534,0.123781643,0.067817391,0.108371981,0.062228518,0.086890026,0.003971014,0.000311111,0.001595859,0.007213913
130,0.027327536,0.014731884,0.140836232,0.000811594,0.086173913,0.063089855,0.078491706,0.098229513,0.012399517,0.065458293,0.119113527,0.042251208,0,0.031685024,0.011831174,0,0.01171558,0.007676087,0.046513806,0.021803922,0.119190299,0.069084444,0.047652174,0.165898551,0.20492489,0.129052174,0.148530435,0.039899666,0.044621695,0.010451728,0.008599807,0.03317971,0.083291097,0.006065967,0.034304187,0.110565217,0.233110628,0.091147826,0.184646791,0.141781159,0.051405425,0.049566555,0.008677101,0.176591041,0.179821946,0.044672464,0,0,0.09675942,0.228319807,0.048711884,0.043391304,0.025409295,0.304524224,0.086755204,0.114011594,0.0546,0.091740097,0.074144741,0.095695823,0.012289328,0.00189256,0.003213665,0.015314783
131,0.012434783,0.006036232,0.198902899,0.005072464,0.07722029,0.061368116,0.073408696,0.106852437,0.001200483,0.09198132,0.169971739,0.063002899,0,0.021418357,0.001645312,0,0.004697101,0.01407029,0.046189474,0.021738278,0.080246199,0.033098164,0.022212357,0.147454865,0.169858601,0.125272464,0.15686087,0.055158751,0.059517611,0.01517592,0.015605643,0.052901449,0.117681159,0.008087556,0.042556683,0.097907246,0.27126715,0.069402899,0.185350311,0.164265942,0.038359866,0.034057525,0.000730435,0.086070619,0.10315942,0.028127536,0,0,0.135721739,0.266648792,0.081618551,0.05702029,0.024445377,0.305133747,0.053772508,0.052863382,0.037571014,0.127905314,0.024685554,0.050058653,0.005961001,0.006078454,0.000427536,0.009565217
132,0.021913043,0.014017391,0.185078261,0.001623188,0.043121739,0.089043478,0.072299563,0.096677734,0.00028744,0.111906602,0.248546618,0.120589372,0,0.013267311,1.24E-05,0,0.000811594,0.003543841,0.091619832,0.041817391,0.066830878,0.016175652,0.016727384,0.108875362,0.102410712,0.101403623,0.078081159,0.034046154,0.036613614,0.00955615,0.009210667,0.051685507,0.172771843,0.008049175,0.051823671,0.100546377,0.31776715,0.063089855,0.199767288,0.1777,0.055977555,0.043917503,0.000994203,0.064233465,0.100504762,0.011292754,0,0,0.160434783,0.378381643,0.065157101,0.047000966,0.018906947,0.228416563,0.038893808,0.03875401,0.037857971,0.163417391,0.008702571,0.018556522,0,0.001811014,0,0.001115942
133,0.009507246,0.007750725,0.186218841,0,0.061942029,0.070550725,0.064925581,0.081323584,0.000338164,0.098528824,0.257471256,0.104624155,0,0.022879549,0.001118841,0,0.005949638,0.021282971,0.091916095,0.055598124,0.056005442,0.024033816,0.028007628,0.138469979,0.129817265,0.154178261,0.078913043,0.037732441,0.039012033,0.009570866,0.009292599,0.106185507,0.208102692,0.01451914,0.076312238,0.089115942,0.272310145,0.059072464,0.159586749,0.173153623,0.072982832,0.061600446,0.000831884,0.095938603,0.144031056,0.033605797,0,0,0.161449275,0.364389855,0.055314783,0.046624155,0.013333133,0.18647205,0.033981028,0.035276135,0.044057971,0.168419324,0.009933427,0.022692242,0.004235046,6.76E-05,0,0.004075362
134,0,0.002231884,0.174631884,0.026214493,0.026965217,0.09675942,0.050680426,0.062946245,0.003266184,0.094582287,0.226774396,0.100152657,0,0.031360709,0.004575688,0,0.009408333,0.030111594,0.103179558,0.055306053,0.038169417,0.027462802,0.026373455,0.152552795,0.164479395,0.196928986,0.107110145,0.040168562,0.046165657,0.009572204,0.007608502,0.102089855,0.197887371,0.020816392,0.089111272,0.061934783,0.212214493,0.048521739,0.121104348,0.135846377,0.071936975,0.068134225,0.005135072,0.116754941,0.157200828,0.07342029,0.007101449,0,0.135721739,0.331949758,0.023092174,0.030003865,0.005105847,0.166530849,0.041602459,0.070470725,0.067704348,0.156251208,0.014126788,0.040292583,0.012253491,0,0.001822153,0.01397913
135,0.000710145,0.002536232,0.160972464,0.038898551,0.069785507,0.048521739,0.037273686,0.056054018,0.007667633,0.087329469,0.198364734,0.109835749,0,0.032154589,0.005163798,0,0.008077899,0.027038406,0.093040732,0.050135379,0.021187814,0.023003865,0.014090313,0.166337267,0.188378324,0.228365942,0.149391304,0.041389298,0.041538516,0.009067261,0.007836135,0.096318841,0.173850932,0.020858771,0.081773752,0.044986957,0.170415942,0.042266667,0.086776812,0.116111594,0.062259829,0.065427425,0.013132174,0.093808432,0.140250932,0.08693913,0.007913043,0,0.103773913,0.318390821,0.024321159,0.030577778,0.008109745,0.133658799,0.077081247,0.110003478,0.029101449,0.144165217,0.015774474,0.053793009,0.010010013,0,0.002220911,0.014123478
136,0.006028986,0.009604348,0.164757971,0.044191304,0.251710145,0.050446377,0.029372656,0.055638735,0.014095169,0.060909501,0.183781159,0.102218357,0,0.03706409,0.003700089,0,0.008946014,0.02216413,0.080654462,0.042611935,0.011725998,0.01568599,0.004545843,0.150080538,0.173665532,0.199988406,0.129562319,0.043548049,0.035044884,0.008990412,0.008617043,0.083591304,0.166057143,0.017524038,0.070708696,0.031456522,0.149525121,0.025449275,0.074443064,0.113787681,0.054012189,0.052273802,0.013207536,0.071212121,0.106936232,0.104475362,0.010910145,0,0.084834783,0.306609662,0.023678841,0.04181256,0.016782809,0.128187164,0.093319982,0.164214879,0.021614493,0.159668599,0.017043291,0.056642796,0.007247431,0,0.000733333,0.010717101
137,0.002231884,0.010189855,0.183036232,0.051408696,0.139530435,0.028127536,0.024731552,0.052524638,0.02056715,0.046743317,0.168874879,0.076485024,0.005376812,0.042417713,0.004144336,0,0.012971014,0.017011232,0.083274447,0.032376982,0.007671103,0.010355362,0.000886346,0.133074741,0.145339256,0.164018116,0.109921739,0.03060825,0.026685288,0.008475362,0.008477217,0.056253623,0.153732505,0.015146427,0.053869243,0.017569565,0.134928986,0.015884058,0.070873292,0.124400725,0.045862951,0.041046154,0.008996522,0.045076416,0.076007453,0.082028986,0.011292754,0,0.066533333,0.303219324,0.074075362,0.106392271,0.024609695,0.132268323,0.119185068,0.182521739,0.016310145,0.175444444,0.013914914,0.063993862,0.00223083,0,0.000702899,0.0044
138,0.000608696,0.009978261,0.211517391,0.093953623,0.098675362,0.284057971,0.022878505,0.052550461,0.025807246,0.037125282,0.149477536,0.061480193,0.029626087,0.035271176,0.004600887,0,0.012778986,0.009906884,0.068912586,0.019121569,0.00392026,0.004717874,0.000128146,0.107992754,0.124848393,0.127773188,0.079553623,0.027693868,0.021175582,0.007774508,0.008167575,0.040465217,0.135327536,0.014562519,0.043615298,0.0105,0.137715942,0,0.069036853,0.138450725,0.035419993,0.027092085,0.029086377,0.019094071,0.086291925,0.025066667,0.004463768,0,0.052852174,0.309350725,0.090853333,0.064902415,0.014733433,0.174154037,0.128311462,0.14592657,0.087321739,0.198221256,0.012126227,0.067483717,0.006572859,0,0.00132588,0.002416812
