MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,ME_solar_pv,MA_onshore_wind
0.0,0.951176286,0.0,0.837925315,0.000000000,0.882792358
0.0,0.578156769,0.0,0.78499949,0.000000000,0.697950953
0.0,0.766532242,0.0,0.735859871,0.000000000,0.751282187
0.0,0.755251288,0.0,0.797188938,0.000000000,0.798150559
0.0,0.814127564,0.0,0.769088507,0.000000000,0.802875969
0.0,0.635056913,0.0,0.651313007,0.000000000,0.645961116
0.0,0.438721806,0.0,0.832606494,0.000000000,0.599627913
0.0,0.431190372,0.0,0.866250396,0.000000000,0.605649067
0.0,0.903440833,0.0,0.864027858,0.000000000,0.897064412
0.156,0.570405245,0.166,0.758821309,0.176144203,0.672838808
0.404,0.424727678,0.415,0.766903937,0.420355836,0.608846567
0.5895,0.04422532,0.5985,0.158545822,0.633500235,0.093751472
0.7352,0.379491419,0.7319,0.481512964,0.785105353,0.405288071
0.7585,0.290955782,0.7612,0.515765071,0.774091441,0.442200032
0.7574,0.228433117,0.7616,0.327409714,0.782554588,0.277796135
0.7564,0.049992941,0.7613,0.150701791,0.795803839,0.099257124
0.7218,0.046729136,0.734,0.183942035,0.779861333,0.100100558
0.5695,0.032706205,0.5963,0.22856003,0.622810523,0.110418319
0.3748,0.08276625,0.4114,0.253796726,0.399747570,0.176215227
0.1256,0.073937908,0.1663,0.411970258,0.154332433,0.217500213
0.0,0.32332474,0.0,0.491147101,0.000000000,0.404694270
0.0,0.214101404,0.0,0.446698576,0.000000000,0.274463227
0.0,0.590696812,0.0,0.320417523,0.000000000,0.468339287
0.0,0.940650821,0.0,0.250929922,0.000000000,0.571162114
0.0,0.986708522,0.0,0.196168274,0.000000000,0.568886367
0.0,0.992123067,0.0,0.345403612,0.000000000,0.664609553
0.0,0.991291761,0.0,0.459766388,0.000000000,0.713046843
0.0,0.996148407,0.0,0.603367805,0.000000000,0.788510829
0.0,0.995660305,0.0,0.764377296,0.000000000,0.873823229
0.0,0.998087764,0.0,0.856861353,0.000000000,0.911811553
0.0,0.999179244,0.0,0.874952495,0.000000000,0.926239939
0.0,0.978411674,0.0,0.784491301,0.000000000,0.886804582
0.0,0.988471746,0.0,0.805743694,0.000000000,0.861604673
0.1417,0.972563863,0.1471,0.871245146,0.160281037,0.916799856
0.3746,0.860193193,0.3839,0.761437893,0.405645482,0.758973210
0.555,0.977611303,0.5632,0.658175886,0.599213080,0.785493387
0.6888,0.924170613,0.6936,0.690869927,0.740934194,0.766544700
0.7151,0.92140317,0.7288,0.662245572,0.764343719,0.797191294
0.7191,0.678457201,0.7308,0.78517282,0.774604218,0.702894954
0.7169,0.530529737,0.7273,0.941791952,0.769583498,0.714714751
0.6913,0.552220583,0.7098,0.24500373,0.749063319,0.417802944
0.5456,0.54663986,0.5645,0.245113075,0.605539989,0.355209972
0.3435,0.885551214,0.3522,0.941361308,0.382828916,0.903945529
0.1074,0.809209287,0.1413,0.98618567,0.154121962,0.880692398
0.0,0.947045088,0.0,0.995172977,0.000000000,0.963041244
0.0,0.941084564,0.0,0.998093724,0.000000000,0.939748619
0.0,0.979761243,0.0,0.964685678,0.000000000,0.980831972
0.0,0.966300726,0.0,0.975357533,0.000000000,0.974209134
0.0,0.985768616,0.0,0.999696434,0.000000000,0.985142592
0.0,0.991025448,0.0,0.998973668,0.000000000,1.000000000
0.0,1.0,0.0,0.999972284,0.000000000,1.000000000
0.0,1.0,0.0,0.999887466,0.000000000,0.990927193
0.0,1.0,0.0,0.999444842,0.000000000,0.986150688
0.0,1.0,0.0,0.998417675,0.000000000,0.985963679
0.0,0.99726069,0.0,0.999484837,0.000000000,0.966979060
0.0,0.997997463,0.0,0.999569833,0.000000000,0.960376362
0.0,0.985526741,0.0,0.999883115,0.000000000,0.996667156
0.1197,0.964686632,0.1399,0.999298275,0.147112947,0.944239619
0.3088,0.944541097,0.3618,0.999101043,0.351338164,0.907511465
0.5262,0.536328077,0.5493,0.360931009,0.583754938,0.466190504
0.6962,0.606397033,0.6799,0.591786504,0.741341724,0.560312955
0.7041,0.782111943,0.6712,0.603504419,0.728091476,0.662544465
0.7214,0.925477564,0.7275,0.537562609,0.777970987,0.695568373
0.7182,0.986507833,0.7167,0.702251792,0.756866738,0.802128241
0.6799,0.98940593,0.6531,0.717925072,0.711161052,0.837555425
0.5003,0.997570157,0.4194,0.642984033,0.496891568,0.796838625
0.2563,0.928186834,0.2272,0.659290433,0.258035079,0.801781580
0.0573,0.944288969,0.0997,0.62872386,0.065616991,0.763772519
0.0,0.916924953,0.0,0.637480617,0.000000000,0.752147940
0.0,0.960978448,0.0,0.517665744,0.000000000,0.731530849
0.0,0.968092442,0.0,0.666204035,0.000000000,0.761245470
0.0,1.0,0.0,0.999339342,0.000000000,0.979649343
0.0,1.0,0.0,0.999998868,0.000000000,0.941458478
0.0,1.0,0.0,0.996047318,0.000000000,0.964812624
0.0,1.0,0.0,0.999992073,0.000000000,0.984128502
0.0,0.985175908,0.0,0.992511392,0.000000000,0.987110190
0.0,0.998105943,0.0,0.954193354,0.000000000,0.950942813
0.0,0.994651496,0.0,0.837015808,0.000000000,0.891617401
0.0,0.976489484,0.0,0.955786705,0.000000000,0.967809100
0.0,0.908833861,0.0,0.967273116,0.000000000,0.951492887
0.0,1.0,0.0,0.988433897,0.000000000,1.000000000
0.068,0.993948758,0.0835,0.999951065,0.083054348,0.996750422
0.2112,0.997729301,0.2695,0.978153467,0.260579697,0.961541474
0.3565,0.973282814,0.3713,0.921738684,0.392352588,0.926553269
0.6662,0.956020236,0.6201,0.934893429,0.675681999,0.928787590
0.5108,0.789242506,0.564,0.815265656,0.595538116,0.749952690
0.5606,0.409362584,0.6273,0.741223335,0.621716413,0.562979761
0.6121,0.408174843,0.6487,0.6744982,0.670136444,0.575402775
0.5991,0.548042238,0.6268,0.595406175,0.621099951,0.607182798
0.4829,0.43639192,0.5499,0.525668025,0.563127122,0.482716380
0.3458,0.231994212,0.3951,0.507361531,0.371169978,0.343307378
0.1261,0.052285172,0.1602,0.594231486,0.177815344,0.319856049
0.0,0.357025117,0.0,0.662325919,0.000000000,0.491006221
0.0,0.732949853,0.0,0.76553905,0.000000000,0.729313353
0.0,0.835896611,0.0,0.727100492,0.000000000,0.756337625
0.0,0.916667819,0.0,0.467513978,0.000000000,0.673757772
0.0,0.927704155,0.0,0.379766822,0.000000000,0.676464162
0.0,0.838136792,0.0,0.417983443,0.000000000,0.648639201
0.0,0.863216162,0.0,0.256750464,0.000000000,0.554293708
0.0,0.949430048,0.0,0.233583644,0.000000000,0.552409083
0.0,0.941060185,0.0,0.278675765,0.000000000,0.592417266
0.0,0.936242521,0.0,0.387070656,0.000000000,0.630073448
0.0,0.781499147,0.0,0.526102424,0.000000000,0.647395499
0.0,0.878833294,0.0,0.54257977,0.000000000,0.705994022
0.0,0.840539217,0.0,0.546935201,0.000000000,0.650426445
0.1557,0.938784659,0.1773,0.49563694,0.180362365,0.725071501
0.3873,1.0,0.4252,0.375570089,0.412533942,0.692834994
0.5217,1.0,0.6064,0.265338719,0.613942367,0.625456382
0.5533,0.512392402,0.672,0.042529028,0.644143256,0.273512467
0.5509,0.880256116,0.662,0.043171629,0.636337872,0.459334982
0.5609,0.636457384,0.6731,0.099847563,0.652134917,0.360085307
0.5476,0.331572115,0.6822,0.071229011,0.666845378,0.212456067
0.5405,0.265138149,0.664,0.124946192,0.628521187,0.178473641
0.4664,0.259726405,0.5402,0.05209402,0.520992625,0.127390123
0.3215,0.042333797,0.4126,0.03491592,0.375976076,0.034730450
0.1216,0.009434449,0.1657,0.044058517,0.154515290,0.023208707
0.0,0.004450519,0.0,0.085504211,0.000000000,0.067458049
0.0,0.00112308,0.0,0.05047518,0.000000000,0.029407387
0.0,0.003747087,0.0,0.041518226,0.000000000,0.038350149
0.0,0.024076033,0.0,0.050809588,0.000000000,0.049444366
0.0,0.021759,0.0,0.094259828,0.000000000,0.038972398
0.0,0.034114461,0.0,0.168620676,0.000000000,0.090894599
0.0,0.023891719,0.0,0.222213805,0.000000000,0.132332595
0.0,0.186179474,0.0,0.314822733,0.000000000,0.271767279
0.0,0.38104105,0.0,0.495932102,0.000000000,0.460326498
0.0,0.649934053,0.0,0.650151074,0.000000000,0.655042292
0.0,0.954516172,0.0,0.722434103,0.000000000,0.822733242
0.0,0.992620289,0.0,0.821599841,0.000000000,0.910689509
0.0,0.936520875,0.0,0.891098857,0.000000000,0.914245427
0.1634,0.904002309,0.1727,0.947718859,0.213075385,0.897242425
0.3936,0.959290564,0.403,0.855734825,0.413559232,0.893628070
0.5714,0.997889757,0.5786,0.781125665,0.606684426,0.918796891
0.71,0.97593081,0.7085,0.570445776,0.755439010,0.772595308
0.7321,0.898932219,0.7397,0.509441078,0.800345099,0.682052659
0.7319,0.811445594,0.7344,0.368178248,0.794031373,0.591169474
0.7256,0.654419601,0.7274,0.35065493,0.779116366,0.503463753
0.6916,0.87814188,0.7056,0.409701467,0.718781497,0.614389477
0.5494,0.918886721,0.582,0.360668629,0.592113333,0.614606856
0.3596,0.893582225,0.4025,0.36010474,0.435678833,0.590660966
0.1252,0.785220444,0.1701,0.591436982,0.156782813,0.618584712
0.0,0.402687788,0.0,0.708642364,0.000000000,0.558565152
0.0,0.617656231,0.0,0.82046771,0.000000000,0.693267851
0.0,0.984407663,0.0,0.864358187,0.000000000,0.911952855
0.0,0.995673418,0.0,0.909158468,0.000000000,0.939001157
0.0,0.996125698,0.0,0.912114024,0.000000000,0.919832719
0.0,0.996468723,0.0,0.910067558,0.000000000,0.896417719
0.0,0.999576688,0.0,0.943207622,0.000000000,0.976684095
0.0,1.0,0.0,0.973380089,0.000000000,0.974151042
0.0,1.0,0.0,0.940153837,0.000000000,0.966153022
0.0,1.0,0.0,0.91532141,0.000000000,0.933561680
0.0,1.0,0.0,0.823573351,0.000000000,0.905464994
0.0,0.997932971,0.0,0.769023776,0.000000000,0.892020207
0.0,0.576825738,0.0,0.751461267,0.000000000,0.670195575
0.1679,0.522010744,0.178,0.691029072,0.176635934,0.604024181
0.396,0.396924198,0.3975,0.609168649,0.444452639,0.499002838
0.563,0.093860313,0.5443,0.427506924,0.580690617,0.232186546
0.6706,0.000968326,0.6526,0.243211508,0.712808247,0.109394645
0.6657,0.000559083,0.7038,0.09838438,0.733599970,0.041134228
0.6913,0.002839562,0.7204,0.099666074,0.730541321,0.035047806
0.7119,0.05369129,0.7054,0.150002077,0.761800485,0.110027601
0.6575,0.106160432,0.6333,0.112126678,0.687393402,0.139531393
0.4746,0.405335158,0.4573,0.106715046,0.459163642,0.233277990
0.2529,0.466974974,0.2714,0.033043709,0.258104004,0.255424120
0.0605,0.504664838,0.12,0.045953594,0.099828611,0.282520854
0.0,0.436319679,0.0,0.058469668,0.000000000,0.237302176
0.0,0.594810069,0.0,0.088949315,0.000000000,0.340513845
0.0,0.286904961,0.0,0.102096111,0.000000000,0.199850954
0.0,0.72546494,0.0,0.095217265,0.000000000,0.404170592
0.0,0.649517715,0.0,0.076705948,0.000000000,0.378365579
0.0,0.970897734,0.0,0.099279359,0.000000000,0.498973679
0.0,0.984175384,0.0,0.165502518,0.000000000,0.557960031
0.0,0.971434653,0.0,0.347325444,0.000000000,0.641084852
0.0,0.951295972,0.0,0.469937921,0.000000000,0.719506727
0.0,0.665538132,0.0,0.48506546,0.000000000,0.560817346
0.0,0.485775739,0.0,0.450072348,0.000000000,0.484424137
0.0,0.586572409,0.0,0.524389505,0.000000000,0.535627100
0.0,0.314877361,0.0,0.529067636,0.000000000,0.396829033
0.0216,0.253938198,0.0008,0.635453224,0.000000000,0.406024718
0.1372,0.282200575,0.1681,0.693594694,0.172079373,0.494460941
0.3468,0.455013752,0.2841,0.748036623,0.347653012,0.588481335
0.3952,0.425737321,0.4238,0.699359,0.439242337,0.582671522
0.4551,0.350205302,0.5036,0.715241432,0.529680357,0.513013843
0.5095,0.10915257,0.5608,0.725916386,0.557487651,0.414012059
0.5567,0.282129973,0.6057,0.554692149,0.633429224,0.412276917
0.5691,0.539324522,0.6271,0.463497996,0.623606689,0.480711363
0.4904,0.398482323,0.5014,0.410652399,0.508336921,0.393607219
0.3087,0.382317036,0.3431,0.411891937,0.365496796,0.382549827
0.1034,0.458801717,0.1478,0.350100338,0.138645907,0.398012913
0.0,0.639211178,0.0,0.502110302,0.000000000,0.545930265
0.0,0.48445034,0.0,0.400786102,0.000000000,0.411263113
0.0,0.407714665,0.0,0.338156611,0.000000000,0.383495423
0.0,0.457243055,0.0,0.296311975,0.000000000,0.374392138
0.0,0.379113436,0.0,0.250761002,0.000000000,0.323671923
0.0,0.643149376,0.0,0.373296142,0.000000000,0.505253579
0.0,0.739843905,0.0,0.392606795,0.000000000,0.547350462
0.0,0.744242132,0.0,0.342455387,0.000000000,0.527792994
0.0,0.517800868,0.0,0.384777874,0.000000000,0.437103391
0.0,0.547553062,0.0,0.372394681,0.000000000,0.468944665
0.0,0.292001784,0.0,0.345625937,0.000000000,0.329019505
0.0,0.278448999,0.0,0.285992652,0.000000000,0.275795480
0.0,0.188094363,0.0,0.319875509,0.000000000,0.243719826
0.1381,0.29546839,0.1811,0.149909288,0.133869749,0.223456011
0.3552,0.060368687,0.4159,0.188974708,0.409158297,0.124399317
0.516,0.433770508,0.5904,0.227737769,0.607718462,0.257855490
0.6441,0.841369748,0.7199,0.222857833,0.708007318,0.534836609
0.6863,0.867883384,0.7504,0.178924173,0.768163068,0.516201898
0.6974,0.808689833,0.7513,0.230385229,0.763359717,0.536513994
0.689,0.720603824,0.7527,0.313904047,0.757069635,0.497365289
0.6444,0.925463676,0.7282,0.231131107,0.711690246,0.557309852
0.5104,0.974222183,0.5953,0.118479937,0.580626996,0.522866090
0.3224,0.923883617,0.4131,0.108378366,0.350041235,0.479043113
0.0976,0.700876653,0.1772,0.126201987,0.125383528,0.380336638
0.0,0.369099528,0.0,0.1915932,0.000000000,0.286849619
0.0,0.399094999,0.0,0.087307885,0.000000000,0.248887055
0.0,0.369828701,0.0,0.212488472,0.000000000,0.303122738
0.0,0.456635565,0.0,0.238024101,0.000000000,0.330471670
0.0,0.315475225,0.0,0.175091133,0.000000000,0.273350584
0.0,0.437790543,0.0,0.190366015,0.000000000,0.296694356
0.0,0.516684294,0.0,0.18132101,0.000000000,0.368070757
0.0,0.200676456,0.0,0.139478579,0.000000000,0.152443874
0.0,0.124332264,0.0,0.158513397,0.000000000,0.159253716
0.0,0.040397804,0.0,0.258819371,0.000000000,0.206760514
0.0,0.031570446,0.0,0.347566664,0.000000000,0.177986154
0.0,0.119748175,0.0,0.335642815,0.000000000,0.229004045
0.0,0.099887632,0.0,0.28139779,0.000000000,0.186623793
0.1353,0.057780869,0.1354,0.215508968,0.137711969,0.137197785
0.3241,0.034937978,0.3278,0.411743343,0.356932455,0.238475215
0.4493,0.021822968,0.4588,0.360333353,0.471738323,0.196149334
0.5111,0.016833968,0.5147,0.274066985,0.525547619,0.172327418
0.5157,0.033941843,0.5454,0.119847938,0.546525731,0.093410878
0.5283,0.042937491,0.5871,0.131144375,0.561836782,0.092589017
0.5478,0.07188642,0.6394,0.142771155,0.597255594,0.104191387
0.5083,0.177145556,0.6015,0.107926778,0.579567771,0.170374194
0.4275,0.235143512,0.4526,0.099619679,0.451682726,0.190156745
0.2737,0.288483322,0.2548,0.124753639,0.303319706,0.255449111
0.0788,0.241350159,0.0717,0.151884228,0.067566166,0.186929353
0.0,0.079196244,0.0,0.351649582,0.000000000,0.219031092
0.0,0.203926861,0.0,0.419323832,0.000000000,0.303579390
0.0,0.190272316,0.0,0.256727844,0.000000000,0.250084109
0.0,0.238685489,0.0,0.322941542,0.000000000,0.272383903
0.0,0.346415222,0.0,0.364507675,0.000000000,0.368217878
0.0,0.324332952,0.0,0.364395738,0.000000000,0.331137312
0.0,0.387494326,0.0,0.284837127,0.000000000,0.351974491
0.0,0.339396417,0.0,0.249696791,0.000000000,0.287189751
0.0,0.372096896,0.0,0.225971967,0.000000000,0.299806015
0.0,0.172742859,0.0,0.248411149,0.000000000,0.173017702
0.0,0.068465576,0.0,0.266688049,0.000000000,0.140431680
0.0,0.130037233,0.0,0.260192186,0.000000000,0.190586053
0.0,0.034687974,0.0,0.261451244,0.000000000,0.129016182
0.1294,0.035063535,0.0587,0.361411124,0.099799514,0.190288099
0.2557,0.008289024,0.2359,0.352815688,0.285337837,0.175282540
0.3575,0.016100887,0.363,0.374715149,0.378153002,0.198495161
0.4229,0.002511474,0.4041,0.373821139,0.433309075,0.197979976
0.4246,0.01721886,0.4404,0.325272471,0.476520426,0.158901743
0.4343,0.000412406,0.4086,0.30082798,0.449845419,0.161066571
0.3961,0.000147013,0.3769,0.331405461,0.403645078,0.132576632
0.3624,0.034329392,0.4113,0.309696198,0.393917463,0.173842613
0.3349,0.012976373,0.3935,0.271864802,0.405563081,0.129541595
0.2482,0.000344071,0.2956,0.323391706,0.268380106,0.150742690
0.077,0.020783667,0.1214,0.365880847,0.068587316,0.169154797
0.0,0.000900744,0.0,0.516988158,0.000000000,0.259902903
0.0,0.277779102,0.0,0.655395508,0.000000000,0.439133554
0.0,0.354036391,0.0,0.602178574,0.000000000,0.500009891
0.0,0.488304019,0.0,0.772366583,0.000000000,0.649890681
0.0,0.395584613,0.0,0.784240246,0.000000000,0.593660460
0.0,0.416628152,0.0,0.832921505,0.000000000,0.616861830
0.0,0.331118405,0.0,0.802617192,0.000000000,0.574295130
0.0,0.146899745,0.0,0.801084757,0.000000000,0.469197557
0.0,0.107765652,0.0,0.824281335,0.000000000,0.421509552
0.0,0.207946822,0.0,0.763737381,0.000000000,0.474923651
0.0,0.214592934,0.0,0.670493901,0.000000000,0.431904412
0.0,0.133343473,0.0,0.561394691,0.000000000,0.312007533
0.0,0.032412417,0.0,0.579198837,0.000000000,0.307819684
0.1565,0.019317981,0.1624,0.331518024,0.170469552,0.153483070
0.335,0.003874385,0.341,0.276616782,0.371524549,0.121741966
0.4633,0.004827745,0.4545,0.171015918,0.485185537,0.088464791
0.5242,0.000367292,0.529,0.050551672,0.543602589,0.014914889
0.5091,0.0,0.5333,0.006707076,0.561957256,0.003554714
0.5234,0.008319248,0.5503,0.00223836,0.537272481,0.000000000
0.51,0.010602918,0.5553,0.00626575,0.563675195,0.015280145
0.5288,0.000510577,0.6184,0.018924959,0.594998649,0.023344438
0.4951,0.021330543,0.5482,0.06349127,0.560757703,0.053139419
0.3505,0.054256976,0.404,0.079902977,0.390068070,0.088242845
0.1309,0.079658069,0.1765,0.138606176,0.181277968,0.104797542
0.0,0.351788372,0.0,0.563610315,0.000000000,0.457716554
0.0,0.568106771,0.0,0.862168968,0.000000000,0.750919646
0.0,0.516105413,0.0,0.732339084,0.000000000,0.586457234
0.0,0.546635389,0.0,0.808844805,0.000000000,0.659266442
0.0,0.638684452,0.0,0.863593698,0.000000000,0.741735719
0.0,0.668598831,0.0,0.865824878,0.000000000,0.744532622
0.0,0.858485937,0.0,0.946345329,0.000000000,0.902168464
0.0,0.714756012,0.0,0.980912328,0.000000000,0.823266650
0.0,0.861982465,0.0,0.981434584,0.000000000,0.899857209
0.0,0.756157398,0.0,0.963563561,0.000000000,0.811553884
0.0,0.716245651,0.0,0.901396632,0.000000000,0.798912210
0.0,0.669366837,0.0,0.820207238,0.000000000,0.681752012
0.0016,0.378620893,0.0,0.878808856,0.000000000,0.646801436
0.1781,0.430206776,0.1668,0.878085494,0.172552740,0.652808695
0.3859,0.129357621,0.3594,0.643517971,0.388055925,0.392019524
0.534,0.047776371,0.4832,0.47891295,0.539883133,0.251740649
0.6506,0.076518767,0.5788,0.447096676,0.647128200,0.231977801
0.701,0.046268854,0.675,0.424488604,0.716386643,0.192078563
0.7158,0.000436592,0.7196,0.437105775,0.766905773,0.227472015
0.7076,0.004686596,0.7165,0.447213411,0.747066150,0.211878665
0.6734,0.033089064,0.692,0.514680505,0.720756464,0.252528565
0.5358,0.110267431,0.5711,0.521883607,0.571746053,0.328659791
0.3592,0.216820419,0.4068,0.66914618,0.390771484,0.405258893
0.1325,0.418335825,0.1851,0.727960706,0.155883634,0.568222520
0.0,0.224600241,0.0,0.925372899,0.000000000,0.568850541
0.0,0.254885405,0.0,0.897239804,0.000000000,0.558629561
0.0,0.678562641,0.0,0.831842959,0.000000000,0.738846366
0.0,0.775005221,0.0,0.893210173,0.000000000,0.812771985
0.0,0.935262322,0.0,0.910190523,0.000000000,0.880486715
0.0,0.998415887,0.0,0.937912464,0.000000000,0.955334385
0.0,0.998503923,0.0,0.987221956,0.000000000,0.973031108
0.0,0.981334448,0.0,0.978059888,0.000000000,0.941914807
0.0,0.976984143,0.0,0.936176896,0.000000000,0.934738851
0.0,0.917273223,0.0,0.841554105,0.000000000,0.844648034
0.0,0.857299387,0.0,0.794166327,0.000000000,0.776546726
0.0,0.685744822,0.0,0.772697628,0.000000000,0.732124579
0.0029,0.197402641,0.0,0.772494197,0.000000000,0.497375029
0.1779,0.174021095,0.1726,0.593601346,0.174365318,0.368577922
0.3938,0.097864166,0.3929,0.568524837,0.404662155,0.359898771
0.5573,0.032948181,0.563,0.287257016,0.592433433,0.130206693
0.6766,0.002176364,0.6712,0.143510789,0.725491166,0.079778923
0.678,0.000552898,0.683,0.149639636,0.706762909,0.058699690
0.6611,0.000874054,0.6739,0.119550511,0.696021728,0.063335338
0.6551,0.003476053,0.6618,0.132416099,0.704057512,0.092994511
0.6173,0.019248929,0.6523,0.152063802,0.666486141,0.066164746
0.4965,0.119166195,0.546,0.258123368,0.538962876,0.214663004
0.3363,0.274659663,0.3826,0.426247716,0.402708237,0.338172103
0.1242,0.392801732,0.1625,0.560484052,0.148603161,0.415452609
0.0,0.536450446,0.0,0.601749539,0.000000000,0.579229856
0.0,0.939421058,0.0,0.709239244,0.000000000,0.794866234
0.0,0.438982993,0.0,0.753030419,0.000000000,0.581650700
0.0,0.353878379,0.0,0.699030638,0.000000000,0.524752280
0.0,0.556829035,0.0,0.5368644,0.000000000,0.566091600
0.0,0.65021956,0.0,0.578089058,0.000000000,0.605892124
0.0,0.622024417,0.0,0.555813074,0.000000000,0.579762035
0.0,0.764623284,0.0,0.538930714,0.000000000,0.625008825
0.0,0.715029895,0.0,0.462965727,0.000000000,0.613098929
0.0,0.372809708,0.0,0.360287905,0.000000000,0.371447036
0.0,0.113940589,0.0,0.488380849,0.000000000,0.294982080
0.0,0.056374628,0.0,0.599999964,0.000000000,0.291065845
0.0,0.016238747,0.0,0.561654091,0.000000000,0.286902228
0.1809,0.333949357,0.1937,0.482259929,0.195391762,0.411870070
0.3869,0.144480377,0.4011,0.261952311,0.400907338,0.153178989
0.5486,2.18e-5,0.5435,0.171321541,0.577548775,0.106167673
0.673,0.000401923,0.6766,0.103632301,0.696299885,0.085825892
0.688,0.009390152,0.6954,0.086341038,0.733268461,0.040545042
0.6933,0.15701367,0.698,0.134537384,0.739218259,0.145180141
0.6864,0.406255186,0.6964,0.17796576,0.753459498,0.337468360
0.65,0.417066693,0.6672,0.189786106,0.689136248,0.294006196
0.5134,0.336111903,0.5446,0.208149701,0.517615963,0.277050954
0.3401,0.290232033,0.3849,0.401330531,0.394708496,0.353112009
0.123,0.256617188,0.17,0.471578002,0.151768849,0.366049921
0.0,0.407308728,0.0,0.758596778,0.000000000,0.576381292
0.0,0.214790255,0.0,0.877489209,0.000000000,0.512233169
0.0,0.390825689,0.0,0.815006971,0.000000000,0.595268170
0.0,0.471649319,0.0,0.755335033,0.000000000,0.578620424
0.0,0.307960331,0.0,0.65353626,0.000000000,0.476252484
0.0,0.340681136,0.0,0.605977595,0.000000000,0.478560556
0.0,0.290637463,0.0,0.56266588,0.000000000,0.428337001
0.0,0.219434485,0.0,0.582483292,0.000000000,0.363824017
0.0,0.292016774,0.0,0.645784974,0.000000000,0.435989505
0.0,0.488625586,0.0,0.775624633,0.000000000,0.600641721
0.0,0.340097755,0.0,0.69383806,0.000000000,0.509846277
0.0,0.235136852,0.0,0.752719223,0.000000000,0.476798165
0.0004,0.588210523,0.0,0.862523913,0.008794693,0.669069308
0.1559,0.332647651,0.1358,0.737461805,0.137220016,0.512253374
0.3681,0.093162946,0.3612,0.54701364,0.362920137,0.272926513
0.5112,0.001849365,0.4843,0.360572845,0.496145236,0.207280874
0.7546,0.0,0.723,0.313053399,0.765157309,0.174102792
0.6648,0.0,0.6153,0.266081452,0.669704523,0.129392559
0.6766,0.000464521,0.642,0.223596364,0.669305495,0.110276206
0.6849,0.103742942,0.6483,0.218776628,0.695366093,0.134325375
0.6482,0.370955497,0.6173,0.203460976,0.650964959,0.296338725
0.5121,0.341479361,0.5187,0.224217921,0.521167296,0.277926150
0.3377,0.444000244,0.3615,0.330130666,0.392096719,0.368151624
0.1213,0.292105019,0.1552,0.519130349,0.208807693,0.424491525
0.0,0.224894032,0.0,0.726869047,0.000000000,0.451743763
0.0,0.31001246,0.0,0.743680954,0.000000000,0.507225076
0.0,0.206186026,0.0,0.728035569,0.000000000,0.431510567
0.0,0.352164268,0.0,0.608524561,0.000000000,0.442602854
0.0,0.416088998,0.0,0.492403865,0.000000000,0.465343449
0.0,0.530061185,0.0,0.513981462,0.000000000,0.494517398
0.0,0.507622302,0.0,0.533729076,0.000000000,0.520199269
0.0,0.678049803,0.0,0.674548864,0.000000000,0.649447307
0.0,0.010443158,0.0,0.062698871,0.000000000,0.057034002
0.0,0.427970886,0.0,0.841359735,0.000000000,0.619815457
0.0,0.334010154,0.0,0.914813161,0.000000000,0.613624034
0.0,0.451444775,0.0,0.974680662,0.000000000,0.674919294
0.0008,0.351748496,0.0,0.978852689,0.007025792,0.655025626
0.1746,0.381634384,0.157,0.922392011,0.160990149,0.663223303
0.3796,0.204491615,0.3642,0.839634836,0.410172659,0.502178968
0.555,0.022155629,0.5463,0.690602899,0.580240406,0.316601194
0.6824,0.087142006,0.6775,0.606630445,0.705875277,0.344075297
0.6979,0.034761738,0.6949,0.617718577,0.732521318,0.326630244
0.6999,0.114951245,0.6981,0.573944688,0.743456663,0.308671531
0.6953,0.093523912,0.6977,0.547802687,0.740226411,0.332735089
0.6556,0.116833173,0.6681,0.769956887,0.682142288,0.418773326
0.5221,0.247117937,0.5478,0.80558908,0.531937012,0.508902199
0.3484,0.302383065,0.3858,0.87547338,0.375777554,0.625252136
0.1274,0.435858846,0.1707,0.963667393,0.151507781,0.692272701
0.0,0.296017647,0.0,0.995695174,0.000000000,0.629247796
0.0,0.382669896,0.0,0.942333877,0.000000000,0.634880255
0.0,0.432901084,0.0,0.954547882,0.000000000,0.687331062
0.0,0.662971437,0.0,0.963854551,0.000000000,0.789800773
0.0,0.961305439,0.0,0.918889642,0.000000000,0.939762973
0.0,0.951534867,0.0,0.831322074,0.000000000,0.854026496
0.0,0.68373543,0.0,0.881467462,0.000000000,0.732016939
0.0,0.600812972,0.0,0.858075261,0.000000000,0.698195409
0.0,0.814034224,0.0,0.935281634,0.000000000,0.835026331
0.0,0.911757529,0.0,0.955151796,0.000000000,0.947557557
0.0,0.600341201,0.0,0.945564926,0.000000000,0.739090018
0.0,0.718456745,0.0,0.966163337,0.000000000,0.842952363
0.0,0.47460106,0.0,0.964919329,0.000000000,0.704748816
0.1287,0.611973166,0.1307,0.897765279,0.145319037,0.695879346
0.2969,0.462337017,0.3218,0.894047737,0.313058165,0.682340385
0.4366,0.286065727,0.4241,0.956014991,0.460163863,0.569960182
0.5574,0.410449386,0.4843,0.987810135,0.526665214,0.641648629
0.6471,0.18657057,0.5087,0.994437337,0.584878798,0.573361046
0.6988,0.044284698,0.6118,0.996686101,0.688086625,0.493208889
0.7057,0.004641407,0.6588,0.995325267,0.726263053,0.497929271
0.6681,0.010756869,0.6495,0.998466611,0.675223283,0.508247505
