ID,Cata,源,汇,NEWID,NO,Status,SY,YR,CA（MW）,UH（h）,SP（g/kWh）,CE（Mt/年）,TCE（Mt）,lat1,lng1,源lat,源lng,汇lat,汇lng,UT,是否热电联产,距离,最近埋存点,埋存点性质,总碳封存额（Mt）
1,煤源,Y1,,CSP0001,1,01 Operating,2015,30,50,3822,320.7,0.171600156,3.603603276,46.41813342,125.3375262,46.41813342,125.3375262,,,亚临界,热电联产,31.71897519,CCS111,陆地埋存,703.61
2,煤源,Y2,,CSP0002,1,01 Operating,2015,30,3,3822,380.7,0.012222297,0.256668245,50.239159,127.507293,50.239159,127.507293,,,亚临界,热电联产,443.3149252,CCS111,陆地埋存,703.61
3,煤源,Y3,,CSP0003,1,01 Operating,2015,30,30,3822,332.7,0.10681267,2.243066062,49.16121117,125.2627981,49.16121117,125.2627981,,,亚临界,热电联产,284.4499034,CCS111,陆地埋存,703.61
4,煤源,Y4,,CSP0004,1,01 Operating,2015,30,15,3822,320.7,0.051480047,1.081080983,46.17637495,129.4306571,46.17637495,129.4306571,,,亚临界,热电联产,230.7032584,CCS066,陆地埋存,5
5,煤源,Y5,,CSP0005,1,01 Operating,2015,30,19,3822,320.7,0.065208059,1.369369245,45.94751214,128.0272955,45.94751214,128.0272955,,,亚临界,热电联产,144.6623435,CCS066,陆地埋存,5
6,煤源,Y6,,CSP0006,1,01 Operating,2011,30,150,4492,320.7,0.605045448,10.28577262,21.72438269,108.6784903,21.72438269,108.6784903,,,亚临界,常规煤电,99.99828916,CCS059,海洋埋存,18
7,煤源,Y7,,CSP0007,1,01 Operating,2010,30,150,4492,320.7,0.605045448,9.680727168,21.72438269,108.6784903,21.72438269,108.6784903,,,亚临界,常规煤电,99.99828916,CCS059,海洋埋存,18
8,煤源,Y8,,CSP0008,1,01 Operating,2004,30,62,3888,305.7,0.206334294,2.063342938,29.95766,121.7675,29.95766,121.7675,,,亚临界,热电联产,271.5976144,CCS002,海洋埋存,341800
9,煤源,Y9,,CSP0009,1,01 Operating,2004,30,62,3888,305.7,0.206334294,2.063342938,29.95766,121.7675,29.95766,121.7675,,,亚临界,热电联产,271.5976144,CCS002,海洋埋存,341800
10,煤源,Y10,,CSP0010,1,01 Operating,1998,30,38,3888,305.7,0.126462954,0.505851817,30.75505801,120.7319274,30.75505801,120.7319274,,,亚临界,热电联产,220.5187177,CCS044,陆地埋存,100
11,煤源,Y11,,CSP0011,1,01 Operating,1998,30,38,3888,305.7,0.126462954,0.505851817,30.75505801,120.7319274,30.75505801,120.7319274,,,亚临界,热电联产,220.5187177,CCS044,陆地埋存,100
12,煤源,Y12,,CSP0012,1,01 Operating,2011,30,50,5260,317.7,0.23395428,3.97722276,40.60231451,81.21189743,40.60231451,81.21189743,,,亚临界,热电联产,143.3752951,CCS128,陆地埋存,12.85
13,煤源,Y13,,CSP0013,1,01 Operating,2023,30,15,4610,315,0.0609903,1.7687187,24.526828,117.881255,24.526828,117.881255,,,亚临界,热电联产,222.1288989,CCS023,海洋埋存,11000
14,煤源,Y14,,CSP0014,1,01 Operating,2023,30,15,4610,315,0.0609903,1.7687187,24.526828,117.881255,24.526828,117.881255,,,亚临界,热电联产,222.1288989,CCS023,海洋埋存,11000
15,煤源,Y15,,CSP0015,1,01 Operating,2016,30,6,3330,315.7,0.017661521,0.388553458,36.13689,114.28122,36.13689,114.28122,,,亚临界,热电联产,84.91196425,CCS104,陆地埋存,25.36
16,煤源,Y16,,CSP0016,1,01 Operating,2023,30,12,4577,315,0.048442968,1.404846072,30.111182,117.027533,30.111182,117.027533,,,亚临界,热电联产,386.7986188,CCS016,陆地埋存,52800
17,煤源,Y17,,CSP0017,1,01 Operating,2023,30,12,4577,315,0.048442968,1.404846072,30.111182,117.027533,30.111182,117.027533,,,亚临界,热电联产,386.7986188,CCS016,陆地埋存,52800
18,煤源,Y18,,CSP0018,1,01 Operating,2022,30,15,4577,315,0.06055371,1.69550388,33.232023,117.337521,33.232023,117.337521,,,亚临界,热电联产,219.9838871,CCS007,陆地埋存,178000
19,煤源,Y19,,CSP0019,1,01 Operating,2022,30,15,4577,315,0.06055371,1.69550388,33.232023,117.337521,33.232023,117.337521,,,亚临界,热电联产,219.9838871,CCS007,陆地埋存,178000
20,煤源,Y20,,CSP0020,1,01 Operating,2023,30,40,4577,280,0.14353472,4.16250688,33.2209,117.34967,33.2209,117.34967,,,亚临界,热电联产,221.5876682,CCS007,陆地埋存,178000
21,煤源,Y21,,CSP0021,1,01 Operating,2023,30,40,4577,280,0.14353472,4.16250688,33.2209,117.34967,33.2209,117.34967,,,亚临界,热电联产,221.5876682,CCS007,陆地埋存,178000
22,煤源,Y22,,CSP0022,1,01 Operating,2023,30,40,4577,280,0.14353472,4.16250688,33.2209,117.34967,33.2209,117.34967,,,亚临界,热电联产,221.5876682,CCS007,陆地埋存,178000
23,煤源,Y23,,CSP0023,1,01 Operating,2023,30,40,4577,280,0.14353472,4.16250688,33.2209,117.34967,33.2209,117.34967,,,亚临界,热电联产,221.5876682,CCS007,陆地埋存,178000
24,煤源,Y24,,CSP0024,1,01 Operating,2005,30,12,4577,313.7,0.048243045,0.530673491,32.932553,115.870439,32.932553,115.870439,,,亚临界,常规煤电,153.2758901,CCS007,陆地埋存,178000
25,煤源,Y25,,CSP0025,1,01 Operating,1998,30,6,4577,313.7,0.024121522,0.096486089,32.932553,115.870439,32.932553,115.870439,,,亚临界,常规煤电,153.2758901,CCS007,陆地埋存,178000
26,煤源,Y26,,CSP0026,1,01 Operating,1997,30,6,4577,313.7,0.024121522,0.072364567,32.932553,115.870439,32.932553,115.870439,,,亚临界,常规煤电,153.2758901,CCS007,陆地埋存,178000
27,煤源,Y27,,CSP0027,1,01 Operating,2012,30,300,4577,319.7,1.229144196,22.12459553,32.576194,117.257021,32.576194,117.257021,,,亚临界,热电联产,259.2611956,CCS007,陆地埋存,178000
28,煤源,Y28,,CSP0028,1,01 Operating,2012,30,300,4577,319.7,1.229144196,22.12459553,32.576194,117.257021,32.576194,117.257021,,,亚临界,热电联产,259.2611956,CCS007,陆地埋存,178000
29,煤源,Y29,,CSP0029,1,01 Operating,2008,30,15,4577,309.4,0.0594772,0.832680794,32.459318,118.456992,32.459318,118.456992,,,亚临界,常规煤电,158.7596357,CCS044,陆地埋存,100
30,煤源,Y30,,CSP0030,1,01 Operating,2005,30,3,4577,313.7,0.012060761,0.132668373,32.459318,118.456992,32.459318,118.456992,,,亚临界,常规煤电,158.7596357,CCS044,陆地埋存,100
31,煤源,Y31,,CSP0031,1,01 Operating,2008,30,50,4577,289.4,0.185441732,2.596184248,31.721664,117.215023,31.721664,117.215023,,,亚临界,热电联产,294.2069272,CCS044,陆地埋存,100
32,煤源,Y32,,CSP0032,1,01 Operating,2009,30,25,4577,289.4,0.092720866,1.39081299,31.721664,117.215021,31.721664,117.215021,,,亚临界,热电联产,294.2071031,CCS044,陆地埋存,100
33,煤源,Y33,,CSP0033,1,01 Operating,2003,30,6,4577,313.7,0.024121522,0.217093701,31.852298,117.361103,31.852298,117.361103,,,亚临界,常规煤电,276.1093191,CCS044,陆地埋存,100
34,煤源,Y34,,CSP0034,1,01 Operating,2003,30,15,4577,313.7,0.060303806,0.542734252,33.067724,115.288453,33.067724,115.288453,,,亚临界,常规煤电,128.0577569,CCS007,陆地埋存,178000
35,煤源,Y35,,CSP0035,1,01 Operating,2002,30,15,4577,313.7,0.060303806,0.482430446,33.067724,115.288453,33.067724,115.288453,,,亚临界,常规煤电,128.0577569,CCS007,陆地埋存,178000
36,煤源,Y36,,CSP0036,1,01 Operating,1999,30,6,4577,313.7,0.024121522,0.120607612,33.067724,115.288453,33.067724,115.288453,,,亚临界,常规煤电,128.0577569,CCS007,陆地埋存,178000
37,煤源,Y37,,CSP0037,1,01 Operating,1996,30,6,4577,313.7,0.024121522,0.048243045,33.067724,115.288453,33.067724,115.288453,,,亚临界,常规煤电,128.0577569,CCS007,陆地埋存,178000
38,煤源,Y38,,CSP0038,1,01 Operating,2006,30,12,4577,313.7,0.048243045,0.578916536,33.501281,116.239743,33.501281,116.239743,,,亚临界,常规煤电,119.4349107,CCS007,陆地埋存,178000
39,煤源,Y39,,CSP0039,1,01 Operating,2005,30,15,4577,313.7,0.060303806,0.663341864,31.740774,118.493394,31.740774,118.493394,,,亚临界,常规煤电,185.6375213,CCS044,陆地埋存,100
40,煤源,Y40,,CSP0040,1,01 Operating,2016,30,50,4577,309.4,0.198257332,4.361661304,31.71971,118.492562,31.71971,118.492562,,,亚临界,常规煤电,187.0319521,CCS044,陆地埋存,100
41,煤源,Y41,,CSP0041,1,01 Operating,2005,30,15,4577,313.7,0.060303806,0.663341864,32.294276,118.332064,32.294276,118.332064,,,亚临界,热电联产,173.9826369,CCS044,陆地埋存,100
42,煤源,Y42,,CSP0042,1,01 Operating,2023,30,9,4577,280,0.032295312,0.936564048,32.03972,116.888128,32.03972,116.888128,,,亚临界,热电联产,285.1608324,CCS007,陆地埋存,178000
43,煤源,Y43,,CSP0043,1,01 Operating,2023,30,9,4577,280,0.032295312,0.936564048,32.03972,116.888128,32.03972,116.888128,,,亚临界,热电联产,285.1608324,CCS007,陆地埋存,178000
44,煤源,Y44,,CSP0044,1,01 Operating,2015,30,6,5066,325.7,0.027719936,0.582118659,42.90915,119.047,42.90915,119.047,,,亚临界,常规煤电,297.4924185,CCS074,陆地埋存,60.87
45,煤源,Y45,,CSP0045,1,01 Operating,1995,30,6,4377,321.7,0.023655759,0.023655759,36.449824,119.212376,36.449824,119.212376,,,亚临界,热电联产,122.7028084,CCS083,陆地埋存,26.15
46,煤源,Y46,,CSP0046,1,01 Operating,1995,30,6,4377,321.7,0.023655759,0.023655759,36.449824,119.212376,36.449824,119.212376,,,亚临界,热电联产,122.7028084,CCS083,陆地埋存,26.15
47,煤源,Y47,,CSP0047,1,01 Operating,2015,30,12,4377,321.7,0.047311518,0.993541883,36.4903,119.215707,36.4903,119.215707,,,亚临界,热电联产,119.5972124,CCS083,陆地埋存,26.15
48,煤源,Y48,,CSP0048,1,01 Operating,2015,30,12,4377,321.7,0.047311518,0.993541883,36.4903,119.215707,36.4903,119.215707,,,亚临界,热电联产,119.5972124,CCS083,陆地埋存,26.15
49,煤源,Y49,,CSP0049,1,01 Operating,1995,30,15,4377,374.7,0.0688826,0.0688826,36.56992429,119.3564605,36.56992429,119.3564605,,,亚临界,热电联产,120.5905232,CCS096,陆地埋存,30.59
50,煤源,Y50,,CSP0050,1,01 Operating,2014,30,12,3330,315.7,0.035323042,0.706460832,36.046756,114.0034962,36.046756,114.0034962,,,亚临界,常规煤电,104.4032991,CCS104,陆地埋存,25.36
51,煤源,Y51,,CSP0051,1,01 Operating,2014,30,3,3330,315.7,0.00883076,0.176615208,36.1286,114.0907,36.1286,114.0907,,,亚临界,热电联产,100.0336591,CCS104,陆地埋存,25.36
52,煤源,Y52,,CSP0052,1,01 Operating,2015,30,15,3330,315.7,0.044153802,0.927229842,36.252335,114.090355,36.252335,114.090355,,,亚临界,常规煤电,106.1225427,CCS104,陆地埋存,25.36
53,煤源,Y53,,CSP0053,1,01 Operating,2014,30,3,3330,315.7,0.00883076,0.176615208,36.1286,114.0907,36.1286,114.0907,,,亚临界,热电联产,100.0336591,CCS104,陆地埋存,25.36
54,煤源,Y54,,CSP0054,1,01 Operating,1973,30,125,3951,318.59,0.440562182,-9.251805812,41.132976,122.965756,41.132976,122.965756,,,亚临界,常规煤电,44.36369204,CCS118,陆地埋存,20.26
55,煤源,Y55,,CSP0055,1,01 Operating,1994,30,182,3951,320.7,0.645706873,0,41.13130555,123.0793962,41.13130555,123.0793962,,,亚临界,常规煤电,46.46852991,CCS118,陆地埋存,20.26
56,煤源,Y56,,CSP0056,1,01 Operating,1998,30,24,3951,326.7,0.086741202,0.346964809,40.9842098,123.0633032,40.9842098,123.0633032,,,亚临界,热电联产,61.99792588,CCS118,陆地埋存,20.26
57,煤源,Y57,,CSP0057,1,01 Operating,2005,30,52.3,3951,320.7,0.18555203,2.041072329,40.99456729,122.617811,40.99456729,122.617811,,,亚临界,热电联产,44.22598416,CCS124,陆地埋存,17.93
58,煤源,Y58,,CSP0058,1,01 Operating,2015,30,26,3330,315.7,0.076533257,1.607198393,33.15172,114.02506,33.15172,114.02506,,,亚临界,热电联产,107.9413993,CCS048,陆地埋存,65
59,煤源,Y59,,CSP0059,1,01 Operating,2021,30,350,4492,310.7,1.367751112,36.92928002,23.378081,106.569561,23.378081,106.569561,,,超临界,常规煤电,357.2959863,CCS059,海洋埋存,18
60,煤源,Y60,,CSP0060,1,01 Operating,2022,30,350,4492,310.7,1.367751112,38.29703114,23.378081,106.569561,23.378081,106.569561,,,超临界,常规煤电,357.2959863,CCS059,海洋埋存,18
61,煤源,Y61,,CSP0061,1,01 Operating,2015,30,350,4492,310.7,1.367751112,28.72277335,23.87505144,106.6119141,23.87505144,106.6119141,,,亚临界,常规煤电,400.1440538,CCS059,海洋埋存,18
62,煤源,Y62,,CSP0062,1,01 Operating,2015,30,350,4492,310.7,1.367751112,28.72277335,23.87505144,106.6119141,23.87505144,106.6119141,,,亚临界,常规煤电,400.1440538,CCS059,海洋埋存,18
63,煤源,Y63,,CSP0063,1,01 Operating,2005,30,50,4492,320.7,0.201681816,2.218499976,23.61611694,107.1270008,23.61611694,107.1270008,,,亚临界,常规煤电,348.947944,CCS059,海洋埋存,18
64,煤源,Y64,,CSP0064,1,01 Operating,2015,30,150,4492,320.7,0.605045448,12.70595441,23.81347923,106.8229879,23.81347923,106.8229879,,,亚临界,常规煤电,383.1297783,CCS059,海洋埋存,18
65,煤源,Y65,,CSP0065,1,01 Operating,2023,30,8,4577,316.31,0.032429619,0.940458965,33.116453,117.386017,33.116453,117.386017,,,亚临界,热电联产,230.5762997,CCS007,陆地埋存,178000
66,煤源,Y66,,CSP0066,1,01 Operating,2023,30,8,4577,310.34,0.031817546,0.922708847,33.116453,117.386017,33.116453,117.386017,,,亚临界,热电联产,230.5762997,CCS007,陆地埋存,178000
67,煤源,Y67,,CSP0067,1,01 Operating,2008,30,60,4577,313.7,0.241215223,3.377013125,32.930711,117.299444,32.930711,117.299444,,,亚临界,热电联产,235.9473141,CCS007,陆地埋存,178000
68,煤源,Y68,,CSP0068,1,01 Operating,1996,30,50,5066,325.7,0.230999468,0.461998936,40.660367,109.759561,40.660367,109.759561,,,亚临界,常规煤电,145.0222054,CCS071,陆地埋存,0.3
69,煤源,Y69,,CSP0069,1,01 Operating,1996,30,50,5066,325.7,0.230999468,0.461998936,40.660367,109.759561,40.660367,109.759561,,,亚临界,常规煤电,145.0222054,CCS071,陆地埋存,0.3
70,煤源,Y70,,CSP0070,1,01 Operating,2001,30,100,5066,325.7,0.461998936,3.233992552,40.660739,109.7579617,40.660739,109.7579617,,,亚临界,常规煤电,145.0881128,CCS071,陆地埋存,0.3
71,煤源,Y71,,CSP0071,1,01 Operating,2001,30,100,5066,325.7,0.461998936,3.233992552,40.660739,109.7579617,40.660739,109.7579617,,,亚临界,常规煤电,145.0881128,CCS071,陆地埋存,0.3
72,煤源,Y72,,CSP0072,1,01 Operating,2014,30,330,5066,351.7,1.646302073,32.92604146,40.57108,110.13165,40.57108,110.13165,,,亚临界,常规煤电,132.682816,CCS071,陆地埋存,0.3
73,煤源,Y73,,CSP0073,1,01 Operating,2012,30,12,5066,325.7,0.055439872,0.997917702,41.770902,109.97372,41.770902,109.97372,,,亚临界,热电联产,266.2879099,CCS071,陆地埋存,0.3
74,煤源,Y74,,CSP0074,1,01 Operating,2012,30,12,5066,325.7,0.055439872,0.997917702,41.770902,109.97372,41.770902,109.97372,,,亚临界,热电联产,266.2879099,CCS071,陆地埋存,0.3
75,煤源,Y75,,CSP0075,1,01 Operating,1998,30,9,5066,325.7,0.041579904,0.166319617,40.573745,110.195664,40.573745,110.195664,,,亚临界,热电联产,133.2942914,CCS071,陆地埋存,0.3
76,煤源,Y76,,CSP0076,1,01 Operating,2009,30,50,5066,325.7,0.230999468,3.46499202,40.34,110.36,40.34,110.36,,,亚临界,热电联产,109.6327014,CCS071,陆地埋存,0.3
77,煤源,Y77,,CSP0077,1,01 Operating,2009,30,50,5066,325.7,0.230999468,3.46499202,40.34,110.36,40.34,110.36,,,亚临界,热电联产,109.6327014,CCS071,陆地埋存,0.3
78,煤源,Y78,,CSP0078,1,01 Operating,2019,30,350,5066,310.7,1.542526076,38.5631519,40.986134,110.054962,40.986134,110.054962,,,超临界,热电联产,178.8010522,CCS071,陆地埋存,0.3
79,煤源,Y79,,CSP0079,1,01 Operating,2019,30,350,5066,310.7,1.542526076,38.5631519,40.986134,110.054962,40.986134,110.054962,,,超临界,热电联产,178.8010522,CCS071,陆地埋存,0.3
80,煤源,Y80,,CSP0080,1,01 Operating,1998,30,350,3411,328.62,1.098504364,4.394017454,31.41555,121.4620722,31.41555,121.4620722,,,亚临界,常规煤电,187.7341781,CCS044,陆地埋存,100
81,煤源,Y81,,CSP0081,1,01 Operating,1980,30,350,3411,328.62,1.098504364,-15.37906109,31.41555,121.4620722,31.41555,121.4620722,,,亚临界,常规煤电,187.7341781,CCS044,陆地埋存,100
82,煤源,Y82,,CSP0082,1,01 Operating,1980,30,350,3411,328.62,1.098504364,-15.37906109,31.41555,121.4620722,31.41555,121.4620722,,,亚临界,常规煤电,187.7341781,CCS044,陆地埋存,100
83,煤源,Y83,,CSP0083,1,01 Operating,2015,30,144,3411,323.7,0.44518953,9.348980135,31.5007,121.3444139,31.5007,121.3444139,,,亚临界,热电联产,173.2373934,CCS044,陆地埋存,100
84,煤源,Y84,,CSP0084,1,01 Operating,2015,30,350,3740,310.7,1.13877764,23.91433044,21.05672223,110.5342469,21.05672223,110.5342469,,,亚临界,常规煤电,164.9894647,CCS020,海洋埋存,23800
85,煤源,Y85,,CSP0085,1,01 Operating,2014,30,350,3740,310.7,1.13877764,22.7755528,21.05672223,110.5342469,21.05672223,110.5342469,,,亚临界,常规煤电,164.9894647,CCS020,海洋埋存,23800
86,煤源,Y86,,CSP0086,1,01 Operating,2002,30,6,4234,352.7,0.025087974,0.200703794,34.360784,107.118439,34.360784,107.118439,,,亚临界,热电联产,214.856216,CCS102,陆地埋存,26.41
87,煤源,Y87,,CSP0087,1,01 Operating,2002,30,3,4234,352.7,0.012543987,0.100351897,34.3696235,107.146017,34.3696235,107.146017,,,亚临界,热电联产,213.3834946,CCS102,陆地埋存,26.41
88,煤源,Y88,,CSP0088,1,01 Operating,1990,30,24,3822,320.7,0.082368075,-0.3294723,46.32693819,132.1972651,46.32693819,132.1972651,,,亚临界,热电联产,244.2647576,CCS017,陆地埋存,44900
89,煤源,Y89,,CSP0089,1,01 Operating,2000,30,6,3822,360.7,0.023160403,0.138962416,47.43262569,130.5461539,47.43262569,130.5461539,,,亚临界,热电联产,280.821672,CCS017,陆地埋存,44900
90,煤源,Y90,,CSP0090,1,01 Operating,2016,30,6,4447,330,0.024654168,0.542391696,39.325833,115.4425,39.325833,115.4425,,,亚临界,常规煤电,75.71226548,CCS136,陆地埋存,10.43
91,煤源,Y91,,CSP0091,1,01 Operating,2003,30,25,4262,283.7,0.084639058,0.761751522,31.40731667,120.9235972,31.40731667,120.9235972,,,亚临界,热电联产,159.1182286,CCS044,陆地埋存,100
92,煤源,Y92,,CSP0092,1,01 Operating,2003,30,25,4262,283.7,0.084639058,0.761751522,31.40731667,120.9235972,31.40731667,120.9235972,,,亚临界,热电联产,159.1182286,CCS044,陆地埋存,100
93,煤源,Y93,,CSP0093,1,01 Operating,2005,30,55,4262,331.7,0.217710632,2.394816948,31.33152222,120.6570556,31.33152222,120.6570556,,,亚临界,热电联产,156.9438335,CCS044,陆地埋存,100
94,煤源,Y94,,CSP0094,1,01 Operating,2005,30,55,4262,331.7,0.217710632,2.394816948,31.33152222,120.6570556,31.33152222,120.6570556,,,亚临界,热电联产,156.9438335,CCS044,陆地埋存,100
95,煤源,Y95,,CSP0095,1,01 Operating,2004,30,330,4262,318.28,1.253414649,12.53414649,31.62698056,121.20605,31.62698056,121.20605,,,亚临界,热电联产,154.0186249,CCS044,陆地埋存,100
96,煤源,Y96,,CSP0096,1,01 Operating,2004,30,330,4262,310.49,1.222736943,12.22736943,31.62698056,121.20605,31.62698056,121.20605,,,亚临界,热电联产,154.0186249,CCS044,陆地埋存,100
97,煤源,Y97,,CSP0097,1,01 Operating,2005,30,320,4262,307.68,1.174953615,12.92448977,31.62698056,121.20605,31.62698056,121.20605,,,亚临界,热电联产,154.0186249,CCS044,陆地埋存,100
98,煤源,Y98,,CSP0098,1,01 Operating,2004,30,320,4262,285.61,1.090673759,10.90673759,31.62698056,121.20605,31.62698056,121.20605,,,亚临界,热电联产,154.0186249,CCS044,陆地埋存,100
99,煤源,Y99,,CSP0099,1,01 Operating,2018,30,350,4262,331.7,1.385431292,33.25035101,31.33152222,120.6570556,31.33152222,120.6570556,,,亚临界,热电联产,156.9438335,CCS044,陆地埋存,100
100,煤源,Y100,,CSP0100,1,01 Operating,2004,30,12,4403,282,0.041719306,0.417193056,35.19,110.9403293,35.19,110.9403293,,,亚临界,热电联产,125.4707868,CCS075,陆地埋存,60.6
101,煤源,Y101,,CSP0101,1,01 Operating,2004,30,12,4403,382,0.056513386,0.565133856,35.19,111.39,35.19,111.39,,,亚临界,热电联产,165.8201144,CCS075,陆地埋存,60.6
102,煤源,Y102,,CSP0102,1,01 Operating,2018,30,50,3951,320.7,0.177391998,4.257407952,41.219069,123.251386,41.219069,123.251386,,,亚临界,热电联产,44.66875725,CCS118,陆地埋存,20.26
103,煤源,Y103,,CSP0103,1,01 Operating,2015,30,50,3951,320.7,0.177391998,3.725231958,40.97132152,123.3603742,40.97132152,123.3603742,,,亚临界,热电联产,72.56412409,CCS118,陆地埋存,20.26
104,煤源,Y104,,CSP0104,1,01 Operating,2013,30,150,5066,324.7,0.690870684,13.126543,44.5638178,117.6361,44.5638178,117.6361,,,亚临界,常规煤电,303.7500439,CCS011,陆地埋存,85000
105,煤源,Y105,,CSP0105,1,01 Operating,2013,30,150,5066,324.7,0.690870684,13.126543,44.5638178,117.6361,44.5638178,117.6361,,,亚临界,常规煤电,303.7500439,CCS011,陆地埋存,85000
106,煤源,Y106,,CSP0106,1,01 Operating,1994,30,36,3951,305.7,0.121748327,0,41.9843271,120.8396607,41.9843271,120.8396607,,,亚临界,常规煤电,118.6173686,CCS074,陆地埋存,60.87
107,煤源,Y107,,CSP0107,1,01 Operating,1995,30,12,3951,326.7,0.043370601,0.043370601,41.9843271,120.8396607,41.9843271,120.8396607,,,亚临界,常规煤电,118.6173686,CCS074,陆地埋存,60.87
108,煤源,Y108,,CSP0108,1,01 Operating,2017,30,50,3951,325.7,0.180157698,4.143627054,41.301051,123.773378,41.301051,123.773378,,,亚临界,常规煤电,76.23043304,CCS118,陆地埋存,20.26
109,煤源,Y109,,CSP0109,1,01 Operating,2017,30,50,3951,325.7,0.180157698,4.143627054,41.301051,123.773378,41.301051,123.773378,,,亚临界,常规煤电,76.23043304,CCS118,陆地埋存,20.26
110,煤源,Y110,,CSP0110,1,01 Operating,2017,30,50,3951,325.7,0.180157698,4.143627054,41.301051,123.773378,41.301051,123.773378,,,亚临界,常规煤电,76.23043304,CCS118,陆地埋存,20.26
111,煤源,Y111,,CSP0111,1,01 Operating,2017,30,50,3951,325.7,0.180157698,4.143627054,41.301051,123.773378,41.301051,123.773378,,,亚临界,常规煤电,76.23043304,CCS118,陆地埋存,20.26
112,煤源,Y112,,CSP0112,1,01 Operating,2023,30,60,3951,315,0.20908692,6.06352068,41.234253,123.65197,41.234253,123.65197,,,亚临界,热电联产,69.96054183,CCS118,陆地埋存,20.26
113,煤源,Y113,,CSP0113,1,01 Operating,2002,30,207,3951,320.7,0.734402872,5.875222974,41.22,123.62,41.22,123.62,,,亚临界,常规煤电,68.40576873,CCS118,陆地埋存,20.26
114,煤源,Y114,,CSP0114,1,01 Operating,2002,30,24,3951,320.7,0.085148159,0.681185272,41.44612031,123.7781461,41.44612031,123.7781461,,,亚临界,热电联产,70.63500484,CCS132,陆地埋存,12.21
115,煤源,Y115,,CSP0115,1,01 Operating,1997,30,230,3951,318.7,0.810914303,2.432742908,41.285,123.75,41.285,123.75,,,亚临界,常规煤电,75.03106142,CCS118,陆地埋存,20.26
116,煤源,Y116,,CSP0116,1,01 Operating,2000,30,24,3951,301.7,0.080103522,0.480621133,41.28885545,124.28144,41.28885545,124.28144,,,亚临界,热电联产,115.7391779,CCS132,陆地埋存,12.21
117,煤源,Y117,,CSP0117,1,01 Operating,2007,30,46,3822,320.7,0.157872144,2.052337866,45.74593686,127.4666628,45.74593686,127.4666628,,,亚临界,热电联产,110.6378332,CCS066,陆地埋存,5
118,煤源,Y118,,CSP0118,1,01 Operating,1998,30,6,4234,332.7,0.02366535,0.094661401,35.028623,108.092322,35.028623,108.092322,,,亚临界,常规煤电,135.6161625,CCS134,陆地埋存,11.44
119,煤源,Y119,,CSP0119,1,01 Operating,1998,30,6,4234,332.7,0.02366535,0.094661401,35.028623,108.092322,35.028623,108.092322,,,亚临界,常规煤电,135.6161625,CCS134,陆地埋存,11.44
120,煤源,Y120,,CSP0120,1,01 Operating,2018,30,350,4377,321.7,1.379919282,33.11806277,37.38743,118.089598,37.38743,118.089598,,,亚临界,热电联产,22.04047137,CCS083,陆地埋存,26.15
121,煤源,Y121,,CSP0121,1,01 Operating,2018,30,50,4377,321.7,0.197131326,4.731151824,37.38743,118.089598,37.38743,118.089598,,,亚临界,热电联产,22.04047137,CCS083,陆地埋存,26.15
122,煤源,Y122,,CSP0122,1,01 Operating,2018,30,50,4377,321.7,0.197131326,4.731151824,37.38743,118.089598,37.38743,118.089598,,,亚临界,热电联产,22.04047137,CCS083,陆地埋存,26.15
123,煤源,Y123,,CSP0123,1,01 Operating,2004,30,24,4377,321.7,0.094623036,0.946230365,37.303442,118.094037,37.303442,118.094037,,,亚临界,热电联产,17.49856807,CCS083,陆地埋存,26.15
124,煤源,Y124,,CSP0124,1,01 Operating,2004,30,25,4377,321.7,0.098565663,0.98565663,37.303442,118.094037,37.303442,118.094037,,,亚临界,热电联产,17.49856807,CCS083,陆地埋存,26.15
125,煤源,Y125,,CSP0125,1,01 Operating,2004,30,12,4377,321.7,0.047311518,0.473115182,37.491269,117.997348,37.491269,117.997348,,,亚临界,热电联产,21.00595811,CCS133,陆地埋存,11.78
126,煤源,Y126,,CSP0126,1,01 Operating,2011,30,135,4377,321.7,0.53225458,9.048327863,36.890165,117.770477,36.890165,117.770477,,,亚临界,热电联产,56.50251654,CCS133,陆地埋存,11.78
127,煤源,Y127,,CSP0127,1,01 Operating,2011,30,135,4377,321.7,0.53225458,9.048327863,36.890165,117.770477,36.890165,117.770477,,,亚临界,热电联产,56.50251654,CCS133,陆地埋存,11.78
128,煤源,Y128,,CSP0128,1,01 Operating,2011,30,135,4377,321.7,0.53225458,9.048327863,36.890165,117.770477,36.890165,117.770477,,,亚临界,热电联产,56.50251654,CCS133,陆地埋存,11.78
129,煤源,Y129,,CSP0129,1,01 Operating,2011,30,135,4377,321.7,0.53225458,9.048327863,36.890165,117.770477,36.890165,117.770477,,,亚临界,热电联产,56.50251654,CCS133,陆地埋存,11.78
130,煤源,Y130,,CSP0130,1,01 Operating,2016,30,330,4377,303.7,1.228268488,27.02190673,37.348103,117.889914,37.348103,117.889914,,,亚临界,热电联产,10.3241652,CCS133,陆地埋存,11.78
131,煤源,Y131,,CSP0131,1,01 Operating,2016,30,330,4377,303.7,1.228268488,27.02190673,37.348103,117.889914,37.348103,117.889914,,,亚临界,热电联产,10.3241652,CCS133,陆地埋存,11.78
