ID,Cata,源,汇,NEWID,NO,Status,SY,YR,CA（MW）,UH（h）,SP（g/kWh）,CE（Mt/年）,TCE（Mt）,lat1,lng1,源lat,源lng,汇lat,汇lng,UT,是否热电联产,距离,最近埋存点,埋存点性质,总碳封存额（Mt）
1770,煤源,Y1770,,CSP1770,1,01 Operating,1988,30,350,3951,299.69,1.160393686,-6.962362117,38.87265911,121.2348771,38.87265911,121.2348771,,,亚临界,热电联产,113.9055772,CCS049,海洋埋存,46
1771,煤源,Y1771,,CSP1771,1,01 Operating,1988,30,350,3951,300.7,1.164304386,-6.985826316,38.87265911,121.2348771,38.87265911,121.2348771,,,亚临界,热电联产,113.9055772,CCS049,海洋埋存,46
1772,煤源,Y1772,,CSP1772,1,01 Operating,2021,30,12,3330,315,0.03524472,0.95160744,35.9219699,114.3524284,35.9219699,114.3524284,,,亚临界,热电联产,70.47146933,CCS104,陆地埋存,25.36
1773,煤源,Y1773,,CSP1773,1,01 Operating,2021,30,12,3330,315,0.03524472,0.95160744,35.9219699,114.3524284,35.9219699,114.3524284,,,亚临界,热电联产,70.47146933,CCS104,陆地埋存,25.36
1774,煤源,Y1774,,CSP1774,1,01 Operating,2005,30,600,3740,302.7,1.90192464,20.92117104,23.32216517,116.7443395,23.32216517,116.7443395,,,超临界,常规煤电,280.5237694,CCS063,海洋埋存,12
1775,煤源,Y1775,,CSP1775,1,01 Operating,1996,30,300,3740,308.89,0.970408824,1.940817648,23.32556,116.736111,23.32556,116.736111,,,亚临界,常规煤电,280.5393965,CCS063,海洋埋存,12
1776,煤源,Y1776,,CSP1776,1,01 Operating,1996,30,300,3740,300.74,0.944804784,1.889609568,23.32556,116.736111,23.32556,116.736111,,,亚临界,常规煤电,280.5393965,CCS063,海洋埋存,12
1777,煤源,Y1777,,CSP1777,1,01 Operating,2017,30,50,3951,325.7,0.180157698,4.143627054,40.165914,122.053588,40.165914,122.053588,,,亚临界,热电联产,103.1685819,CCS113,陆地埋存,178.03
1778,煤源,Y1778,,CSP1778,1,01 Operating,2017,30,50,3951,325.7,0.180157698,4.143627054,40.165914,122.053588,40.165914,122.053588,,,亚临界,热电联产,103.1685819,CCS113,陆地埋存,178.03
1779,煤源,Y1779,,CSP1779,1,01 Operating,2007,30,600,3951,278.44,1.848195619,24.02654305,40.55002248,122.3237945,40.55002248,122.3237945,,,超超临界,常规煤电,67.523647,CCS124,陆地埋存,17.93
1780,煤源,Y1780,,CSP1780,1,01 Operating,2007,30,600,3951,293.74,1.949752123,25.3467776,40.55002248,122.3237945,40.55002248,122.3237945,,,超超临界,常规煤电,67.523647,CCS124,陆地埋存,17.93
1781,煤源,Y1781,,CSP1781,1,01 Operating,1996,30,320,3951,280.96,0.994625372,1.989250744,40.55002248,122.3237945,40.55002248,122.3237945,,,超临界,热电联产,67.523647,CCS124,陆地埋存,17.93
1782,煤源,Y1782,,CSP1782,1,01 Operating,1996,30,320,3951,285.26,1.009847785,2.01969557,40.55002248,122.3237945,40.55002248,122.3237945,,,超临界,热电联产,67.523647,CCS124,陆地埋存,17.93
1783,煤源,Y1783,,CSP1783,1,01 Operating,2004,30,300,4403,350.94,1.297958609,12.97958609,37.07827706,112.9281575,37.07827706,112.9281575,,,亚临界,常规煤电,243.3629777,CCS104,陆地埋存,25.36
1784,煤源,Y1784,,CSP1784,1,01 Operating,2004,30,300,4403,347.94,1.286863049,12.86863049,37.07827706,112.9281575,37.07827706,112.9281575,,,亚临界,常规煤电,243.3629777,CCS104,陆地埋存,25.36
1785,煤源,Y1785,,CSP1785,1,01 Operating,2007,30,330,4063,313.63,1.17743351,15.30663562,20.01515003,110.2958026,20.01515003,110.2958026,,,亚临界,常规煤电,143.5108008,CCS020,海洋埋存,23800
1786,煤源,Y1786,,CSP1786,1,01 Operating,2006,30,330,4063,317.01,1.190122746,14.28147295,20.01515003,110.2958026,20.01515003,110.2958026,,,亚临界,常规煤电,143.5108008,CCS020,海洋埋存,23800
1787,煤源,Y1787,,CSP1787,1,01 Operating,2014,30,350,4063,305.63,1.216939196,24.33878392,19.08997591,108.6616655,19.08997591,108.6616655,,,超临界,常规煤电,163.1248946,CCS030,海洋埋存,680
1788,煤源,Y1788,,CSP1788,1,01 Operating,2012,30,350,4063,301.87,1.201967854,21.63542137,19.08997591,108.6616655,19.08997591,108.6616655,,,超临界,常规煤电,163.1248946,CCS030,海洋埋存,680
1789,煤源,Y1789,,CSP1789,1,01 Operating,2009,30,350,4063,300.9,1.198105566,17.97158349,19.08997591,108.6616655,19.08997591,108.6616655,,,超临界,常规煤电,163.1248946,CCS030,海洋埋存,680
1790,煤源,Y1790,,CSP1790,1,01 Operating,2009,30,350,4063,304.23,1.21136476,18.1704714,19.08997591,108.6616655,19.08997591,108.6616655,,,超临界,常规煤电,163.1248946,CCS030,海洋埋存,680
1791,煤源,Y1791,,CSP1791,1,01 Operating,2001,30,660,4447,314,2.580469584,18.06328709,36.4717984,114.1516132,36.4717984,114.1516132,,,超超临界,常规煤电,115.8826167,CCS104,陆地埋存,25.36
1792,煤源,Y1792,,CSP1792,1,01 Operating,2001,30,660,4447,314,2.580469584,18.06328709,36.4717984,114.1516132,36.4717984,114.1516132,,,超超临界,常规煤电,115.8826167,CCS104,陆地埋存,25.36
1793,煤源,Y1793,,CSP1793,1,01 Operating,2007,30,600,3822,317.7,2.039938992,26.5192069,47.0971291,130.295842,47.0971291,130.295842,,,超临界,热电联产,310.71286,CCS017,陆地埋存,44900
1794,煤源,Y1794,,CSP1794,1,01 Operating,1999,30,300,3822,317.7,1.019969496,5.09984748,47.0971291,130.295842,47.0971291,130.295842,,,亚临界,热电联产,310.71286,CCS017,陆地埋存,44900
1795,煤源,Y1795,,CSP1795,1,01 Operating,1997,30,300,3822,317.7,1.019969496,3.059908488,47.0971291,130.295842,47.0971291,130.295842,,,亚临界,热电联产,310.71286,CCS017,陆地埋存,44900
1796,煤源,Y1796,,CSP1796,1,01 Operating,2005,30,50,5066,325.7,0.230999468,2.540994148,49.263058,120.831353,49.263058,120.831353,,,亚临界,常规煤电,267.7712872,CCS022,陆地埋存,16100
1797,煤源,Y1797,,CSP1797,1,01 Operating,1983,30,50,5066,325.7,0.230999468,-2.540994148,49.263058,119.831353,49.263058,119.831353,,,亚临界,常规煤电,208.9821862,CCS022,陆地埋存,16100
1798,煤源,Y1798,,CSP1798,1,01 Operating,1983,30,50,5066,325.7,0.230999468,-2.540994148,49.263058,120.831353,49.263058,120.831353,,,亚临界,常规煤电,267.7712872,CCS022,陆地埋存,16100
1799,煤源,Y1799,,CSP1799,1,01 Operating,2009,30,200,5066,295.7,0.838889072,12.58333608,49.5920543,117.4089956,49.5920543,117.4089956,,,亚临界,热电联产,179.8471986,CCS022,陆地埋存,16100
1800,煤源,Y1800,,CSP1800,1,01 Operating,2009,30,200,5066,295.7,0.838889072,12.58333608,49.26793,119.843748,49.26793,119.843748,,,亚临界,热电联产,210.0148482,CCS022,陆地埋存,16100
1801,煤源,Y1801,,CSP1801,1,01 Operating,1993,30,50,5066,325.7,0.230999468,-0.230999468,49.283636,120.835657,49.283636,120.835657,,,亚临界,常规煤电,269.2170334,CCS022,陆地埋存,16100
1802,煤源,Y1802,,CSP1802,1,01 Operating,1993,30,50,5066,325.7,0.230999468,-0.230999468,49.283636,120.835657,49.283636,120.835657,,,亚临界,常规煤电,269.2170334,CCS022,陆地埋存,16100
1803,煤源,Y1803,,CSP1803,1,01 Operating,2023,30,350,5066,310.7,1.542526076,44.7332562,49.21413,119.782075,49.21413,119.782075,,,超临界,热电联产,202.6867208,CCS022,陆地埋存,16100
1804,煤源,Y1804,,CSP1804,1,01 Operating,2023,30,50,5066,315,0.2234106,6.4789074,49.20933792,119.7756643,49.20933792,119.7756643,,,亚临界,热电联产,201.9842391,CCS022,陆地埋存,16100
1805,煤源,Y1805,,CSP1805,1,01 Operating,2012,30,200,5066,295.7,0.838889072,15.1000033,49.395731,117.648099,49.395731,117.648099,,,亚临界,热电联产,156.481728,CCS022,陆地埋存,16100
1806,煤源,Y1806,,CSP1806,1,01 Operating,2012,30,200,5066,295.7,0.838889072,15.1000033,49.395731,117.648099,49.395731,117.648099,,,亚临界,热电联产,156.481728,CCS022,陆地埋存,16100
1807,煤源,Y1807,,CSP1807,1,01 Operating,2006,30,330,4262,312.97,1.232503401,14.79004082,33.59536111,118.9572778,33.59536111,118.9572778,,,亚临界,常规煤电,150.3468617,CCS044,陆地埋存,100
1808,煤源,Y1808,,CSP1808,1,01 Operating,2006,30,330,4262,315.82,1.243726952,14.92472343,33.59536111,118.9572778,33.59536111,118.9572778,,,亚临界,常规煤电,150.3468617,CCS044,陆地埋存,100
1809,煤源,Y1809,,CSP1809,1,01 Operating,2005,30,330,4262,311.15,1.225336081,13.47869689,33.59536111,118.9572778,33.59536111,118.9572778,,,亚临界,常规煤电,150.3468617,CCS044,陆地埋存,100
1810,煤源,Y1810,,CSP1810,1,01 Operating,2005,30,330,4262,320.08,1.260503207,13.86553528,33.59536111,118.9572778,33.59536111,118.9572778,,,亚临界,常规煤电,150.3468617,CCS044,陆地埋存,100
1811,煤源,Y1811,,CSP1811,1,01 Operating,2014,30,350,4377,287.8,1.234506588,24.69013176,36.70776,117.08796,36.70776,117.08796,,,超临界,热电联产,62.21076568,CCS094,陆地埋存,32.33
1812,煤源,Y1812,,CSP1812,1,01 Operating,2011,30,350,4377,287.94,1.235107112,20.99682091,36.70776,117.08796,36.70776,117.08796,,,超临界,热电联产,62.21076568,CCS094,陆地埋存,32.33
1813,煤源,Y1813,,CSP1813,1,01 Operating,1990,30,330,4377,281.45,1.138281745,-4.553126978,36.70776,117.08796,36.70776,117.08796,,,亚临界,热电联产,62.21076568,CCS094,陆地埋存,32.33
1814,煤源,Y1814,,CSP1814,1,01 Operating,1987,30,330,4377,283.97,1.148473502,-8.039314511,36.70776,117.08796,36.70776,117.08796,,,亚临界,热电联产,62.21076568,CCS094,陆地埋存,32.33
1815,煤源,Y1815,,CSP1815,1,01 Operating,2021,30,350,4377,303.7,1.302709002,35.17314305,35.17802651,116.3778362,35.17802651,116.3778362,,,超临界,热电联产,114.5944904,CCS082,陆地埋存,30.4
1816,煤源,Y1816,,CSP1816,1,01 Operating,2021,30,350,4377,303.7,1.302709002,35.17314305,35.17802651,116.3778362,35.17802651,116.3778362,,,超临界,热电联产,114.5944904,CCS082,陆地埋存,30.4
1817,煤源,Y1817,,CSP1817,1,01 Operating,2007,30,330,4377,319.14,1.290713221,16.77927187,35.3850276,116.4431802,35.3850276,116.4431802,,,亚临界,常规煤电,111.5982754,CCS082,陆地埋存,30.4
1818,煤源,Y1818,,CSP1818,1,01 Operating,2007,30,330,4377,314.28,1.271057689,16.52374996,35.3850276,116.4431802,35.3850276,116.4431802,,,亚临界,常规煤电,111.5982754,CCS082,陆地埋存,30.4
1819,煤源,Y1819,,CSP1819,1,01 Operating,2010,30,1030,4262,271.7,3.339629894,53.4340783,32.168075,119.01205,32.168075,119.01205,,,超超临界,常规煤电,118.9992047,CCS044,陆地埋存,100
1820,煤源,Y1820,,CSP1820,1,01 Operating,2009,30,1030,4262,271.7,3.339629894,50.0944484,32.168075,119.01205,32.168075,119.01205,,,超超临界,常规煤电,118.9992047,CCS044,陆地埋存,100
1821,煤源,Y1821,,CSP1821,1,01 Operating,2014,30,350,3851,290.32,1.095661874,21.91323747,31.057764,112.257909,31.057764,112.257909,,,超临界,热电联产,82.81034785,CCS016,陆地埋存,52800
1822,煤源,Y1822,,CSP1822,1,01 Operating,2014,30,350,3851,291.07,1.098492359,21.96984717,31.057764,112.257909,31.057764,112.257909,,,超临界,热电联产,82.81034785,CCS016,陆地埋存,52800
1823,煤源,Y1823,,CSP1823,1,01 Operating,2009,30,660,5144,286.04,2.719128276,40.78692415,27.08195,115.01465,27.08195,115.01465,,,超超临界,常规煤电,428.7590515,CCS055,陆地埋存,24
1824,煤源,Y1824,,CSP1824,1,01 Operating,2009,30,660,5144,285,2.70924192,40.6386288,27.08195,115.01465,27.08195,115.01465,,,超超临界,常规煤电,428.7590515,CCS055,陆地埋存,24
1825,煤源,Y1825,,CSP1825,1,01 Operating,2001,30,300,5144,318.37,1.375664035,9.629648246,27.08195,115.01465,27.08195,115.01465,,,亚临界,常规煤电,428.7590515,CCS055,陆地埋存,24
1826,煤源,Y1826,,CSP1826,1,01 Operating,2000,30,300,5144,317.86,1.373460346,8.240762074,27.08195,115.01465,27.08195,115.01465,,,亚临界,常规煤电,428.7590515,CCS055,陆地埋存,24
1827,煤源,Y1827,,CSP1827,1,01 Operating,2009,30,670,3909,294.66,2.160825463,32.41238195,44.1525,125.832778,44.1525,125.832778,,,超临界,常规煤电,132.6780972,CCS062,陆地埋存,14
1828,煤源,Y1828,,CSP1828,1,01 Operating,2009,30,670,3909,287.01,2.104725841,31.57088761,44.1525,125.832778,44.1525,125.832778,,,超临界,常规煤电,132.6780972,CCS062,陆地埋存,14
1829,煤源,Y1829,,CSP1829,1,01 Operating,2009,30,330,4377,286.7,1.159514572,17.39271857,36.1342702,117.6849675,36.1342702,117.6849675,,,亚临界,热电联产,136.8674726,CCS083,陆地埋存,26.15
1830,煤源,Y1830,,CSP1830,1,01 Operating,2009,30,330,4377,286.7,1.159514572,17.39271857,36.1342702,117.6849675,36.1342702,117.6849675,,,亚临界,热电联产,136.8674726,CCS083,陆地埋存,26.15
1831,煤源,Y1831,,CSP1831,1,01 Operating,2016,30,1000,4377,275.8,3.38009448,74.36207856,36.1342702,117.6849675,36.1342702,117.6849675,,,超超临界,常规煤电,136.8674726,CCS083,陆地埋存,26.15
1832,煤源,Y1832,,CSP1832,1,01 Operating,2015,30,1000,4377,276.09,3.383648604,71.05662068,36.1342702,117.6849675,36.1342702,117.6849675,,,超超临界,常规煤电,136.8674726,CCS083,陆地埋存,26.15
1833,煤源,Y1833,,CSP1833,1,01 Operating,2003,30,330,4377,311.18,1.258520211,11.3266819,36.459822,115.91291,36.459822,115.91291,,,亚临界,热电联产,104.5053576,CCS104,陆地埋存,25.36
1834,煤源,Y1834,,CSP1834,1,01 Operating,2002,30,330,4377,304.66,1.232151062,9.857208493,36.459821,115.9129,36.459821,115.9129,,,亚临界,热电联产,104.5046584,CCS104,陆地埋存,25.36
1835,煤源,Y1835,,CSP1835,1,01 Operating,2003,30,140,4377,287.68,0.493596741,4.44237067,36.45982,115.91289,36.45982,115.91289,,,亚临界,热电联产,104.5039591,CCS104,陆地埋存,25.36
1836,煤源,Y1836,,CSP1836,1,01 Operating,2002,30,140,4377,289.27,0.496324838,3.970598701,36.459819,115.91288,36.459819,115.91288,,,亚临界,热电联产,104.5032599,CCS104,陆地埋存,25.36
1837,煤源,Y1837,,CSP1837,1,01 Operating,2013,30,350,4377,339.7,1.457129562,27.68546168,35.00713,118.32388,35.00713,118.32388,,,超临界,热电联产,215.0093028,CCS025,海洋埋存,1900
1838,煤源,Y1838,,CSP1838,1,01 Operating,2013,30,350,4377,339.7,1.457129562,27.68546168,35.00713,118.32388,35.00713,118.32388,,,超临界,热电联产,215.0093028,CCS025,海洋埋存,1900
1839,煤源,Y1839,,CSP1839,1,01 Operating,2008,30,140,4377,301.26,0.516897088,7.23655923,35.00713,118.32388,35.00713,118.32388,,,亚临界,热电联产,215.0093028,CCS025,海洋埋存,1900
1840,煤源,Y1840,,CSP1840,1,01 Operating,2004,30,140,4377,310.13,0.532116092,5.321160919,35.00713,118.32388,35.00713,118.32388,,,亚临界,热电联产,215.0093028,CCS025,海洋埋存,1900
1841,煤源,Y1841,,CSP1841,1,01 Operating,2004,30,140,4377,308.38,0.52911347,5.291134699,35.00713,118.32388,35.00713,118.32388,,,亚临界,热电联产,215.0093028,CCS025,海洋埋存,1900
1842,煤源,Y1842,,CSP1842,1,01 Operating,2016,30,350,5260,302.7,1.56035796,34.32787512,41.83861319,84.04577484,41.83861319,84.04577484,,,超临界,热电联产,57.04634072,CCS089,陆地埋存,58.81
1843,煤源,Y1843,,CSP1843,1,01 Operating,2016,30,350,5260,302.7,1.56035796,34.32787512,41.83861319,84.04577484,41.83861319,84.04577484,,,超临界,热电联产,57.04634072,CCS089,陆地埋存,58.81
1844,煤源,Y1844,,CSP1844,1,01 Operating,2017,30,660,4610,293.8,2.502964464,57.56818267,26.469847,119.712708,26.469847,119.712708,,,超超临界,常规煤电,354.4351575,CCS023,海洋埋存,11000
1845,煤源,Y1845,,CSP1845,1,01 Operating,2017,30,660,4610,293.8,2.502964464,57.56818267,26.469847,119.712708,26.469847,119.712708,,,超超临界,常规煤电,354.4351575,CCS023,海洋埋存,11000
1846,煤源,Y1846,,CSP1846,1,01 Operating,2006,30,135,3330,357.7,0.450251298,5.403015576,34.584412,112.40938,34.584412,112.40938,,,亚临界,热电联产,194.8674191,CCS024,陆地埋存,7500
1847,煤源,Y1847,,CSP1847,1,01 Operating,2006,30,135,3330,357.7,0.450251298,5.403015576,34.584412,112.40938,34.584412,112.40938,,,亚临界,热电联产,194.8674191,CCS024,陆地埋存,7500
1848,煤源,Y1848,,CSP1848,1,01 Operating,2015,30,350,3330,273.3,0.89188722,18.72963162,34.657673,112.429756,34.657673,112.429756,,,超临界,热电联产,203.0331682,CCS024,陆地埋存,7500
1849,煤源,Y1849,,CSP1849,1,01 Operating,2015,30,350,3330,301.1,0.98260974,20.63480454,34.657673,112.429756,34.657673,112.429756,,,超临界,热电联产,203.0331682,CCS024,陆地埋存,7500
1850,煤源,Y1850,,CSP1850,1,01 Operating,1998,30,360,3403,322.52,1.106315844,4.425263378,29.353996,106.444523,29.353996,106.444523,,,亚临界,常规煤电,87.27838828,CCS057,陆地埋存,20
1851,煤源,Y1851,,CSP1851,1,01 Operating,1998,30,360,3403,322.68,1.10686468,4.427458721,29.353996,106.444523,29.353996,106.444523,,,亚临界,常规煤电,87.27838828,CCS057,陆地埋存,20
1852,煤源,Y1852,,CSP1852,1,01 Operating,2007,30,600,3403,315.68,1.804755187,23.46181743,29.34769193,106.4381148,29.34769193,106.4381148,,,超临界,常规煤电,88.1530029,CCS057,陆地埋存,20
1853,煤源,Y1853,,CSP1853,1,01 Operating,2006,30,600,3403,321.08,1.835627203,22.02752644,29.34769193,106.4381148,29.34769193,106.4381148,,,超临界,常规煤电,88.1530029,CCS057,陆地埋存,20
1854,煤源,Y1854,,CSP1854,1,01 Operating,1992,30,360,3403,321.01,1.101136206,-2.202272412,29.353996,106.444523,29.353996,106.444523,,,亚临界,常规煤电,87.27838828,CCS057,陆地埋存,20
1855,煤源,Y1855,,CSP1855,1,01 Operating,1991,30,360,3403,318.56,1.092732157,-3.278196472,29.353996,106.444523,29.353996,106.444523,,,亚临界,常规煤电,87.27838828,CCS057,陆地埋存,20
1856,煤源,Y1856,,CSP1856,1,01 Operating,2016,30,350,3330,287.72,0.938945448,20.65679986,34.756273,111.811225,34.756273,111.811225,,,超临界,热电联产,204.1959533,CCS075,陆地埋存,60.6
1857,煤源,Y1857,,CSP1857,1,01 Operating,2016,30,350,3330,285.86,0.932875524,20.52326153,34.756273,111.811225,34.756273,111.811225,,,超临界,热电联产,204.1959533,CCS075,陆地埋存,60.6
1858,煤源,Y1858,,CSP1858,1,01 Operating,1994,30,320,4262,281.4,1.074596813,0,32.28667222,118.7817028,32.28667222,118.7817028,,,超临界,常规煤电,133.6479795,CCS044,陆地埋存,100
1859,煤源,Y1859,,CSP1859,1,01 Operating,1994,30,320,4262,281.4,1.074596813,0,32.28667222,118.7817028,32.28667222,118.7817028,,,超临界,常规煤电,133.6479795,CCS044,陆地埋存,100
1860,煤源,Y1860,,CSP1860,1,01 Operating,2016,30,50,4262,317.7,0.189565236,4.170435192,32.28667222,118.7817028,32.28667222,118.7817028,,,亚临界,热电联产,133.6479795,CCS044,陆地埋存,100
1861,煤源,Y1861,,CSP1861,1,01 Operating,2016,30,50,4262,317.7,0.189565236,4.170435192,32.28667222,118.7817028,32.28667222,118.7817028,,,亚临界,热电联产,133.6479795,CCS044,陆地埋存,100
1862,煤源,Y1862,,CSP1862,1,01 Operating,1999,30,350,4262,305.22,1.274830687,6.374153436,31.76598333,121.9080167,31.76598333,121.9080167,,,亚临界,常规煤电,195.2301887,CCS044,陆地埋存,100
1863,煤源,Y1863,,CSP1863,1,01 Operating,1999,30,350,4262,303.61,1.268106104,6.340530518,31.798022,121.784311,31.798022,121.784311,,,亚临界,常规煤电,183.4071213,CCS044,陆地埋存,100
1864,煤源,Y1864,,CSP1864,1,01 Operating,2019,30,660,4411,303,2.469912984,61.7478246,37.9854795,105.9283345,37.9854795,105.9283345,,,超超临界,常规煤电,216.5213542,CCS028,陆地埋存,1110
1865,煤源,Y1865,,CSP1865,1,01 Operating,2018,30,660,4411,303,2.469912984,59.27791162,37.9854795,105.9283345,37.9854795,105.9283345,,,超超临界,常规煤电,216.5213542,CCS028,陆地埋存,1110
1866,煤源,Y1866,,CSP1866,1,01 Operating,1997,30,330,4411,314.36,1.281257171,3.843771513,37.9854795,105.9283345,37.9854795,105.9283345,,,亚临界,常规煤电,216.5213542,CCS028,陆地埋存,1110
1867,煤源,Y1867,,CSP1867,1,01 Operating,1997,30,330,4411,314.31,1.281053383,3.843160149,37.9854795,105.9283345,37.9854795,105.9283345,,,亚临界,常规煤电,216.5213542,CCS028,陆地埋存,1110
1868,煤源,Y1868,,CSP1868,1,01 Operating,1992,30,330,4411,318,1.296092952,-2.592185904,37.9854795,105.9283345,37.9854795,105.9283345,,,亚临界,常规煤电,216.5213542,CCS028,陆地埋存,1110
1869,煤源,Y1869,,CSP1869,1,01 Operating,1991,30,330,4411,318.3,1.297315681,-3.891947044,37.9854795,105.9283345,37.9854795,105.9283345,,,亚临界,常规煤电,216.5213542,CCS028,陆地埋存,1110
1870,煤源,Y1870,,CSP1870,1,01 Operating,2010,30,600,4550,305.43,2.33470692,37.35531072,35.5017,106.7861,35.5017,106.7861,,,超临界,常规煤电,111.5717733,CCS102,陆地埋存,26.41
1871,煤源,Y1871,,CSP1871,1,01 Operating,2010,30,600,4550,308.75,2.360085,37.76136,35.5017,106.7861,35.5017,106.7861,,,超临界,常规煤电,111.5717733,CCS102,陆地埋存,26.41
1872,煤源,Y1872,,CSP1872,1,01 Operating,2003,30,330,4550,310.54,1.305572268,11.75015041,35.5017,106.7861,35.5017,106.7861,,,亚临界,热电联产,111.5717733,CCS102,陆地埋存,26.41
1873,煤源,Y1873,,CSP1873,1,01 Operating,2003,30,325,4550,311.61,1.290221205,11.61199085,35.5017,106.7861,35.5017,106.7861,,,亚临界,热电联产,111.5717733,CCS102,陆地埋存,26.41
1874,煤源,Y1874,,CSP1874,1,01 Operating,2001,30,325,4550,312.24,1.29282972,9.04980804,35.5017,106.7861,35.5017,106.7861,,,亚临界,热电联产,111.5717733,CCS102,陆地埋存,26.41
1875,煤源,Y1875,,CSP1875,1,01 Operating,2000,30,325,4550,311.39,1.289310295,7.73586177,35.5017,106.7861,35.5017,106.7861,,,亚临界,热电联产,111.5717733,CCS102,陆地埋存,26.41
1876,煤源,Y1876,,CSP1876,1,01 Operating,2013,30,600,4234,310.71,2.210117515,41.99223279,34.52953086,109.952187,34.52953086,109.952187,,,超临界,常规煤电,58.83077218,CCS075,陆地埋存,60.6
1877,煤源,Y1877,,CSP1877,1,01 Operating,2011,30,600,4234,310.58,2.20919281,37.55627776,34.52953086,109.952187,34.52953086,109.952187,,,超临界,常规煤电,58.83077218,CCS075,陆地埋存,60.6
1878,煤源,Y1878,,CSP1878,1,01 Operating,2007,30,600,3330,314.31,1.758375864,22.85888623,35.167446,112.720833,35.167446,112.720833,,,超临界,常规煤电,227.2975549,CCS104,陆地埋存,25.36
1879,煤源,Y1879,,CSP1879,1,01 Operating,2007,30,600,3330,314.79,1.761061176,22.89379529,35.167446,112.720833,35.167446,112.720833,,,超临界,常规煤电,227.2975549,CCS104,陆地埋存,25.36
1880,煤源,Y1880,,CSP1880,1,01 Operating,2013,30,1000,3330,281.98,2.62918152,49.95444888,35.16744,112.720833,35.16744,112.720833,,,超超临界,常规煤电,227.2977625,CCS104,陆地埋存,25.36
1881,煤源,Y1881,,CSP1881,1,01 Operating,2012,30,1000,3330,279.89,2.60969436,46.97449848,35.16744,112.720833,35.16744,112.720833,,,超超临界,常规煤电,227.2977625,CCS104,陆地埋存,25.36
1882,煤源,Y1882,,CSP1882,1,01 Operating,2004,30,600,3330,306.74,1.716026256,17.16026256,35.167446,112.720833,35.167446,112.720833,,,超临界,常规煤电,227.2975549,CCS104,陆地埋存,25.36
1883,煤源,Y1883,,CSP1883,1,01 Operating,2004,30,600,3330,297.79,1.665956376,16.65956376,35.167446,112.720833,35.167446,112.720833,,,超临界,常规煤电,227.2975549,CCS104,陆地埋存,25.36
1884,煤源,Y1884,,CSP1884,1,01 Operating,2022,30,350,4377,303.7,1.302709002,36.47585206,35.710464,119.793529,35.710464,119.793529,,,超临界,热电联产,60.85623629,CCS025,海洋埋存,1900
1885,煤源,Y1885,,CSP1885,1,01 Operating,2022,30,350,4377,303.7,1.302709002,36.47585206,35.710464,119.793529,35.710464,119.793529,,,超临界,热电联产,60.85623629,CCS025,海洋埋存,1900
1886,煤源,Y1886,,CSP1886,1,01 Operating,2006,30,225,4377,315.7,0.870545907,10.44655088,35.60495,116.937324,35.60495,116.937324,,,亚临界,热电联产,152.2742898,CCS082,陆地埋存,30.4
1887,煤源,Y1887,,CSP1887,1,01 Operating,2006,30,225,4377,315.7,0.870545907,10.44655088,35.60495,116.937324,35.60495,116.937324,,,亚临界,热电联产,152.2742898,CCS082,陆地埋存,30.4
1888,煤源,Y1888,,CSP1888,1,01 Operating,2009,30,680,4377,285.23,2.377052056,35.65578084,35.3454727,119.5104761,35.3454727,119.5104761,,,超临界,常规煤电,103.4361154,CCS025,海洋埋存,1900
1889,煤源,Y1889,,CSP1889,1,01 Operating,2008,30,680,4377,290.33,2.419554477,33.87376267,35.3454727,119.5104761,35.3454727,119.5104761,,,超临界,常规煤电,103.4361154,CCS025,海洋埋存,1900
1890,煤源,Y1890,,CSP1890,1,01 Operating,2000,30,350,4377,296.91,1.273583569,7.641501412,35.3454727,119.5104761,35.3454727,119.5104761,,,亚临界,常规煤电,103.4361154,CCS025,海洋埋存,1900
1891,煤源,Y1891,,CSP1891,1,01 Operating,2021,30,1000,5144,285.7,4.11499424,111.1048445,25.908123,115.108351,25.908123,115.108351,,,超超临界,常规煤电,539.4306103,CCS023,海洋埋存,11000
1892,煤源,Y1892,,CSP1892,1,01 Operating,2021,30,1000,5144,285.7,4.11499424,111.1048445,25.908123,115.108351,25.908123,115.108351,,,超超临界,常规煤电,539.4306103,CCS023,海洋埋存,11000
1893,煤源,Y1893,,CSP1893,1,01 Operating,2008,30,350,5144,300.31,1.513898747,21.19458246,25.91428,115.10305,25.91428,115.10305,,,超临界,常规煤电,540.1923357,CCS055,陆地埋存,24
1894,煤源,Y1894,,CSP1894,1,01 Operating,2008,30,350,5144,300.46,1.514654915,21.20516881,25.91428,115.10305,25.91428,115.10305,,,超临界,常规煤电,540.1923357,CCS055,陆地埋存,24
1895,煤源,Y1895,,CSP1895,1,01 Operating,2017,30,12,4377,295.7,0.043487771,1.000218734,34.87,117.57,34.87,117.57,,,亚临界,热电联产,222.3023211,CCS007,陆地埋存,178000
1896,煤源,Y1896,,CSP1896,1,01 Operating,2017,30,12,4377,295.7,0.043487771,1.000218734,34.87,117.57,34.87,117.57,,,亚临界,热电联产,222.3023211,CCS007,陆地埋存,178000
1897,煤源,Y1897,,CSP1897,1,01 Operating,2017,30,12,4377,295.7,0.043487771,1.000218734,34.87,117.57,34.87,117.57,,,亚临界,热电联产,222.3023211,CCS007,陆地埋存,178000
